"compteFab";"numFab";"IdFab";"compteMP";"numMP";"IdMP";"TypeMesure";"Quantite";"Unite";"provenance_mesure";"Conversion";"usage"
"7 MI 3,  r. 25 et r. 26, R65";9722;5558;"7 MI 3,  r. 25 et r. 26, R65";9722;5067;"poids";1,12;"once";;;"couture"
"7 MI 3,  r. 25 et r. 26, R65";9722;5558;"7 MI 3,  r. 25 et r. 26, R65";9722;5069;"poids";2,00;"once";;;"couture"
"7 MI 3,  r. 25 et r. 26, R65";9722;5558;"7 MI 3,  r. 25 et r. 26, R65";9722;5070;"poids";4,00;"once";;;"couleur"
"7 MI 3,  r. 25 et r. 26, R65";9722;5558;"7 MI 3,  r. 25 et r. 26, R65";9722;5071;"poids";2,00;"livre";;;
"7 MI 3,  r. 25 et r. 26, R65";9723;5559;"7 MI 3,  r. 25 et r. 26, R65";9723;5072;"longueur";;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9723;5560;"7 MI 3,  r. 25 et r. 26, R65";9723;5072;"longueur";;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9723;5561;"7 MI 3,  r. 25 et r. 26, R65";9723;5072;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9724;5562;"7 MI 3,  r. 25 et r. 26, R65";9724;5073;"longueur";;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9731;5569;"7 MI 3,  r. 25 et r. 26, R65";9731;5074;"longueur";4,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9731;5569;"7 MI 3,  r. 25 et r. 26, R65";9731;5075;"longueur";4,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9732;5570;"7 MI 3,  r. 25 et r. 26, R65";9732;5076;"longueur";4,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9732;5570;"7 MI 3,  r. 25 et r. 26, R65";9757;5097;"pelleterie";103,00;"gorge";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9733;5571;"7 MI 3,  r. 25 et r. 26, R65";9733;5077;"longueur";6,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9733;5571;"7 MI 3,  r. 25 et r. 26, R65";9742;5088;"longueur";4,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9733;5571;"7 MI 3,  r. 25 et r. 26, R65";9746;5089;"poids";1,00;"marc";;;"décoration"
"7 MI 3,  r. 25 et r. 26, R65";9733;5571;"7 MI 3,  r. 25 et r. 26, R65";9747;5090;"poids";12,00;"once";;;"décoration"
"7 MI 3,  r. 25 et r. 26, R65";9733;5571;"7 MI 3,  r. 25 et r. 26, R65";9748;5091;"poids";;"once";;;"décoration"
"7 MI 3,  r. 25 et r. 26, R65";9733;5571;"7 MI 3,  r. 25 et r. 26, R65";9749;5092;"poids";;"once";;;"décoration"
"7 MI 3,  r. 25 et r. 26, R65";9734;5572;"7 MI 3,  r. 25 et r. 26, R65";9734;5078;"longueur";3,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9735;5573;"7 MI 3,  r. 25 et r. 26, R65";9735;5079;"longueur";26,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9735;5573;"7 MI 3,  r. 25 et r. 26, R65";9736;5080;"longueur";2,00;"aune";;;"freppe"
"7 MI 3,  r. 25 et r. 26, R65";9735;5573;"7 MI 3,  r. 25 et r. 26, R65";9736;5081;"longueur";2,00;"aune";;;"freppe"
"7 MI 3,  r. 25 et r. 26, R65";9735;5573;"7 MI 3,  r. 25 et r. 26, R65";9736;5082;"longueur";2,00;"aune";;;"freppe"
"7 MI 3,  r. 25 et r. 26, R65";9735;5573;"7 MI 3,  r. 25 et r. 26, R65";9736;5083;"longueur";26,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9735;5573;"7 MI 3,  r. 25 et r. 26, R65";9737;5084;"poids";23,00;"once";;;"décoration"
"7 MI 3,  r. 25 et r. 26, R65";9738;5574;"7 MI 3,  r. 25 et r. 26, R65";9738;5085;"longueur";4,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9738;5574;"7 MI 3,  r. 25 et r. 26, R65";9740;5087;"longueur";4,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9739;5575;"7 MI 3,  r. 25 et r. 26, R65";9739;5086;"longueur";14,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9750;5576;"7 MI 3,  r. 25 et r. 26, R65";9750;5093;"longueur";1,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9753;5577;"7 MI 3,  r. 25 et r. 26, R65";9753;5094;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9753;5578;"7 MI 3,  r. 25 et r. 26, R65";9753;5094;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9755;5579;"7 MI 3,  r. 25 et r. 26, R65";9755;5095;"pelleterie";;"bête";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9755;5580;"7 MI 3,  r. 25 et r. 26, R65";9755;5095;"pelleterie";;"bête";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9755;5580;"7 MI 3,  r. 25 et r. 26, R65";9756;5096;"longueur";1,00;"aune";;;"doublure de manche"
"7 MI 3,  r. 25 et r. 26, R65";9759;5582;"7 MI 3,  r. 25 et r. 26, R65";9856;5167;"pelleterie";1,00;"penne";;;"doublure de manche"
"7 MI 3,  r. 25 et r. 26, R65";9760;5583;"7 MI 3,  r. 25 et r. 26, R65";9760;5098;"longueur";7,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9766;5584;"7 MI 3,  r. 25 et r. 26, R65";9766;5102;"longueur";24,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9766;5584;"7 MI 3,  r. 25 et r. 26, R65";9766;5103;"longueur";23,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9767;5585;"7 MI 3,  r. 25 et r. 26, R65";9767;5104;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9767;5585;"7 MI 3,  r. 25 et r. 26, R65";9778;5109;"pelleterie";;"penne";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9767;5586;"7 MI 3,  r. 25 et r. 26, R65";9767;5104;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9768;5587;"7 MI 3,  r. 25 et r. 26, R65";9768;5105;"longueur";4,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9770;5588;"7 MI 3,  r. 25 et r. 26, R65";9770;5106;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9770;5589;"7 MI 3,  r. 25 et r. 26, R65";9770;5106;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9771;5590;"7 MI 3,  r. 25 et r. 26, R65";9771;5107;"longueur";6,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9772;5591;"7 MI 3,  r. 25 et r. 26, R65";9772;5108;"longueur";3,50;"aune";;;"garnir"
"7 MI 3,  r. 25 et r. 26, R65";9777;5592;"7 MI 3,  r. 25 et r. 26, R65";9779;5110;"pelleterie";1,00;"penne";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9782;5593;"7 MI 3,  r. 25 et r. 26, R65";9782;5113;"unité";;"objet";;;"décoration"
"7 MI 3,  r. 25 et r. 26, R65";9792;5594;"7 MI 3,  r. 25 et r. 26, R65";9792;5117;"longueur";3,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9792;5594;"7 MI 3,  r. 25 et r. 26, R65";9793;5118;"longueur";4,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9792;5594;"7 MI 3,  r. 25 et r. 26, R65";9793;5119;"longueur";2,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9792;5594;"7 MI 3,  r. 25 et r. 26, R65";9793;5120;"poids";2,00;"once";;;
"7 MI 3,  r. 25 et r. 26, R65";9792;5594;"7 MI 3,  r. 25 et r. 26, R65";9793;5121;"poids";0,50;"once";;;
"7 MI 3,  r. 25 et r. 26, R65";9792;5594;"7 MI 3,  r. 25 et r. 26, R65";9794;5122;"poids";0,50;"livre";;;"garnir"
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9797;5123;"longueur";3,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9798;5124;"longueur";3,50;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9800;5125;"longueur";2,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9801;5126;"longueur";2,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9802;5127;"longueur";4,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9803;5128;"longueur";17,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9803;5129;"longueur";1,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9804;5130;"longueur";1,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9805;5131;"longueur";3,33;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9806;5595;"7 MI 3,  r. 25 et r. 26, R65";9806;5132;"longueur";3,33;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9808;5597;"7 MI 3,  r. 25 et r. 26, R65";9808;5133;"pelleterie";126,00;"peau (douzaine)";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9812;5599;"7 MI 3,  r. 25 et r. 26, R65";9812;5134;"unité";1,00;"objet";;;"garnir"
"7 MI 3,  r. 25 et r. 26, R65";9815;5600;"7 MI 3,  r. 25 et r. 26, R65";9815;5135;"longueur";13,00;"ras";;;
"7 MI 3,  r. 25 et r. 26, R65";9815;5600;"7 MI 3,  r. 25 et r. 26, R65";9815;5136;"longueur";1,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9815;5600;"7 MI 3,  r. 25 et r. 26, R65";9817;5137;"longueur";;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9822;5603;"7 MI 3,  r. 25 et r. 26, R65";9822;5138;"longueur";3,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9822;5603;"7 MI 3,  r. 25 et r. 26, R65";9823;5139;"longueur";3,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9822;5603;"7 MI 3,  r. 25 et r. 26, R65";9824;5140;"longueur";;"aune";;;"devise"
"7 MI 3,  r. 25 et r. 26, R65";9822;5603;"7 MI 3,  r. 25 et r. 26, R65";9824;5141;"longueur";;"aune";;;"devise"
"7 MI 3,  r. 25 et r. 26, R65";9822;5603;"7 MI 3,  r. 25 et r. 26, R65";9824;5142;"longueur";;"aune";;;"devise"
"7 MI 3,  r. 25 et r. 26, R65";9828;5604;"7 MI 3,  r. 25 et r. 26, R65";9828;5143;"longueur";12,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9829;5605;"7 MI 3,  r. 25 et r. 26, R65";9829;5144;"longueur";4,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9829;5605;"7 MI 3,  r. 25 et r. 26, R65";9829;5145;"longueur";4,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9829;5605;"7 MI 3,  r. 25 et r. 26, R65";9829;5146;"longueur";4,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9829;5605;"7 MI 3,  r. 25 et r. 26, R65";9829;5147;"longueur";4,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9829;5605;"7 MI 3,  r. 25 et r. 26, R65";9830;5148;"longueur";1,00;"pièce";;;"devise"
"7 MI 3,  r. 25 et r. 26, R65";9829;5605;"7 MI 3,  r. 25 et r. 26, R65";9831;5149;"longueur";1,00;"pièce";;;"devise"
"7 MI 3,  r. 25 et r. 26, R65";9829;5605;"7 MI 3,  r. 25 et r. 26, R65";9831;5150;"longueur";1,00;"pièce";;;"devise"
"7 MI 3,  r. 25 et r. 26, R65";9829;5605;"7 MI 3,  r. 25 et r. 26, R65";9832;5151;"longueur";9,00;"pièce";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9829;5605;"7 MI 3,  r. 25 et r. 26, R65";9832;5152;"longueur";9,00;"pièce";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9834;5606;"7 MI 3,  r. 25 et r. 26, R65";9834;5153;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9834;5607;"7 MI 3,  r. 25 et r. 26, R65";9834;5153;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9835;5608;"7 MI 3,  r. 25 et r. 26, R65";9835;5154;"longueur";3,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9835;5608;"7 MI 3,  r. 25 et r. 26, R65";9836;5155;"longueur";3,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9835;5608;"7 MI 3,  r. 25 et r. 26, R65";9837;5156;"longueur";0,25;"aune";;;"devise"
"7 MI 3,  r. 25 et r. 26, R65";9835;5608;"7 MI 3,  r. 25 et r. 26, R65";9837;5157;"longueur";0,25;"aune";;;"devise"
"7 MI 3,  r. 25 et r. 26, R65";9835;5608;"7 MI 3,  r. 25 et r. 26, R65";9837;5158;"longueur";0,25;"aune";;;"devise"
"7 MI 3,  r. 25 et r. 26, R65";9840;5609;"7 MI 3,  r. 25 et r. 26, R65";9840;5159;"pelleterie";200,00;"dos (centaine)";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9844;5610;"7 MI 3,  r. 25 et r. 26, R65";9844;5161;"longueur";13,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9847;5612;"7 MI 3,  r. 25 et r. 26, R65";9847;5162;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9847;5613;"7 MI 3,  r. 25 et r. 26, R65";9847;5162;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9848;5614;"7 MI 3,  r. 25 et r. 26, R65";9848;5163;"longueur";4,25;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9850;5615;"7 MI 3,  r. 25 et r. 26, R65";9850;5164;"longueur";4,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9853;5621;"7 MI 3,  r. 25 et r. 26, R65";9853;5165;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9853;5622;"7 MI 3,  r. 25 et r. 26, R65";9853;5165;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9858;5623;"7 MI 3,  r. 25 et r. 26, R65";9858;5168;"longueur";3,00;"pièce";;;"garnir"
"7 MI 3,  r. 25 et r. 26, R65";9858;5623;"7 MI 3,  r. 25 et r. 26, R65";9864;5175;"longueur";23,00;"aune";;;"garnir"
"7 MI 3,  r. 25 et r. 26, R65";9859;5624;"7 MI 3,  r. 25 et r. 26, R65";9859;5169;"longueur";2,25;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9859;5624;"7 MI 3,  r. 25 et r. 26, R65";9860;5170;"longueur";3,00;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9859;5624;"7 MI 3,  r. 25 et r. 26, R65";9861;5171;"longueur";2,00;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9862;5625;"7 MI 3,  r. 25 et r. 26, R65";9862;5172;"longueur";3,00;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9862;5625;"7 MI 3,  r. 25 et r. 26, R65";9863;5173;"longueur";3,50;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9862;5625;"7 MI 3,  r. 25 et r. 26, R65";9863;5174;"longueur";3,00;"aune";;;"estoffes"
"7 MI 3,  r. 25 et r. 26, R65";9878;5635;"7 MI 3,  r. 25 et r. 26, R65";9877;5182;"longueur";;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9878;5635;"7 MI 3,  r. 25 et r. 26, R65";9878;5183;"longueur";21,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9878;5636;"7 MI 3,  r. 25 et r. 26, R65";9877;5182;"longueur";;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9878;5637;"7 MI 3,  r. 25 et r. 26, R65";9877;5182;"longueur";;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9880;5638;"7 MI 3,  r. 25 et r. 26, R65";9874;5177;"longueur";2,50;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9880;5638;"7 MI 3,  r. 25 et r. 26, R65";9874;5178;"longueur";2,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9880;5638;"7 MI 3,  r. 25 et r. 26, R65";9875;5179;"longueur";6,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9880;5638;"7 MI 3,  r. 25 et r. 26, R65";9875;5180;"longueur";3,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9880;5638;"7 MI 3,  r. 25 et r. 26, R65";9876;5181;"longueur";1,00;"pièce";;;
"7 MI 3,  r. 25 et r. 26, R65";9880;5638;"7 MI 3,  r. 25 et r. 26, R65";9880;5184;"pelleterie";100,00;"penne";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9882;5641;"7 MI 3,  r. 25 et r. 26, R65";9882;5185;"longueur";2,25;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9882;5641;"7 MI 3,  r. 25 et r. 26, R65";9882;5186;"longueur";4,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9882;5641;"7 MI 3,  r. 25 et r. 26, R65";9882;5187;"poids";1,00;"once";;;
"7 MI 3,  r. 25 et r. 26, R65";9882;5641;"7 MI 3,  r. 25 et r. 26, R65";9882;5188;"poids";0,12;"once";;;
"7 MI 3,  r. 25 et r. 26, R65";9882;5641;"7 MI 3,  r. 25 et r. 26, R65";9882;5189;"poids";0,12;"once";;;
"7 MI 3,  r. 25 et r. 26, R65";9896;5652;"7 MI 3,  r. 25 et r. 26, R65";9896;5192;"longueur";6,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9896;5652;"7 MI 3,  r. 25 et r. 26, R65";9896;5193;"longueur";;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9898;5653;"7 MI 3,  r. 25 et r. 26, R65";9897;5194;"longueur";10,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9898;5653;"7 MI 3,  r. 25 et r. 26, R65";9898;5195;"pelleterie";;"fourrure";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9899;5654;"7 MI 3,  r. 25 et r. 26, R65";9899;5196;"pelleterie";;"penne";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9900;5655;"7 MI 3,  r. 25 et r. 26, R65";9900;5197;"longueur";2,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9904;5657;"7 MI 3,  r. 25 et r. 26, R65";9904;5198;"longueur";2,12;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9904;5657;"7 MI 3,  r. 25 et r. 26, R65";9905;5199;"longueur";2,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9904;5657;"7 MI 3,  r. 25 et r. 26, R65";9906;5200;"longueur";2,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9904;5657;"7 MI 3,  r. 25 et r. 26, R65";9907;5201;"longueur";2,25;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9904;5657;"7 MI 3,  r. 25 et r. 26, R65";9908;5202;"poids";1,00;"once";;;
"7 MI 3,  r. 25 et r. 26, R65";9904;5657;"7 MI 3,  r. 25 et r. 26, R65";9908;5203;"poids";1,00;"once";;;
"7 MI 3,  r. 25 et r. 26, R65";9912;5658;"7 MI 3,  r. 25 et r. 26, R65";9912;5204;"longueur";8,50;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9912;5658;"7 MI 3,  r. 25 et r. 26, R65";9913;5205;"longueur";3,50;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9929;5659;"7 MI 3,  r. 25 et r. 26, R65";9929;5206;"longueur";4,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9929;5659;"7 MI 3,  r. 25 et r. 26, R65";9929;5207;"longueur";4,00;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9941;5661;"7 MI 3,  r. 25 et r. 26, R65";9941;5212;"longueur";1,12;"aune";;;"manche"
"7 MI 3,  r. 25 et r. 26, R65";9944;5663;"7 MI 3,  r. 25 et r. 26, R65";9944;5213;"longueur";2,50;"aune";;;"garnir"
"7 MI 3,  r. 25 et r. 26, R65";9946;5664;"7 MI 3,  r. 25 et r. 26, R65";9946;5215;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9946;5664;"7 MI 3,  r. 25 et r. 26, R65";9947;5216;"longueur";4,00;"aune";;;"doublure"
"7 MI 3,  r. 25 et r. 26, R65";9946;5665;"7 MI 3,  r. 25 et r. 26, R65";9946;5215;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9950;5667;"7 MI 3,  r. 25 et r. 26, R65";9950;5217;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9950;5667;"7 MI 3,  r. 25 et r. 26, R65";9950;5218;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9950;5668;"7 MI 3,  r. 25 et r. 26, R65";9950;5217;"longueur";;"aune";;;
"7 MI 3,  r. 25 et r. 26, R65";9950;5668;"7 MI 3,  r. 25 et r. 26, R65";9950;5218;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9956;5669;"7 MI 3,  r. 26 et r. 27, R66";9956;5223;"longueur";2,50;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9956;5669;"7 MI 3,  r. 26 et r. 27, R66";9956;5224;"longueur";2,50;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9956;5669;"7 MI 3,  r. 26 et r. 27, R66";9956;5225;"longueur";0,50;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9956;5669;"7 MI 3,  r. 26 et r. 27, R66";9956;5226;"poids";1,50;"once";;;
"7 MI 3,  r. 26 et r. 27, R66";9956;5669;"7 MI 3,  r. 26 et r. 27, R66";9956;5227;"poids";0,50;"livre";;;
"7 MI 3,  r. 26 et r. 27, R66";9957;5670;"7 MI 3,  r. 26 et r. 27, R66";9957;5228;"longueur";1,50;"aune";;;"garnir"
"7 MI 3,  r. 26 et r. 27, R66";9958;5671;"7 MI 3,  r. 26 et r. 27, R66";10006;5250;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9960;5672;"7 MI 3,  r. 26 et r. 27, R66";9961;5231;"poids";5,00;"once";;;"broderie de manche"
"7 MI 3,  r. 26 et r. 27, R66";9963;5674;"7 MI 3,  r. 26 et r. 27, R66";9963;5232;"longueur";8,50;"aune";;;"doublure"
"7 MI 3,  r. 26 et r. 27, R66";9963;5674;"7 MI 3,  r. 26 et r. 27, R66";9964;5233;"longueur";3,50;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9967;5676;"7 MI 3,  r. 26 et r. 27, R66";9967;5234;"longueur";;"aune";;;"broderie"
"7 MI 3,  r. 26 et r. 27, R66";9972;5683;"7 MI 3,  r. 26 et r. 27, R66";9972;5235;"longueur";4,33;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9972;5683;"7 MI 3,  r. 26 et r. 27, R66";9980;5241;"pelleterie";1,00;"fourrure";;;"doublure"
"7 MI 3,  r. 26 et r. 27, R66";9973;5684;"7 MI 3,  r. 26 et r. 27, R66";9973;5236;"longueur";4,33;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9974;5685;"7 MI 3,  r. 26 et r. 27, R66";9974;5237;"longueur";4,00;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9974;5685;"7 MI 3,  r. 26 et r. 27, R66";9976;5239;"longueur";4,00;"aune";;;"doublure"
"7 MI 3,  r. 26 et r. 27, R66";9975;5686;"7 MI 3,  r. 26 et r. 27, R66";9975;5238;"longueur";2,00;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9985;5688;"7 MI 3,  r. 26 et r. 27, R66";9985;5242;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9986;5689;"7 MI 3,  r. 26 et r. 27, R66";9986;5243;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9996;5697;"7 MI 3,  r. 26 et r. 27, R66";9996;5244;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9999;5698;"7 MI 3,  r. 26 et r. 27, R66";9999;5247;"longueur";28,00;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";9999;5698;"7 MI 3,  r. 26 et r. 27, R66";10000;5248;"longueur";;"aune";;;"doublure"
"7 MI 3,  r. 26 et r. 27, R66";10002;5699;"7 MI 3,  r. 26 et r. 27, R66";10002;5249;"longueur";1,00;"pièce";;;
"7 MI 3,  r. 26 et r. 27, R66";10008;5700;"7 MI 3,  r. 26 et r. 27, R66";10008;5251;"longueur";12,50;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";10014;5701;"7 MI 3,  r. 26 et r. 27, R66";10014;5253;"longueur";6,00;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";10018;5702;"7 MI 3,  r. 26 et r. 27, R66";10018;5255;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";10018;5703;"7 MI 3,  r. 26 et r. 27, R66";10018;5255;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";10018;5704;"7 MI 3,  r. 26 et r. 27, R66";10018;5255;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";10019;5705;"7 MI 3,  r. 26 et r. 27, R66";10019;5256;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";10019;5705;"7 MI 3,  r. 26 et r. 27, R66";10019;5257;"longueur";4,00;"aune";;;"doublure"
"7 MI 3,  r. 26 et r. 27, R66";10019;5706;"7 MI 3,  r. 26 et r. 27, R66";10019;5256;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";10019;5707;"7 MI 3,  r. 26 et r. 27, R66";10019;5256;"longueur";;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";10021;5708;"7 MI 3,  r. 26 et r. 27, R66";10021;5258;"longueur";15,00;"ras";;;
"7 MI 3,  r. 26 et r. 27, R66";10021;5708;"7 MI 3,  r. 26 et r. 27, R66";10021;5259;"longueur";8,00;"ras";;;"doublure"
"7 MI 3,  r. 26 et r. 27, R66";10024;5709;"7 MI 3,  r. 26 et r. 27, R66";10024;5261;"longueur";12,00;"aune";;;
"7 MI 3,  r. 26 et r. 27, R66";10027;5710;"7 MI 3,  r. 26 et r. 27, R66";10027;5264;"pelleterie";1,00;"penne";;;"doublure"
"7 MI 3,  r. 26 et r. 27, R66";10029;5711;"7 MI 3,  r. 26 et r. 27, R66";10029;5265;"pelleterie";1,00;"fourrure";;;"doublure"
