"compteFab";"numFab";"IdFab";"compteMP";"numMP";"IdMP";"TypeMesure";"Quantite";"Unite";"provenance_mesure";"Conversion";"usage"
"1MI33, r. 7 et r.8, 28";3928;2273;"1MI33, r. 7 et r.8, 28";3928;3791;"pelleterie";18,00;"bête";;;"manche"
"1MI33, r. 7 et r.8, 28";3929;2274;"1MI33, r. 7 et r.8, 28";3929;3792;"longueur";10,50;"aune";;;
"1MI33, r. 7 et r.8, 28";3930;2275;"1MI33, r. 7 et r.8, 28";3930;3793;"longueur";10,00;"aune";;;
"1MI33, r. 7 et r.8, 28";3932;2277;"1MI33, r. 7 et r.8, 28";3932;3795;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";3939;2280;"1MI33, r. 7 et r.8, 28";3939;3798;"poids";2,00;"livre";;;
"1MI33, r. 7 et r.8, 28";3939;2280;"1MI33, r. 7 et r.8, 28";3939;3799;"longueur";2,00;"aune";;;
"1MI33, r. 7 et r.8, 28";3939;2280;"1MI33, r. 7 et r.8, 28";3939;3800;"poids";1,50;"once";;;
"1MI33, r. 7 et r.8, 28";3940;2281;"1MI33, r. 7 et r.8, 28";3940;3801;"longueur";12,50;"aune";;;
"1MI33, r. 7 et r.8, 28";3940;2281;"1MI33, r. 7 et r.8, 28";3940;3802;"longueur";7,00;"aune";;;
"1MI33, r. 7 et r.8, 28";3940;2281;"1MI33, r. 7 et r.8, 28";3940;3803;"poids";6,00;"livre";;;
"1MI33, r. 7 et r.8, 28";3940;2281;"1MI33, r. 7 et r.8, 28";3940;3804;"poids";3,00;"once";;;
"1MI33, r. 7 et r.8, 28";3941;2282;"1MI33, r. 7 et r.8, 28";3941;3805;"longueur";1,00;"aune";;;
"1MI33, r. 7 et r.8, 28";3946;2283;"1MI33, r. 7 et r.8, 28";3946;3808;"longueur";12,00;"aune";;;
"1MI33, r. 7 et r.8, 28";3949;2284;"1MI33, r. 7 et r.8, 28";3949;3809;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";3949;2285;"1MI33, r. 7 et r.8, 28";3949;3809;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";3950;2286;"1MI33, r. 7 et r.8, 28";3950;3810;"longueur";4,50;"aune";;;
"1MI33, r. 7 et r.8, 28";3960;2287;"1MI33, r. 7 et r.8, 28";3960;3819;"pelleterie";1,00;"penne";;;"doublure"
"1MI33, r. 7 et r.8, 28";3968;2288;"1MI33, r. 7 et r.8, 28";3968;3827;"longueur";1,00;"aune";;;
"1MI33, r. 7 et r.8, 28";3970;2289;"1MI33, r. 7 et r.8, 28";3969;3828;"longueur";3,00;"aune";;;
"1MI33, r. 7 et r.8, 28";3970;2289;"1MI33, r. 7 et r.8, 28";3970;3829;"poids";1,50;"livre";;;
"1MI33, r. 7 et r.8, 28";3970;2289;"1MI33, r. 7 et r.8, 28";3970;3830;"poids";2,00;"once";;;
"1MI33, r. 7 et r.8, 28";3970;2289;"1MI33, r. 7 et r.8, 28";3970;3831;"longueur";2,50;"aune";;;
"1MI33, r. 7 et r.8, 28";3973;2290;"1MI33, r. 7 et r.8, 28";3973;3834;"longueur";2,00;"aune";;;
"1MI33, r. 7 et r.8, 28";3975;2291;"1MI33, r. 7 et r.8, 28";3975;3836;"longueur";2,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4009;2292;"1MI33, r. 7 et r.8, 28";4009;3867;"longueur";1,00;"aune";;;"recouvre"
"1MI33, r. 7 et r.8, 28";4014;2293;"1MI33, r. 7 et r.8, 28";4014;3872;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4017;2294;"1MI33, r. 7 et r.8, 28";4017;3875;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4025;2295;"1MI33, r. 7 et r.8, 28";4025;3882;"longueur";3,50;"aune";;;
"1MI33, r. 7 et r.8, 28";4031;2296;"1MI33, r. 7 et r.8, 28";4031;3888;"poids";2,00;"livre";;;
"1MI33, r. 7 et r.8, 28";4033;2297;"1MI33, r. 7 et r.8, 28";4033;3889;"longueur";;"aune";;;"doublure"
"1MI33, r. 7 et r.8, 28";4039;2299;"1MI33, r. 7 et r.8, 28";4039;3903;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4039;2300;"1MI33, r. 7 et r.8, 28";4039;3903;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4039;2301;"1MI33, r. 7 et r.8, 28";4039;3904;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4039;2301;"1MI33, r. 7 et r.8, 28";4043;3910;"pelleterie";12,00;"bête";;;
"1MI33, r. 7 et r.8, 28";4039;2302;"1MI33, r. 7 et r.8, 28";4039;3904;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4040;2303;"1MI33, r. 7 et r.8, 28";4040;3905;"longueur";2,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4040;2303;"1MI33, r. 7 et r.8, 28";4040;3906;"longueur";2,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4041;2304;"1MI33, r. 7 et r.8, 28";4041;3907;"longueur";1,25;"aune";;;
"1MI33, r. 7 et r.8, 28";4045;2305;"1MI33, r. 7 et r.8, 28";4045;3911;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4045;2306;"1MI33, r. 7 et r.8, 28";4045;3911;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4045;2307;"1MI33, r. 7 et r.8, 28";4045;3911;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4049;2308;"1MI33, r. 7 et r.8, 28";4049;3925;"longueur";1,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2309;"1MI33, r. 7 et r.8, 28";4054;3926;"longueur";14,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2310;"1MI33, r. 7 et r.8, 28";4054;3927;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2310;"1MI33, r. 7 et r.8, 28";4054;3928;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2311;"1MI33, r. 7 et r.8, 28";4054;3927;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2311;"1MI33, r. 7 et r.8, 28";4054;3928;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2312;"1MI33, r. 7 et r.8, 28";4054;3927;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2312;"1MI33, r. 7 et r.8, 28";4054;3928;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2313;"1MI33, r. 7 et r.8, 28";4054;3929;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2314;"1MI33, r. 7 et r.8, 28";4054;3929;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4054;2315;"1MI33, r. 7 et r.8, 28";4054;3929;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4055;2316;"1MI33, r. 7 et r.8, 28";4055;3930;"longueur";18,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4056;2317;"1MI33, r. 7 et r.8, 28";4056;3931;"longueur";8,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4061;2318;"1MI33, r. 7 et r.8, 28";4061;3934;"longueur";1,87;"aune";;;
"1MI33, r. 7 et r.8, 28";4065;2319;"1MI33, r. 7 et r.8, 28";4065;3937;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4066;2320;"1MI33, r. 7 et r.8, 28";4066;3938;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4067;2321;"1MI33, r. 7 et r.8, 28";4067;3939;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4067;2322;"1MI33, r. 7 et r.8, 28";4067;3939;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4068;2323;"1MI33, r. 7 et r.8, 28";4068;3940;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4069;2324;"1MI33, r. 7 et r.8, 28";4069;3941;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4069;2324;"1MI33, r. 7 et r.8, 28";4069;3942;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4069;2325;"1MI33, r. 7 et r.8, 28";4069;3941;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4069;2325;"1MI33, r. 7 et r.8, 28";4069;3942;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4072;2326;"1MI33, r. 7 et r.8, 28";4072;3945;"pelleterie";;"dos";;;"doublure"
"1MI33, r. 7 et r.8, 28";4072;2327;"1MI33, r. 7 et r.8, 28";4072;3945;"pelleterie";;"dos";;;"doublure"
"1MI33, r. 7 et r.8, 28";4072;2328;"1MI33, r. 7 et r.8, 28";4072;3945;"pelleterie";;"dos";;;"doublure"
"1MI33, r. 7 et r.8, 28";4074;2329;"1MI33, r. 7 et r.8, 28";4074;3946;"longueur";1,00;"aune";;;"décoration"
"1MI33, r. 7 et r.8, 28";4076;2330;"1MI33, r. 7 et r.8, 28";4076;3949;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4076;2331;"1MI33, r. 7 et r.8, 28";4076;3949;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4079;2332;"1MI33, r. 7 et r.8, 28";4079;3951;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4079;2333;"1MI33, r. 7 et r.8, 28";4079;3951;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4079;2334;"1MI33, r. 7 et r.8, 28";4079;3951;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4080;2335;"1MI33, r. 7 et r.8, 28";4080;3952;"longueur";1,50;"aune";;;
"1MI33, r. 7 et r.8, 28";4081;2336;"1MI33, r. 7 et r.8, 28";4081;3953;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4082;2337;"1MI33, r. 7 et r.8, 28";4082;3954;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4084;2338;"1MI33, r. 7 et r.8, 28";4084;3956;"longueur";9,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4084;2338;"1MI33, r. 7 et r.8, 28";4084;3958;"longueur";2,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4084;2338;"1MI33, r. 7 et r.8, 28";4084;3959;"longueur";0,75;"aune";;;
"1MI33, r. 7 et r.8, 28";4089;2339;"1MI33, r. 7 et r.8, 28";4089;3960;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4089;2340;"1MI33, r. 7 et r.8, 28";4089;3960;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4091;2341;"1MI33, r. 7 et r.8, 28";4091;3962;"longueur";0,75;"aune";;;
"1MI33, r. 7 et r.8, 28";4094;2342;"1MI33, r. 7 et r.8, 28";4094;3966;"longueur";5,00;"aune";;;"doublure"
"1MI33, r. 7 et r.8, 28";4095;2343;"1MI33, r. 7 et r.8, 28";4095;3967;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4096;2344;"1MI33, r. 7 et r.8, 28";4096;3968;"longueur";5,00;"aune des petites";;;
"1MI33, r. 7 et r.8, 28";4097;2345;"1MI33, r. 7 et r.8, 28";4097;3969;"longueur";0,50;"aune";;;"doublure"
"1MI33, r. 7 et r.8, 28";4098;2346;"1MI33, r. 7 et r.8, 28";4098;3970;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4098;2347;"1MI33, r. 7 et r.8, 28";4098;3970;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4099;2348;"1MI33, r. 7 et r.8, 28";4099;3971;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4100;2349;"1MI33, r. 7 et r.8, 28";4099;3971;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4101;2350;"1MI33, r. 7 et r.8, 28";4101;3972;"longueur";8,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4102;2351;"1MI33, r. 7 et r.8, 28";4102;3973;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4102;2352;"1MI33, r. 7 et r.8, 28";4102;3973;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4104;2353;"1MI33, r. 7 et r.8, 28";4104;3975;"longueur";5,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2354;"1MI33, r. 7 et r.8, 28";4105;3976;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2354;"1MI33, r. 7 et r.8, 28";4105;3977;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2354;"1MI33, r. 7 et r.8, 28";4105;3978;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2354;"1MI33, r. 7 et r.8, 28";4105;3979;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2355;"1MI33, r. 7 et r.8, 28";4105;3976;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2355;"1MI33, r. 7 et r.8, 28";4105;3977;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2355;"1MI33, r. 7 et r.8, 28";4105;3978;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2355;"1MI33, r. 7 et r.8, 28";4105;3979;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2356;"1MI33, r. 7 et r.8, 28";4105;3976;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2356;"1MI33, r. 7 et r.8, 28";4105;3977;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2356;"1MI33, r. 7 et r.8, 28";4105;3978;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4105;2356;"1MI33, r. 7 et r.8, 28";4105;3979;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4106;2357;"1MI33, r. 7 et r.8, 28";4106;3980;"longueur";7,00;"aune";;;
"1MI33, r. 7 et r.8, 28";4107;2358;"1MI33, r. 7 et r.8, 28";4107;3981;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4107;2359;"1MI33, r. 7 et r.8, 28";4107;3981;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4107;2360;"1MI33, r. 7 et r.8, 28";4107;3981;"longueur";;"aune";;;
"1MI33, r. 7 et r.8, 28";4108;2361;"1MI33, r. 7 et r.8, 28";4108;3982;"longueur";17,00;"aune";;;
