"compte";"numTrans";"Personne";"Nombre"
"7 MI 3,  r. 23, R63";9404;4146;"plusieurs"
"7 MI 3,  r. 23, R63";9405;3659;"1"
"7 MI 3,  r. 23, R63";9405;3836;"1"
"7 MI 3,  r. 23, R63";9405;4145;"1"
"7 MI 3,  r. 23, R63";9406;88;"1"
"7 MI 3,  r. 23, R63";9406;724;"1"
"7 MI 3,  r. 23, R63";9406;1409;"1"
"7 MI 3,  r. 23, R63";9406;3283;"1"
"7 MI 3,  r. 23, R63";9406;3659;"1"
"7 MI 3,  r. 23, R63";9406;3836;"1"
"7 MI 3,  r. 23, R63";9406;4145;"1"
"7 MI 3,  r. 23, R63";9407;88;"1"
"7 MI 3,  r. 23, R63";9407;724;"1"
"7 MI 3,  r. 23, R63";9407;1409;"1"
"7 MI 3,  r. 23, R63";9407;3283;"1"
"7 MI 3,  r. 23, R63";9407;3659;"1"
"7 MI 3,  r. 23, R63";9407;3836;"1"
"7 MI 3,  r. 23, R63";9407;4145;"1"
"7 MI 3,  r. 23, R63";9408;88;"1"
"7 MI 3,  r. 23, R63";9408;724;"1"
"7 MI 3,  r. 23, R63";9408;1409;"1"
"7 MI 3,  r. 23, R63";9408;3283;"1"
"7 MI 3,  r. 23, R63";9408;3659;"1"
"7 MI 3,  r. 23, R63";9408;3836;"1"
"7 MI 3,  r. 23, R63";9408;4145;"1"
"7 MI 3,  r. 23, R63";9411;88;"1"
"7 MI 3,  r. 23, R63";9411;724;"1"
"7 MI 3,  r. 23, R63";9411;1409;"1"
"7 MI 3,  r. 23, R63";9411;3283;"1"
"7 MI 3,  r. 23, R63";9411;3659;"1"
"7 MI 3,  r. 23, R63";9411;3836;"1"
"7 MI 3,  r. 23, R63";9411;4145;"1"
"7 MI 3,  r. 23, R63";9411;4146;"plusieurs"
"7 MI 3,  r. 23, R63";9413;88;"1"
"7 MI 3,  r. 23, R63";9413;724;"1"
"7 MI 3,  r. 23, R63";9413;1409;"1"
"7 MI 3,  r. 23, R63";9414;3283;"1"
"7 MI 3,  r. 23, R63";9415;3659;"1"
"7 MI 3,  r. 23, R63";9415;3836;"1"
"7 MI 3,  r. 23, R63";9415;4145;"1"
"7 MI 3,  r. 23, R63";9416;88;"1"
"7 MI 3,  r. 23, R63";9416;724;"1"
"7 MI 3,  r. 23, R63";9416;1409;"1"
"7 MI 3,  r. 23, R63";9416;3283;"1"
"7 MI 3,  r. 23, R63";9416;3659;"1"
"7 MI 3,  r. 23, R63";9416;3836;"1"
"7 MI 3,  r. 23, R63";9416;4145;"1"
"7 MI 3,  r. 23, R63";9419;4150;"1"
"7 MI 3,  r. 23, R63";9420;4150;"1"
"7 MI 3,  r. 23, R63";9421;4150;"1"
"7 MI 3,  r. 23, R63";9422;4150;"1"
"7 MI 3,  r. 23, R63";9424;14;"1"
"7 MI 3,  r. 23, R63";9424;210;"1"
"7 MI 3,  r. 23, R63";9424;272;"1"
"7 MI 3,  r. 23, R63";9424;378;"1"
"7 MI 3,  r. 23, R63";9424;452;"1"
"7 MI 3,  r. 23, R63";9424;1653;"1"
"7 MI 3,  r. 23, R63";9424;2088;"1"
"7 MI 3,  r. 23, R63";9424;2163;"1"
"7 MI 3,  r. 23, R63";9424;2255;"1"
"7 MI 3,  r. 23, R63";9424;2405;"1"
"7 MI 3,  r. 23, R63";9424;2562;"3"
"7 MI 3,  r. 23, R63";9424;2660;"1"
"7 MI 3,  r. 23, R63";9424;3194;"1"
"7 MI 3,  r. 23, R63";9424;3321;"1"
"7 MI 3,  r. 23, R63";9424;3379;"1"
"7 MI 3,  r. 23, R63";9424;3435;"1"
"7 MI 3,  r. 23, R63";9424;3436;"1"
"7 MI 3,  r. 23, R63";9424;3437;"1"
"7 MI 3,  r. 23, R63";9424;3476;"1"
"7 MI 3,  r. 23, R63";9424;3481;"1"
"7 MI 3,  r. 23, R63";9424;3487;"1"
"7 MI 3,  r. 23, R63";9424;3538;"1"
"7 MI 3,  r. 23, R63";9424;3643;"1"
"7 MI 3,  r. 23, R63";9424;3648;"1"
"7 MI 3,  r. 23, R63";9424;3654;"1"
"7 MI 3,  r. 23, R63";9424;3676;"1"
"7 MI 3,  r. 23, R63";9424;3677;"1"
"7 MI 3,  r. 23, R63";9424;3704;"1"
"7 MI 3,  r. 23, R63";9424;3850;"1"
"7 MI 3,  r. 23, R63";9424;3873;"1"
"7 MI 3,  r. 23, R63";9424;3889;"1"
"7 MI 3,  r. 23, R63";9424;3893;"1"
"7 MI 3,  r. 23, R63";9424;3951;"1"
"7 MI 3,  r. 23, R63";9424;4000;"1"
"7 MI 3,  r. 23, R63";9424;4063;"1"
"7 MI 3,  r. 23, R63";9424;4094;"1"
"7 MI 3,  r. 23, R63";9424;4100;"1"
"7 MI 3,  r. 23, R63";9424;4102;"2"
"7 MI 3,  r. 23, R63";9424;4106;"1"
"7 MI 3,  r. 23, R63";9424;4107;"1"
"7 MI 3,  r. 23, R63";9424;4109;"1"
"7 MI 3,  r. 23, R63";9424;4110;"1"
"7 MI 3,  r. 23, R63";9424;4111;"1"
"7 MI 3,  r. 23, R63";9424;4114;"1"
"7 MI 3,  r. 23, R63";9424;4115;"1"
"7 MI 3,  r. 23, R63";9424;4151;"1"
"7 MI 3,  r. 23, R63";9424;4152;"plusieurs"
"7 MI 3,  r. 23, R63";9424;4153;"1"
"7 MI 3,  r. 23, R63";9424;4154;"1"
"7 MI 3,  r. 23, R63";9424;4155;"1"
"7 MI 3,  r. 23, R63";9424;4156;"1"
"7 MI 3,  r. 23, R63";9424;4157;"1"
"7 MI 3,  r. 23, R63";9424;4158;"1"
"7 MI 3,  r. 23, R63";9424;4159;"1"
"7 MI 3,  r. 23, R63";9424;4160;"1"
"7 MI 3,  r. 23, R63";9424;4161;"1"
"7 MI 3,  r. 23, R63";9424;4162;"1"
"7 MI 3,  r. 23, R63";9424;4163;"1"
"7 MI 3,  r. 23, R63";9426;377;"plusieurs"
"7 MI 3,  r. 23, R63";9427;1992;"1"
"7 MI 3,  r. 23, R63";9428;1992;"1"
"7 MI 3,  r. 23, R63";9429;2579;"7"
"7 MI 3,  r. 23, R63";9430;2579;"4"
"7 MI 3,  r. 23, R63";9431;2579;"3"
"7 MI 3,  r. 23, R63";9432;1992;"1"
"7 MI 3,  r. 23, R63";9433;1992;"1"
"7 MI 3,  r. 23, R63";9434;1992;"1"
"7 MI 3,  r. 23, R63";9436;1992;"1"
"7 MI 3,  r. 23, R63";9438;377;"13"
"7 MI 3,  r. 23, R63";9439;4175;"1"
"7 MI 3,  r. 23, R63";9439;4176;"1"
"7 MI 3,  r. 23, R63";9440;4177;"1"
"7 MI 3,  r. 23, R63";9441;1992;"1"
"7 MI 3,  r. 23, R63";9442;1992;"1"
"7 MI 3,  r. 23, R63";9443;1992;"1"
"7 MI 3,  r. 23, R63";9444;1992;"1"
"7 MI 3,  r. 23, R63";9445;1992;"1"
"7 MI 3,  r. 23, R63";9446;1992;"1"
"7 MI 3,  r. 23, R63";9447;1992;"1"
"7 MI 3,  r. 23, R63";9448;1992;"1"
"7 MI 3,  r. 23, R63";9449;1992;"1"
"7 MI 3,  r. 23, R63";9450;1992;"1"
"7 MI 3,  r. 23, R63";9451;1992;"1"
"7 MI 3,  r. 23, R63";9452;4169;"1"
"7 MI 3,  r. 23, R63";9452;4170;"1"
"7 MI 3,  r. 23, R63";9453;1992;"1"
"7 MI 3,  r. 23, R63";9454;1992;"1"
"7 MI 3,  r. 23, R63";9456;1992;"1"
"7 MI 3,  r. 23, R63";9457;4175;"1"
"7 MI 3,  r. 23, R63";9457;4176;"1"
"7 MI 3,  r. 23, R63";9458;4175;"1"
"7 MI 3,  r. 23, R63";9458;4176;"1"
"7 MI 3,  r. 23, R63";9459;1992;"1"
"7 MI 3,  r. 23, R63";9460;1992;"1"
"7 MI 3,  r. 23, R63";9461;4098;"1"
"7 MI 3,  r. 23, R63";9462;4098;"1"
"7 MI 3,  r. 23, R63";9463;4098;"1"
"7 MI 3,  r. 23, R63";9464;4098;"1"
"7 MI 3,  r. 23, R63";9465;4098;"1"
"7 MI 3,  r. 23, R63";9468;3393;"1"
"7 MI 3,  r. 23, R63";9469;3393;"1"
"7 MI 3,  r. 23, R63";9470;4180;"plusieurs"
"7 MI 3,  r. 23, R63";9471;4180;"1"
"7 MI 3,  r. 23, R63";9472;3393;"1"
"7 MI 3,  r. 23, R63";9473;3795;"1"
"7 MI 3,  r. 23, R63";9474;4181;"1"
"7 MI 3,  r. 23, R63";9479;1992;"1"
"7 MI 3,  r. 23, R63";9480;1992;"1"
"7 MI 3,  r. 23, R63";9481;1992;"1"
"7 MI 3,  r. 23, R63";9482;4183;"1"
"7 MI 3,  r. 23, R63";9483;1992;"1"
"7 MI 3,  r. 23, R63";9485;1992;"1"
"7 MI 3,  r. 24, R64";9486;1992;"1"
"7 MI 3,  r. 24, R64";9487;1992;"1"
"7 MI 3,  r. 24, R64";9488;1992;"1"
"7 MI 3,  r. 24, R64";9493;1992;"1"
"7 MI 3,  r. 24, R64";9494;1992;"1"
"7 MI 3,  r. 24, R64";9495;1992;"1"
"7 MI 3,  r. 24, R64";9496;1992;"1"
"7 MI 3,  r. 24, R64";9497;1992;"1"
"7 MI 3,  r. 24, R64";9498;1992;"1"
"7 MI 3,  r. 24, R64";9499;1992;"1"
"7 MI 3,  r. 24, R64";9500;1992;"1"
"7 MI 3,  r. 24, R64";9501;1992;"1"
"7 MI 3,  r. 24, R64";9502;4192;"1"
"7 MI 3,  r. 24, R64";9503;2852;"1"
"7 MI 3,  r. 24, R64";9505;4197;"1"
"7 MI 3,  r. 24, R64";9506;4201;"1"
"7 MI 3,  r. 24, R64";9507;2794;"1"
"7 MI 3,  r. 24, R64";9508;4204;"1"
"7 MI 3,  r. 24, R64";9508;4205;"1"
"7 MI 3,  r. 24, R64";9509;3549;"1"
"7 MI 3,  r. 24, R64";9510;4217;"1"
"7 MI 3,  r. 24, R64";9511;1992;"1"
"7 MI 3,  r. 24, R64";9512;2771;"1"
"7 MI 3,  r. 24, R64";9512;3589;"1"
"7 MI 3,  r. 24, R64";9512;3665;"1"
"7 MI 3,  r. 24, R64";9512;3783;"1"
"7 MI 3,  r. 24, R64";9512;3914;"1"
"7 MI 3,  r. 24, R64";9513;377;"plusieurs"
"7 MI 3,  r. 24, R64";9514;1992;"1"
"7 MI 3,  r. 24, R64";9516;1992;"1"
"7 MI 3,  r. 24, R64";9517;1992;"1"
"7 MI 3,  r. 24, R64";9518;1992;"1"
"7 MI 3,  r. 24, R64";9521;1992;"1"
"7 MI 3,  r. 24, R64";9522;1992;"1"
"7 MI 3,  r. 24, R64";9523;1992;"1"
"7 MI 3,  r. 24, R64";9524;1992;"1"
"7 MI 3,  r. 24, R64";9525;1992;"1"
"7 MI 3,  r. 24, R64";9527;1992;"1"
"7 MI 3,  r. 24, R64";9532;3589;"1"
"7 MI 3,  r. 24, R64";9532;3665;"1"
"7 MI 3,  r. 24, R64";9532;3783;"1"
"7 MI 3,  r. 24, R64";9532;3914;"1"
"7 MI 3,  r. 24, R64";9533;3589;"1"
"7 MI 3,  r. 24, R64";9533;3665;"1"
"7 MI 3,  r. 24, R64";9533;3783;"1"
"7 MI 3,  r. 24, R64";9533;3914;"1"
"7 MI 3,  r. 24, R64";9535;1992;"1"
"7 MI 3,  r. 24, R64";9536;4175;"1"
"7 MI 3,  r. 24, R64";9536;4176;"1"
"7 MI 3,  r. 24, R64";9537;3589;"1"
"7 MI 3,  r. 24, R64";9537;3665;"1"
"7 MI 3,  r. 24, R64";9537;3783;"1"
"7 MI 3,  r. 24, R64";9537;3914;"1"
"7 MI 3,  r. 24, R64";9538;1992;"1"
"7 MI 3,  r. 24, R64";9539;1992;"1"
"7 MI 3,  r. 24, R64";9540;1992;"1"
"7 MI 3,  r. 24, R64";9541;1992;"1"
"7 MI 3,  r. 24, R64";9541;2757;"1"
"7 MI 3,  r. 24, R64";9541;3440;"1"
"7 MI 3,  r. 24, R64";9541;3551;"1"
"7 MI 3,  r. 24, R64";9542;2579;"7"
"7 MI 3,  r. 24, R64";9543;1992;"1"
"7 MI 3,  r. 24, R64";9544;1992;"1"
"7 MI 3,  r. 24, R64";9545;1992;"1"
"7 MI 3,  r. 24, R64";9552;2715;"plusieurs"
"7 MI 3,  r. 24, R64";9553;2715;"plusieurs"
"7 MI 3,  r. 24, R64";9554;2715;"plusieurs"
"7 MI 3,  r. 24, R64";9555;2715;"plusieurs"
"7 MI 3,  r. 24, R64";9556;2715;"1"
"7 MI 3,  r. 24, R64";9557;2715;"plusieurs"
"7 MI 3,  r. 24, R64";9558;2457;"2"
"7 MI 3,  r. 24, R64";9559;2579;"5"
"7 MI 3,  r. 24, R64";9559;4122;"1"
"7 MI 3,  r. 24, R64";9559;4232;"1"
"7 MI 3,  r. 24, R64";9560;2027;"1"
"7 MI 3,  r. 24, R64";9560;2579;"5"
"7 MI 3,  r. 24, R64";9560;3698;"1"
"7 MI 3,  r. 24, R64";9560;4122;"1"
"7 MI 3,  r. 24, R64";9560;4232;"1"
"7 MI 3,  r. 24, R64";9561;2027;"1"
"7 MI 3,  r. 24, R64";9561;3698;"1"
"7 MI 3,  r. 24, R64";9562;3961;"1"
"7 MI 3,  r. 24, R64";9563;4233;"plusieurs"
"7 MI 3,  r. 24, R64";9563;4234;"2"
"7 MI 3,  r. 24, R64";9564;4233;"1"
"7 MI 3,  r. 24, R64";9565;4235;"1"
"7 MI 3,  r. 24, R64";9567;2354;"1"
"7 MI 3,  r. 24, R64";9567;3380;"1"
"7 MI 3,  r. 24, R64";9567;3551;"1"
"7 MI 3,  r. 24, R64";9568;1992;"1"
"7 MI 3,  r. 24, R64";9569;248;"5"
"7 MI 3,  r. 24, R64";9569;2715;"plusieurs"
"7 MI 3,  r. 24, R64";9569;4122;"1"
"7 MI 3,  r. 24, R64";9569;4232;"1"
"7 MI 3,  r. 24, R64";9569;4234;"2"
"7 MI 3,  r. 24, R64";9569;4235;"1"
"7 MI 3,  r. 24, R64";9570;2715;"plusieurs"
"7 MI 3,  r. 24, R64";9571;1992;"1"
"7 MI 3,  r. 24, R64";9572;1992;"1"
"7 MI 3,  r. 24, R64";9573;1992;"1"
"7 MI 3,  r. 24, R64";9574;4236;"1"
"7 MI 3,  r. 24, R64";9574;4237;"1"
"7 MI 3,  r. 24, R64";9574;4238;"1"
"7 MI 3,  r. 24, R64";9574;4239;"1"
"7 MI 3,  r. 24, R64";9577;3698;"1"
"7 MI 3,  r. 24, R64";9577;4005;"1"
"7 MI 3,  r. 24, R64";9577;4241;"1"
"7 MI 3,  r. 24, R64";9577;4242;"1"
"7 MI 3,  r. 24, R64";9577;4243;"1"
"7 MI 3,  r. 24, R64";9577;4244;"1"
"7 MI 3,  r. 24, R64";9577;4245;"1"
"7 MI 3,  r. 24, R64";9578;3698;"1"
"7 MI 3,  r. 24, R64";9578;4005;"1"
"7 MI 3,  r. 24, R64";9578;4241;"1"
"7 MI 3,  r. 24, R64";9578;4242;"1"
"7 MI 3,  r. 24, R64";9578;4243;"1"
"7 MI 3,  r. 24, R64";9578;4244;"1"
"7 MI 3,  r. 24, R64";9578;4245;"1"
"7 MI 3,  r. 24, R64";9580;3698;"1"
"7 MI 3,  r. 24, R64";9580;4005;"1"
"7 MI 3,  r. 24, R64";9580;4243;"1"
"7 MI 3,  r. 24, R64";9580;4244;"1"
"7 MI 3,  r. 24, R64";9580;4245;"1"
"7 MI 3,  r. 24, R64";9581;3698;"1"
"7 MI 3,  r. 24, R64";9581;4005;"1"
"7 MI 3,  r. 24, R64";9581;4241;"1"
"7 MI 3,  r. 24, R64";9581;4242;"1"
"7 MI 3,  r. 24, R64";9581;4243;"1"
"7 MI 3,  r. 24, R64";9581;4244;"1"
"7 MI 3,  r. 24, R64";9581;4245;"1"
"7 MI 3,  r. 24, R64";9582;3698;"1"
"7 MI 3,  r. 24, R64";9582;4005;"1"
"7 MI 3,  r. 24, R64";9582;4241;"1"
"7 MI 3,  r. 24, R64";9582;4242;"1"
"7 MI 3,  r. 24, R64";9582;4243;"1"
"7 MI 3,  r. 24, R64";9582;4244;"1"
"7 MI 3,  r. 24, R64";9582;4245;"1"
"7 MI 3,  r. 24, R64";9583;3698;"1"
"7 MI 3,  r. 24, R64";9583;4241;"1"
"7 MI 3,  r. 24, R64";9583;4243;"1"
"7 MI 3,  r. 24, R64";9583;4244;"1"
"7 MI 3,  r. 24, R64";9583;4245;"1"
"7 MI 3,  r. 24, R64";9586;3698;"1"
"7 MI 3,  r. 24, R64";9586;4005;"1"
"7 MI 3,  r. 24, R64";9586;4242;"1"
"7 MI 3,  r. 24, R64";9586;4243;"1"
"7 MI 3,  r. 24, R64";9586;4244;"1"
"7 MI 3,  r. 24, R64";9586;4245;"1"
"7 MI 3,  r. 24, R64";9587;1992;"1"
"7 MI 3,  r. 24, R64";9588;71;"1"
"7 MI 3,  r. 24, R64";9589;4248;"1"
"7 MI 3,  r. 24, R64";9590;4248;"1"
"7 MI 3,  r. 24, R64";9598;1992;"1"
"7 MI 3,  r. 24, R64";9599;4217;"1"
"7 MI 3,  r. 24, R64";9600;4217;"1"
"7 MI 3,  r. 24, R64";9601;4217;"1"
"7 MI 3,  r. 24, R64";9602;4217;"1"
"7 MI 3,  r. 24, R64";9603;4217;"1"
"7 MI 3,  r. 24, R64";9604;1992;"1"
"7 MI 3,  r. 24, R64";9605;1992;"1"
"7 MI 3,  r. 24, R64";9606;3961;"1"
"7 MI 3,  r. 24, R64";9607;3961;"1"
"7 MI 3,  r. 24, R64";9608;4197;"1"
"7 MI 3,  r. 24, R64";9608;4256;"1"
"7 MI 3,  r. 24, R64";9609;4257;"1"
"7 MI 3,  r. 24, R64";9610;4259;"plusieurs"
"7 MI 3,  r. 24, R64";9611;1992;"1"
"7 MI 3,  r. 24, R64";9612;1992;"1"
"7 MI 3,  r. 24, R64";9613;3665;"1"
"7 MI 3,  r. 24, R64";9613;3783;"1"
"7 MI 3,  r. 24, R64";9614;3665;"1"
"7 MI 3,  r. 24, R64";9614;3783;"1"
"7 MI 3,  r. 24, R64";9615;4256;"1"
"7 MI 3,  r. 24, R64";9616;1992;"1"
"7 MI 3,  r. 24, R64";9618;1992;"1"
"7 MI 3,  r. 24, R64";9619;1992;"1"
"7 MI 3,  r. 24, R64";9620;4175;"1"
"7 MI 3,  r. 24, R64";9620;4176;"1"
"7 MI 3,  r. 24, R64";9621;4260;"1"
"7 MI 3,  r. 24, R64";9624;1992;"1"
"7 MI 3,  r. 24, R64";9625;1992;"1"
"7 MI 3,  r. 24, R64";9626;1992;"1"
"7 MI 3,  r. 24, R64";9627;1992;"1"
"7 MI 3,  r. 24, R64";9628;4262;"1"
"7 MI 3,  r. 24, R64";9629;4262;"1"
"7 MI 3,  r. 24, R64";9630;4241;"1"
"7 MI 3,  r. 24, R64";9631;3872;"1"
"7 MI 3,  r. 24, R64";9632;3872;"1"
"7 MI 3,  r. 24, R64";9633;1992;"1"
"7 MI 3,  r. 24, R64";9635;3665;"1"
"7 MI 3,  r. 24, R64";9635;3783;"1"
"7 MI 3,  r. 24, R64";9636;4072;"1"
"7 MI 3,  r. 24, R64";9637;4072;"1"
"7 MI 3,  r. 24, R64";9638;1992;"1"
"7 MI 3,  r. 24, R64";9639;1992;"1"
"7 MI 3,  r. 24, R64";9641;1992;"1"
"7 MI 3,  r. 24, R64";9642;3665;"1"
"7 MI 3,  r. 24, R64";9642;3783;"1"
"7 MI 3,  r. 24, R64";9643;3665;"1"
"7 MI 3,  r. 24, R64";9643;3783;"1"
"7 MI 3,  r. 24, R64";9645;1992;"1"
"7 MI 3,  r. 24, R64";9646;3380;"1"
"7 MI 3,  r. 24, R64";9648;2739;"1"
"7 MI 3,  r. 24, R64";9649;2295;"1"
"7 MI 3,  r. 24, R64";9651;4235;"1"
"7 MI 3,  r. 24, R64";9652;4235;"1"
"7 MI 3,  r. 24, R64";9653;1992;"1"
"7 MI 3,  r. 24, R64";9654;3665;"1"
"7 MI 3,  r. 24, R64";9654;3783;"1"
"7 MI 3,  r. 24, R64";9656;1992;"1"
"7 MI 3,  r. 24, R64";9657;1992;"1"
"7 MI 3,  r. 24, R64";9658;1992;"1"
"7 MI 3,  r. 24, R64";9659;4122;"1"
"7 MI 3,  r. 24, R64";9659;4232;"1"
"7 MI 3,  r. 24, R64";9660;3871;"1"
"7 MI 3,  r. 24, R64";9660;4005;"1"
"7 MI 3,  r. 24, R64";9660;4086;"1"
"7 MI 3,  r. 24, R64";9660;4243;"1"
"7 MI 3,  r. 24, R64";9660;4265;"1"
"7 MI 3,  r. 24, R64";9661;3698;"1"
"7 MI 3,  r. 24, R64";9661;4241;"1"
"7 MI 3,  r. 24, R64";9663;14;"1"
"7 MI 3,  r. 24, R64";9663;210;"1"
"7 MI 3,  r. 24, R64";9663;378;"1"
"7 MI 3,  r. 24, R64";9663;452;"1"
"7 MI 3,  r. 24, R64";9663;1437;"1"
"7 MI 3,  r. 24, R64";9663;1945;"1"
"7 MI 3,  r. 24, R64";9663;2088;"1"
"7 MI 3,  r. 24, R64";9663;2255;"1"
"7 MI 3,  r. 24, R64";9663;2405;"1"
"7 MI 3,  r. 24, R64";9663;2562;"3"
"7 MI 3,  r. 24, R64";9663;2660;"1"
"7 MI 3,  r. 24, R64";9663;2732;"1"
"7 MI 3,  r. 24, R64";9663;2935;"1"
"7 MI 3,  r. 24, R64";9663;3052;"1"
"7 MI 3,  r. 24, R64";9663;3194;"1"
"7 MI 3,  r. 24, R64";9663;3379;"1"
"7 MI 3,  r. 24, R64";9663;3410;"1"
"7 MI 3,  r. 24, R64";9663;3436;"1"
"7 MI 3,  r. 24, R64";9663;3437;"1"
"7 MI 3,  r. 24, R64";9663;3476;"1"
"7 MI 3,  r. 24, R64";9663;3481;"1"
"7 MI 3,  r. 24, R64";9663;3487;"1"
"7 MI 3,  r. 24, R64";9663;3495;"1"
"7 MI 3,  r. 24, R64";9663;3525;"1"
"7 MI 3,  r. 24, R64";9663;3579;"1"
"7 MI 3,  r. 24, R64";9663;3641;"1"
"7 MI 3,  r. 24, R64";9663;3643;"1"
"7 MI 3,  r. 24, R64";9663;3676;"1"
"7 MI 3,  r. 24, R64";9663;3704;"1"
"7 MI 3,  r. 24, R64";9663;3746;"1"
"7 MI 3,  r. 24, R64";9663;3850;"1"
"7 MI 3,  r. 24, R64";9663;3889;"1"
"7 MI 3,  r. 24, R64";9663;3945;"1"
"7 MI 3,  r. 24, R64";9663;3997;"1"
"7 MI 3,  r. 24, R64";9663;3999;"1"
"7 MI 3,  r. 24, R64";9663;4000;"1"
"7 MI 3,  r. 24, R64";9663;4063;"1"
"7 MI 3,  r. 24, R64";9663;4094;"1"
"7 MI 3,  r. 24, R64";9663;4098;"1"
"7 MI 3,  r. 24, R64";9663;4100;"1"
"7 MI 3,  r. 24, R64";9663;4102;"3"
"7 MI 3,  r. 24, R64";9663;4103;"1"
"7 MI 3,  r. 24, R64";9663;4104;"1"
"7 MI 3,  r. 24, R64";9663;4106;"1"
"7 MI 3,  r. 24, R64";9663;4109;"1"
"7 MI 3,  r. 24, R64";9663;4110;"1"
"7 MI 3,  r. 24, R64";9663;4111;"1"
"7 MI 3,  r. 24, R64";9663;4115;"1"
"7 MI 3,  r. 24, R64";9663;4117;"1"
"7 MI 3,  r. 24, R64";9663;4150;"1"
"7 MI 3,  r. 24, R64";9663;4156;"1"
"7 MI 3,  r. 24, R64";9663;4160;"1"
"7 MI 3,  r. 24, R64";9663;4169;"1"
"7 MI 3,  r. 24, R64";9663;4170;"1"
"7 MI 3,  r. 24, R64";9663;4188;"1"
"7 MI 3,  r. 24, R64";9663;4191;"1"
"7 MI 3,  r. 24, R64";9663;4266;"1"
"7 MI 3,  r. 24, R64";9663;4267;"2"
"7 MI 3,  r. 24, R64";9663;4268;"1"
"7 MI 3,  r. 24, R64";9663;4269;"1"
"7 MI 3,  r. 24, R64";9663;4270;"1"
"7 MI 3,  r. 24, R64";9663;4271;"1"
"7 MI 3,  r. 24, R64";9664;4063;"1"
"7 MI 3,  r. 24, R64";9664;4110;"1"
"7 MI 3,  r. 24, R64";9664;4169;"1"
"7 MI 3,  r. 24, R64";9664;4170;"1"
"7 MI 3,  r. 24, R64";9665;377;"plusieurs"
"7 MI 3,  r. 24, R64";9666;493;"plusieurs"
"7 MI 3,  r. 24, R64";9667;2913;"1"
"7 MI 3,  r. 24, R64";9668;2869;"1"
"7 MI 3,  r. 24, R64";9669;2869;"1"
"7 MI 3,  r. 24, R64";9670;3882;"1"
"7 MI 3,  r. 24, R64";9671;3589;"1"
"7 MI 3,  r. 24, R64";9672;3961;"1"
"7 MI 3,  r. 24, R64";9674;4274;"1"
"7 MI 3,  r. 24, R64";9675;3882;"1"
"7 MI 3,  r. 24, R64";9676;377;"plusieurs"
"7 MI 3,  r. 24, R64";9677;1992;"1"
"7 MI 3,  r. 24, R64";9678;2442;"1"
"7 MI 3,  r. 24, R64";9679;4197;"1"
"7 MI 3,  r. 24, R64";9680;4197;"1"
"7 MI 3,  r. 24, R64";9681;1992;"1"
"7 MI 3,  r. 24, R64";9682;2856;"1"
"7 MI 3,  r. 24, R64";9682;3847;"1"
"7 MI 3,  r. 24, R64";9683;1992;"1"
"7 MI 3,  r. 24, R64";9684;4276;"1"
"7 MI 3,  r. 24, R64";9684;4277;"1"
"7 MI 3,  r. 24, R64";9685;1992;"1"
"7 MI 3,  r. 24, R64";9686;2771;"1"
"7 MI 3,  r. 24, R64";9686;3075;"1"
"7 MI 3,  r. 24, R64";9686;3589;"1"
"7 MI 3,  r. 24, R64";9686;3665;"1"
"7 MI 3,  r. 24, R64";9686;3783;"1"
"7 MI 3,  r. 24, R64";9686;3914;"1"
"7 MI 3,  r. 24, R64";9687;377;"plusieurs"
"7 MI 3,  r. 24, R64";9688;3861;"1"
"7 MI 3,  r. 24, R64";9689;4197;"1"
"7 MI 3,  r. 24, R64";9690;3589;"1"
"7 MI 3,  r. 24, R64";9690;3665;"1"
"7 MI 3,  r. 24, R64";9690;3783;"1"
"7 MI 3,  r. 24, R64";9690;3914;"1"
"7 MI 3,  r. 24, R64";9691;1992;"1"
"7 MI 3,  r. 24, R64";9692;1992;"1"
"7 MI 3,  r. 24, R64";9693;1992;"1"
"7 MI 3,  r. 24, R64";9694;1677;"1"
"7 MI 3,  r. 24, R64";9694;3487;"1"
"7 MI 3,  r. 24, R64";9694;3641;"1"
"7 MI 3,  r. 24, R64";9694;4005;"1"
"7 MI 3,  r. 24, R64";9694;4243;"1"
"7 MI 3,  r. 24, R64";9694;4282;"1"
"7 MI 3,  r. 24, R64";9695;1992;"1"
"7 MI 3,  r. 24, R64";9696;1992;"1"
"7 MI 3,  r. 24, R64";9697;3551;"1"
"7 MI 3,  r. 24, R64";9697;3874;"1"
"7 MI 3,  r. 24, R64";9697;3890;"1"
"7 MI 3,  r. 24, R64";9697;4284;"5"
"7 MI 3,  r. 24, R64";9698;3551;"1"
"7 MI 3,  r. 24, R64";9698;3874;"1"
"7 MI 3,  r. 24, R64";9698;3890;"1"
"7 MI 3,  r. 24, R64";9698;4284;"5"
"7 MI 3,  r. 24, R64";9699;3551;"1"
"7 MI 3,  r. 24, R64";9699;3874;"1"
"7 MI 3,  r. 24, R64";9699;3890;"1"
"7 MI 3,  r. 24, R64";9699;4284;"5"
"7 MI 3,  r. 24, R64";9702;3698;"1"
"7 MI 3,  r. 25 et r. 26, R65";9703;1992;"1"
"7 MI 3,  r. 25 et r. 26, R65";9704;1992;"1"
"7 MI 3,  r. 25 et r. 26, R65";9705;1992;"1"
"7 MI 3,  r. 25 et r. 26, R65";9706;1992;"1"
"7 MI 3,  r. 25 et r. 26, R65";9707;1992;"1"
