"compte";"numTrans";"Personne";"Nombre"
"1MI33, r. 11, 32";1031;557;"1"
"1MI33, r. 11, 32";1032;558;"1"
"1MI33, r. 11, 32";1033;559;"1"
"1MI33, r. 11, 32";1034;72;"1"
"1MI33, r. 11, 32";1034;560;"1"
"1MI33, r. 11, 32";1034;561;"1"
"1MI33, r. 11, 32";1035;72;"1"
"1MI33, r. 11, 32";1036;95;"1"
"1MI33, r. 11, 32";1037;562;"1"
"1MI33, r. 11, 32";1038;192;"1"
"1MI33, r. 11, 32";1039;563;"1"
"1MI33, r. 11, 32";1040;520;"1"
"1MI33, r. 11, 32";1041;48;"1"
"1MI33, r. 11, 32";1042;382;"1"
"1MI33, r. 11, 32";1042;544;"1"
"1MI33, r. 11, 32";1043;31;"1"
"1MI33, r. 11, 32";1044;565;"1"
"1MI33, r. 11, 32";1045;567;"1"
"1MI33, r. 11, 32";1046;568;"1"
"1MI33, r. 11, 32";1047;87;"1"
"1MI33, r. 11, 32";1048;569;"1"
"1MI33, r. 11, 32";1050;570;"1"
"1MI33, r. 11, 32";1051;395;"1"
"1MI33, r. 11, 32";1052;571;"1"
"1MI33, r. 11, 32";1053;544;"1"
"1MI33, r. 11, 32";1054;192;"1"
"1MI33, r. 11, 32";1055;83;"1"
"1MI33, r. 3 et r.4, 24";3219;1521;"1"
"1MI33, r. 3 et r.4, 24";3220;1579;"1"
"1MI33, r. 3 et r.4, 24";3221;1580;"1"
"1MI33, r. 3 et r.4, 24";3222;556;"1"
"1MI33, r. 3 et r.4, 24";3223;1418;"1"
"1MI33, r. 3 et r.4, 24";3223;1582;"1"
"1MI33, r. 3 et r.4, 24";3224;1583;"1"
"1MI33, r. 3 et r.4, 24";3225;1009;"1"
"1MI33, r. 3 et r.4, 24";3226;947;"1"
"1MI33, r. 3 et r.4, 24";3227;1584;"1"
"1MI33, r. 3 et r.4, 24";3228;743;"1"
"1MI33, r. 3 et r.4, 24";3229;1585;"1"
"1MI33, r. 3 et r.4, 24";3230;1586;"1"
"1MI33, r. 3 et r.4, 24";3231;487;"1"
"1MI33, r. 3 et r.4, 24";3232;1457;"1"
"1MI33, r. 3 et r.4, 24";3233;682;"1"
"1MI33, r. 3 et r.4, 24";3234;1587;"1"
"1MI33, r. 3 et r.4, 24";3234;1588;"1"
"1MI33, r. 3 et r.4, 24";3235;882;"1"
"1MI33, r. 3 et r.4, 24";3236;1589;"1"
"1MI33, r. 3 et r.4, 24";3237;823;"1"
"1MI33, r. 3 et r.4, 24";3238;1590;"1"
"1MI33, r. 3 et r.4, 24";3239;285;"1"
"1MI33, r. 3 et r.4, 24";3240;378;"1"
"1MI33, r. 3 et r.4, 24";3241;1591;"1"
"1MI33, r. 3 et r.4, 24";3242;1192;"1"
"1MI33, r. 3 et r.4, 24";3244;1211;"1"
"1MI33, r. 3 et r.4, 24";3245;4;"1"
"1MI33, r. 3 et r.4, 24";3245;13;"1"
"1MI33, r. 3 et r.4, 24";3246;1309;"1"
"1MI33, r. 3 et r.4, 24";3249;13;"1"
"1MI33, r. 3 et r.4, 24";3250;191;"plusieurs"
"1MI33, r. 3 et r.4, 24";3252;493;"plusieurs"
"1MI33, r. 3 et r.4, 24";3253;13;"1"
"1MI33, r. 3 et r.4, 24";3254;13;"1"
"1MI33, r. 3 et r.4, 24";3255;214;"1"
"1MI33, r. 3 et r.4, 24";3256;83;"1"
"1MI33, r. 3 et r.4, 24";3257;1592;"1"
"1MI33, r. 3 et r.4, 24";3258;83;"1"
"1MI33, r. 3 et r.4, 24";3258;129;"1"
"1MI33, r. 3 et r.4, 24";3259;192;"1"
"1MI33, r. 3 et r.4, 24";3259;194;"plusieurs"
"1MI33, r. 3 et r.4, 24";3260;1593;"1"
"1MI33, r. 3 et r.4, 24";3261;195;"plusieurs"
"1MI33, r. 3 et r.4, 24";3264;1594;"1"
"1MI33, r. 3 et r.4, 24";3265;140;"1"
"1MI33, r. 3 et r.4, 24";3266;1538;"plusieurs"
"1MI33, r. 3 et r.4, 24";3267;13;"1"
"1MI33, r. 3 et r.4, 24";3268;1535;"1"
"1MI33, r. 3 et r.4, 24";3269;83;"1"
"1MI33, r. 3 et r.4, 24";3270;13;"1"
"1MI33, r. 3 et r.4, 24";3271;13;"1"
"1MI33, r. 3 et r.4, 24";3272;13;"1"
"1MI33, r. 3 et r.4, 24";3274;83;"1"
"1MI33, r. 3 et r.4, 24";3275;83;"1"
"1MI33, r. 3 et r.4, 24";3277;1211;"1"
"1MI33, r. 3 et r.4, 24";3278;13;"1"
"1MI33, r. 3 et r.4, 24";3279;13;"1"
"1MI33, r. 3 et r.4, 24";3280;13;"1"
"1MI33, r. 3 et r.4, 24";3281;13;"1"
"1MI33, r. 3 et r.4, 24";3282;13;"1"
"1MI33, r. 3 et r.4, 24";3283;13;"1"
"1MI33, r. 3 et r.4, 24";3284;1598;"1"
"1MI33, r. 3 et r.4, 24";3285;13;"1"
"1MI33, r. 3 et r.4, 24";3286;83;"1"
"1MI33, r. 3 et r.4, 24";3287;4;"1"
"1MI33, r. 3 et r.4, 24";3288;1051;"1"
"1MI33, r. 3 et r.4, 24";3289;1594;"1"
"1MI33, r. 3 et r.4, 24";3290;332;"1"
"1MI33, r. 3 et r.4, 24";3291;13;"1"
"1MI33, r. 3 et r.4, 24";3294;515;"1"
"1MI33, r. 3 et r.4, 24";3295;13;"1"
"1MI33, r. 3 et r.4, 24";3296;468;"1"
"1MI33, r. 3 et r.4, 24";3297;83;"1"
"1MI33, r. 3 et r.4, 24";3297;129;"1"
"1MI33, r. 3 et r.4, 24";3298;13;"1"
"1MI33, r. 3 et r.4, 24";3299;13;"1"
"1MI33, r. 3 et r.4, 24";3300;1448;"1"
"1MI33, r. 3 et r.4, 24";3300;1600;"1"
"1MI33, r. 3 et r.4, 24";3301;743;"1"
"1MI33, r. 3 et r.4, 24";3302;1486;"1"
"1MI33, r. 3 et r.4, 24";3303;187;"1"
"1MI33, r. 3 et r.4, 24";3303;1489;"1"
"1MI33, r. 3 et r.4, 24";3304;88;"1"
"1MI33, r. 3 et r.4, 24";3305;947;"1"
"1MI33, r. 3 et r.4, 24";3305;1525;"1"
"1MI33, r. 3 et r.4, 24";3306;818;"1"
"1MI33, r. 3 et r.4, 24";3307;13;"1"
"1MI33, r. 3 et r.4, 24";3308;13;"1"
"1MI33, r. 3 et r.4, 24";3309;13;"1"
"1MI33, r. 3 et r.4, 24";3310;13;"1"
"1MI33, r. 3 et r.4, 24";3310;1051;"1"
"1MI33, r. 3 et r.4, 24";3311;13;"1"
"1MI33, r. 3 et r.4, 24";3312;83;"1"
"1MI33, r. 3 et r.4, 24";3312;129;"1"
"1MI33, r. 3 et r.4, 24";3313;360;"1"
"1MI33, r. 3 et r.4, 24";3313;1485;"1"
"1MI33, r. 3 et r.4, 24";3314;493;"plusieurs"
"1MI33, r. 3 et r.4, 24";3315;1602;"1"
"1MI33, r. 3 et r.4, 24";3316;1603;"1"
"1MI33, r. 3 et r.4, 24";3317;1009;"1"
"1MI33, r. 3 et r.4, 24";3318;83;"1"
"1MI33, r. 3 et r.4, 24";3318;129;"1"
"1MI33, r. 3 et r.4, 24";3319;1604;"plusieurs"
"1MI33, r. 3 et r.4, 24";3320;1436;"plusieurs"
"1MI33, r. 3 et r.4, 24";3321;1436;"2"
"1MI33, r. 3 et r.4, 24";3321;1485;"1"
"1MI33, r. 3 et r.4, 24";3322;13;"1"
"1MI33, r. 3 et r.4, 24";3323;83;"1"
"1MI33, r. 3 et r.4, 24";3324;1436;"plusieurs"
"1MI33, r. 3 et r.4, 24";3325;13;"1"
"1MI33, r. 3 et r.4, 24";3326;106;"1"
"1MI33, r. 3 et r.4, 24";3328;1605;"1"
"1MI33, r. 3 et r.4, 24";3330;83;"1"
"1MI33, r. 3 et r.4, 24";3330;129;"1"
"1MI33, r. 3 et r.4, 24";3330;1436;"plusieurs"
"1MI33, r. 3 et r.4, 24";3331;83;"1"
"1MI33, r. 3 et r.4, 24";3331;129;"1"
"1MI33, r. 3 et r.4, 24";3331;1436;"plusieurs"
"1MI33, r. 3, 22";3051;1515;"1"
"1MI33, r. 3, 22";3052;1517;"1"
"1MI33, r. 3, 22";3053;13;"1"
"1MI33, r. 3, 22";3054;887;"1"
"1MI33, r. 3, 22";3055;112;"1"
"1MI33, r. 3, 22";3055;1333;"1"
"1MI33, r. 3, 22";3056;13;"1"
"1MI33, r. 3, 22";3057;13;"1"
"1MI33, r. 3, 22";3058;13;"1"
"1MI33, r. 3, 22";3059;13;"1"
"1MI33, r. 3, 22";3060;13;"1"
"1MI33, r. 3, 22";3060;83;"1"
"1MI33, r. 3, 22";3060;129;"1"
"1MI33, r. 3, 22";3061;1519;"1"
"1MI33, r. 3, 22";3062;13;"1"
"1MI33, r. 3, 22";3065;576;"1"
"1MI33, r. 3, 22";3065;1319;"1"
"1MI33, r. 3, 23";3067;1523;"1"
"1MI33, r. 3, 23";3068;1140;"1"
"1MI33, r. 3, 23";3069;1524;"1"
"1MI33, r. 3, 23";3070;1526;"1"
"1MI33, r. 3, 23";3071;1527;"1"
"1MI33, r. 3, 23";3072;1528;"1"
"1MI33, r. 3, 23";3073;1529;"1"
"1MI33, r. 3, 23";3074;1530;"1"
"1MI33, r. 3, 23";3075;1531;"1"
"1MI33, r. 3, 23";3077;1532;"1"
"1MI33, r. 3, 23";3078;1464;"1"
"1MI33, r. 3, 23";3078;1533;"1"
"1MI33, r. 3, 23";3079;1161;"1"
"1MI33, r. 3, 23";3080;1392;"1"
"1MI33, r. 3, 23";3081;1332;"1"
"1MI33, r. 3, 23";3082;1534;"1"
"1MI33, r. 3, 23";3083;1536;"1"
"1MI33, r. 3, 23";3084;948;"1"
"1MI33, r. 3, 23";3085;140;"1"
"1MI33, r. 3, 23";3086;682;"1"
"1MI33, r. 3, 23";3087;1496;"3"
"1MI33, r. 3, 23";3087;1537;"1"
"1MI33, r. 3, 23";3088;191;"1"
"1MI33, r. 3, 23";3089;1538;"plusieurs"
"1MI33, r. 3, 23";3090;13;"1"
"1MI33, r. 3, 23";3091;13;"1"
"1MI33, r. 3, 23";3092;887;"1"
"1MI33, r. 3, 23";3093;887;"1"
"1MI33, r. 3, 23";3094;1540;"1"
"1MI33, r. 3, 23";3095;214;"1"
"1MI33, r. 3, 23";3095;1452;"1"
"1MI33, r. 3, 23";3098;1542;"1"
"1MI33, r. 3, 23";3099;1542;"1"
"1MI33, r. 3, 23";3100;1542;"1"
"1MI33, r. 3, 23";3101;1542;"1"
"1MI33, r. 3, 23";3102;1542;"1"
"1MI33, r. 3, 23";3103;112;"1"
"1MI33, r. 3, 23";3103;1248;"1"
"1MI33, r. 3, 23";3104;1252;"plusieurs"
"1MI33, r. 3, 23";3105;83;"1"
"1MI33, r. 3, 23";3105;129;"1"
"1MI33, r. 3, 23";3106;13;"1"
"1MI33, r. 3, 23";3107;83;"1"
"1MI33, r. 3, 23";3107;129;"1"
"1MI33, r. 3, 23";3108;13;"1"
"1MI33, r. 3, 23";3109;686;"1"
"1MI33, r. 3, 23";3110;471;"1"
"1MI33, r. 3, 23";3111;1066;"plusieurs"
"1MI33, r. 3, 23";3114;13;"1"
"1MI33, r. 3, 23";3115;214;"1"
"1MI33, r. 3, 23";3115;454;"1"
"1MI33, r. 3, 23";3115;1547;"1"
"1MI33, r. 3, 23";3116;1548;"1"
"1MI33, r. 3, 23";3118;83;"1"
"1MI33, r. 3, 23";3118;129;"1"
"1MI33, r. 3, 23";3120;13;"1"
"1MI33, r. 3, 23";3121;1549;"1"
"1MI33, r. 3, 23";3122;13;"1"
"1MI33, r. 3, 23";3125;653;"1"
"1MI33, r. 3, 23";3126;1550;"1"
"1MI33, r. 3, 23";3127;1358;"1"
"1MI33, r. 3, 23";3128;883;"1"
"1MI33, r. 3, 23";3129;1551;"1"
"1MI33, r. 3, 23";3130;1538;"plusieurs"
"1MI33, r. 3, 23";3131;1452;"1"
"1MI33, r. 3, 23";3132;1552;"1"
"1MI33, r. 3, 23";3133;83;"1"
"1MI33, r. 3, 23";3133;129;"1"
"1MI33, r. 3, 23";3134;13;"1"
"1MI33, r. 3, 23";3135;487;"1"
"1MI33, r. 3, 23";3136;83;"1"
"1MI33, r. 3, 23";3136;129;"1"
"1MI33, r. 3, 23";3137;13;"1"
"1MI33, r. 3, 23";3137;83;"1"
"1MI33, r. 3, 23";3138;83;"1"
"1MI33, r. 3, 23";3138;129;"1"
"1MI33, r. 3, 23";3139;13;"1"
"1MI33, r. 3, 23";3140;1066;"plusieurs"
"1MI33, r. 3, 23";3141;2;"1"
"1MI33, r. 3, 23";3141;88;"1"
"1MI33, r. 3, 23";3141;145;"1"
"1MI33, r. 3, 23";3141;900;"1"
"1MI33, r. 3, 23";3141;948;"1"
"1MI33, r. 3, 23";3141;1212;"1"
"1MI33, r. 3, 23";3141;1301;"1"
"1MI33, r. 3, 23";3141;1553;"1"
"1MI33, r. 3, 23";3141;1554;"1"
"1MI33, r. 3, 23";3141;1555;"1"
"1MI33, r. 3, 23";3141;1556;"1"
"1MI33, r. 3, 23";3141;1557;"1"
"1MI33, r. 3, 23";3142;1558;"1"
"1MI33, r. 3, 23";3143;15;"1"
"1MI33, r. 3, 23";3143;65;"1"
"1MI33, r. 3, 23";3143;1559;"1"
"1MI33, r. 3, 23";3144;1161;"1"
"1MI33, r. 3, 23";3145;1560;"1"
"1MI33, r. 3, 23";3146;83;"1"
"1MI33, r. 3, 23";3146;129;"1"
"1MI33, r. 3, 23";3147;1561;"1"
"1MI33, r. 3, 23";3148;1489;"1"
"1MI33, r. 3, 23";3149;1250;"1"
"1MI33, r. 3, 23";3150;1562;"1"
"1MI33, r. 3, 23";3151;1339;"1"
"1MI33, r. 3, 23";3152;112;"1"
"1MI33, r. 3, 23";3153;1453;"1"
"1MI33, r. 3, 23";3154;1563;"1"
"1MI33, r. 3, 23";3155;1564;"1"
"1MI33, r. 3, 23";3156;1332;"1"
"1MI33, r. 3, 23";3157;1154;"plusieurs"
"1MI33, r. 3, 23";3158;13;"1"
"1MI33, r. 3, 23";3159;439;"1"
"1MI33, r. 3, 23";3159;1324;"1"
"1MI33, r. 3, 23";3160;193;"1"
"1MI33, r. 3, 23";3160;527;"1"
"1MI33, r. 3, 23";3160;1566;"1"
"1MI33, r. 3, 23";3161;13;"1"
"1MI33, r. 3, 23";3162;83;"1"
"1MI33, r. 3, 23";3162;129;"1"
"1MI33, r. 3, 23";3163;13;"1"
"1MI33, r. 3, 23";3164;434;"1"
"1MI33, r. 3, 23";3165;83;"1"
"1MI33, r. 3, 23";3166;13;"1"
"1MI33, r. 3, 23";3167;83;"1"
"1MI33, r. 3, 23";3167;129;"1"
"1MI33, r. 3, 23";3168;83;"1"
"1MI33, r. 3, 23";3168;129;"1"
"1MI33, r. 3, 23";3169;83;"1"
"1MI33, r. 3, 23";3169;129;"1"
"1MI33, r. 3, 23";3170;83;"1"
"1MI33, r. 3, 23";3170;129;"1"
"1MI33, r. 3, 23";3171;1192;"1"
"1MI33, r. 3, 23";3172;83;"1"
"1MI33, r. 3, 23";3172;129;"1"
"1MI33, r. 3, 23";3173;13;"1"
"1MI33, r. 3, 23";3174;13;"1"
"1MI33, r. 3, 23";3175;83;"1"
"1MI33, r. 3, 23";3176;13;"1"
"1MI33, r. 3, 23";3177;13;"1"
"1MI33, r. 3, 23";3178;13;"1"
"1MI33, r. 3, 23";3179;887;"1"
"1MI33, r. 3, 23";3180;1402;"1"
"1MI33, r. 3, 23";3181;1402;"1"
"1MI33, r. 3, 23";3186;83;"1"
"1MI33, r. 3, 23";3186;129;"1"
"1MI33, r. 3, 23";3187;13;"1"
"1MI33, r. 3, 23";3188;468;"1"
"1MI33, r. 3, 23";3189;1569;"1"
"1MI33, r. 3, 23";3190;1570;"1"
"1MI33, r. 3, 23";3191;1571;"1"
"1MI33, r. 3, 23";3192;83;"1"
"1MI33, r. 3, 23";3193;454;"1"
"1MI33, r. 3, 23";3193;572;"1"
"1MI33, r. 3, 23";3194;1009;"1"
"1MI33, r. 3, 23";3195;83;"1"
"1MI33, r. 3, 23";3196;942;"1"
"1MI33, r. 3, 23";3197;1569;"1"
"1MI33, r. 3, 23";3198;13;"1"
"1MI33, r. 3, 23";3199;908;"1"
"1MI33, r. 3, 23";3200;1572;"1"
"1MI33, r. 3, 23";3201;1573;"1"
"1MI33, r. 3, 23";3202;214;"1"
"1MI33, r. 3, 23";3203;214;"1"
"1MI33, r. 3, 23";3204;83;"1"
"1MI33, r. 3, 23";3205;83;"1"
"1MI33, r. 3, 23";3205;129;"1"
"1MI33, r. 3, 23";3206;106;"1"
"1MI33, r. 3, 23";3207;434;"1"
"1MI33, r. 3, 23";3208;1486;"1"
"1MI33, r. 3, 23";3209;83;"1"
"1MI33, r. 3, 23";3209;129;"1"
"1MI33, r. 3, 23";3210;13;"1"
"1MI33, r. 3, 23";3211;1339;"1"
"1MI33, r. 3, 23";3213;1009;"1"
"1MI33, r. 3, 23";3214;882;"1"
"1MI33, r. 3, 23";3216;1358;"1"
"1MI33, r. 3, 23";3218;1486;"1"
"1MI33, r. 6 et r.7, 27";3593;1684;"1"
"1MI33, r. 6 et r.7, 27";3594;214;"1"
"1MI33, r. 6 et r.7, 27";3595;454;"1"
"1MI33, r. 6 et r.7, 27";3596;1686;"1"
"1MI33, r. 6 et r.7, 27";3597;77;"1"
"1MI33, r. 6 et r.7, 27";3597;428;"1"
"1MI33, r. 6 et r.7, 27";3597;527;"1"
"1MI33, r. 6 et r.7, 27";3597;653;"1"
"1MI33, r. 6 et r.7, 27";3597;1687;"1"
"1MI33, r. 6 et r.7, 27";3598;383;"1"
"1MI33, r. 6 et r.7, 27";3598;1159;"1"
"1MI33, r. 6 et r.7, 27";3598;1483;"1"
"1MI33, r. 6 et r.7, 27";3598;1484;"1"
"1MI33, r. 6 et r.7, 27";3599;1570;"1"
"1MI33, r. 6 et r.7, 27";3600;83;"1"
"1MI33, r. 6 et r.7, 27";3602;1610;"1"
"1MI33, r. 6 et r.7, 27";3604;83;"1"
"1MI33, r. 6 et r.7, 27";3605;1688;"1"
"1MI33, r. 6 et r.7, 27";3606;1483;"1"
"1MI33, r. 6 et r.7, 27";3606;1484;"1"
"1MI33, r. 6 et r.7, 27";3607;13;"1"
"1MI33, r. 6 et r.7, 27";3608;13;"1"
"1MI33, r. 6 et r.7, 27";3609;1570;"1"
"1MI33, r. 6 et r.7, 27";3609;1610;"1"
"1MI33, r. 6 et r.7, 27";3610;383;"1"
"1MI33, r. 6 et r.7, 27";3610;1483;"1"
"1MI33, r. 6 et r.7, 27";3610;1484;"1"
"1MI33, r. 6 et r.7, 27";3611;1485;"1"
"1MI33, r. 6 et r.7, 27";3611;1645;"1"
"1MI33, r. 6 et r.7, 27";3612;13;"1"
"1MI33, r. 6 et r.7, 27";3613;13;"1"
"1MI33, r. 6 et r.7, 27";3614;1483;"1"
"1MI33, r. 6 et r.7, 27";3614;1484;"1"
"1MI33, r. 6 et r.7, 27";3615;1692;"1"
"1MI33, r. 6 et r.7, 27";3617;13;"1"
"1MI33, r. 6 et r.7, 27";3618;197;"1"
"1MI33, r. 6 et r.7, 27";3619;744;"1"
"1MI33, r. 6 et r.7, 27";3620;197;"1"
"1MI33, r. 6 et r.7, 27";3621;13;"1"
"1MI33, r. 6 et r.7, 27";3622;1486;"1"
"1MI33, r. 6 et r.7, 27";3624;493;"1"
"1MI33, r. 6 et r.7, 27";3627;13;"1"
"1MI33, r. 6 et r.7, 27";3629;197;"1"
"1MI33, r. 6 et r.7, 27";3630;1483;"1"
"1MI33, r. 6 et r.7, 27";3630;1484;"1"
"1MI33, r. 6 et r.7, 27";3631;403;"1"
"1MI33, r. 6 et r.7, 27";3632;13;"1"
"1MI33, r. 6 et r.7, 27";3633;11;"1"
"1MI33, r. 6 et r.7, 27";3634;13;"1"
"1MI33, r. 6 et r.7, 27";3636;1702;"1"
"1MI33, r. 6 et r.7, 27";3637;14;"1"
"1MI33, r. 6 et r.7, 27";3638;403;"1"
"1MI33, r. 6 et r.7, 27";3639;13;"1"
"1MI33, r. 6 et r.7, 27";3640;13;"1"
"1MI33, r. 6 et r.7, 27";3641;13;"1"
"1MI33, r. 6 et r.7, 27";3641;403;"1"
"1MI33, r. 6 et r.7, 27";3642;13;"1"
"1MI33, r. 6 et r.7, 27";3642;403;"1"
"1MI33, r. 6 et r.7, 27";3643;1489;"1"
"1MI33, r. 6 et r.7, 27";3645;13;"1"
"1MI33, r. 6 et r.7, 27";3647;1148;"1"
"1MI33, r. 6 et r.7, 27";3648;1442;"1"
"1MI33, r. 6 et r.7, 27";3650;13;"1"
"1MI33, r. 6 et r.7, 27";3652;1161;"1"
"1MI33, r. 6 et r.7, 27";3653;1704;"1"
"1MI33, r. 6 et r.7, 27";3654;31;"1"
"1MI33, r. 6 et r.7, 27";3655;1477;"1"
"1MI33, r. 6 et r.7, 27";3656;13;"1"
"1MI33, r. 6 et r.7, 27";3657;1483;"1"
"1MI33, r. 6 et r.7, 27";3657;1484;"1"
"1MI33, r. 6 et r.7, 27";3657;1485;"1"
"1MI33, r. 6 et r.7, 27";3658;1556;"1"
"1MI33, r. 6 et r.7, 27";3659;177;"plusieurs"
"1MI33, r. 6 et r.7, 27";3659;1066;"plusieurs"
"1MI33, r. 6 et r.7, 27";3660;458;"1"
"1MI33, r. 6 et r.7, 27";3661;1392;"plusieurs"
"1MI33, r. 6 et r.7, 27";3662;493;"1"
"1MI33, r. 6 et r.7, 27";3663;191;"plusieurs"
"1MI33, r. 6 et r.7, 27";3664;1705;"plusieurs"
"1MI33, r. 6 et r.7, 27";3665;195;"1"
"1MI33, r. 6 et r.7, 27";3666;383;"1"
"1MI33, r. 6 et r.7, 27";3666;1483;"1"
"1MI33, r. 6 et r.7, 27";3666;1484;"1"
"1MI33, r. 6 et r.7, 27";3667;883;"1"
"1MI33, r. 6 et r.7, 27";3667;1206;"1"
"1MI33, r. 6 et r.7, 27";3667;1706;"2"
"1MI33, r. 6 et r.7, 27";3668;597;"1"
"1MI33, r. 6 et r.7, 27";3669;1495;"1"
"1MI33, r. 6 et r.7, 27";3670;1337;"1"
"1MI33, r. 6 et r.7, 27";3671;487;"1"
"1MI33, r. 6 et r.7, 27";3671;1358;"1"
"1MI33, r. 6 et r.7, 27";3672;744;"1"
"1MI33, r. 6 et r.7, 27";3673;1485;"1"
"1MI33, r. 6 et r.7, 27";3674;13;"1"
"1MI33, r. 6 et r.7, 27";3675;13;"1"
"1MI33, r. 6 et r.7, 27";3676;13;"1"
"1MI33, r. 6 et r.7, 27";3683;13;"1"
"1MI33, r. 6 et r.7, 27";3684;1442;"1"
"1MI33, r. 6 et r.7, 27";3685;682;"1"
"1MI33, r. 6 et r.7, 27";3686;13;"1"
"1MI33, r. 6 et r.7, 27";3687;13;"1"
"1MI33, r. 6 et r.7, 27";3688;1561;"1"
"1MI33, r. 6 et r.7, 27";3689;1578;"1"
"1MI33, r. 6 et r.7, 27";3690;569;"1"
"1MI33, r. 6 et r.7, 27";3692;187;"1"
"1MI33, r. 6 et r.7, 27";3694;1458;"1"
"1MI33, r. 6 et r.7, 27";3695;13;"1"
"1MI33, r. 6 et r.7, 27";3696;383;"1"
"1MI33, r. 6 et r.7, 27";3696;1483;"1"
"1MI33, r. 6 et r.7, 27";3696;1484;"1"
"1MI33, r. 6 et r.7, 27";3697;1483;"1"
"1MI33, r. 6 et r.7, 27";3698;1485;"1"
"1MI33, r. 6 et r.7, 27";3700;1483;"1"
"1MI33, r. 6 et r.7, 27";3700;1484;"1"
"1MI33, r. 6 et r.7, 27";3701;383;"1"
"1MI33, r. 6 et r.7, 27";3701;1485;"1"
"1MI33, r. 6 et r.7, 27";3702;403;"1"
"1MI33, r. 6 et r.7, 27";3704;1533;"1"
"1MI33, r. 6 et r.7, 27";3705;383;"1"
"1MI33, r. 6 et r.7, 27";3705;1483;"1"
"1MI33, r. 6 et r.7, 27";3705;1484;"1"
"1MI33, r. 6 et r.7, 27";3707;13;"1"
"1MI33, r. 6 et r.7, 27";3708;13;"1"
"1MI33, r. 6 et r.7, 27";3709;1483;"1"
"1MI33, r. 6 et r.7, 27";3709;1484;"1"
"1MI33, r. 6 et r.7, 27";3710;1708;"1"
"1MI33, r. 6 et r.7, 27";3711;187;"1"
"1MI33, r. 6 et r.7, 27";3712;140;"1"
"1MI33, r. 6 et r.7, 27";3713;1460;"1"
"1MI33, r. 6 et r.7, 27";3714;1206;"1"
"1MI33, r. 6 et r.7, 27";3715;1529;"1"
"1MI33, r. 6 et r.7, 27";3716;83;"1"
"1MI33, r. 6 et r.7, 27";3716;1709;"1"
"1MI33, r. 6 et r.7, 27";3717;1710;"1"
"1MI33, r. 6 et r.7, 27";3718;553;"1"
"1MI33, r. 6 et r.7, 27";3719;83;"1"
"1MI33, r. 6 et r.7, 27";3720;83;"1"
"1MI33, r. 6 et r.7, 27";3721;112;"2"
"1MI33, r. 6 et r.7, 27";3722;83;"1"
"1MI33, r. 6 et r.7, 27";3723;743;"1"
"1MI33, r. 6 et r.7, 27";3724;743;"1"
"1MI33, r. 6 et r.7, 27";3725;522;"1"
"1MI33, r. 6 et r.7, 27";3728;1712;"1"
"1MI33, r. 6 et r.7, 27";3729;1645;"1"
"1MI33, r. 6 et r.7, 27";3729;1713;"1"
"1MI33, r. 6 et r.7, 27";3730;1714;"1"
"1MI33, r. 6 et r.7, 27";3731;1031;"2"
"1MI33, r. 6 et r.7, 27";3732;13;"1"
"1MI33, r. 6 et r.7, 27";3733;1715;"1"
"1MI33, r. 6 et r.7, 27";3734;1717;"1"
"1MI33, r. 6 et r.7, 27";3735;13;"1"
"1MI33, r. 6 et r.7, 27";3736;13;"1"
"1MI33, r. 6 et r.7, 27";3737;403;"1"
"1MI33, r. 6 et r.7, 27";3738;13;"1"
"1MI33, r. 6 et r.7, 27";3739;13;"1"
"1MI33, r. 6 et r.7, 27";3740;83;"1"
"1MI33, r. 6 et r.7, 27";3741;83;"1"
"1MI33, r. 6 et r.7, 27";3742;83;"1"
"1MI33, r. 6 et r.7, 27";3743;83;"1"
"1MI33, r. 6 et r.7, 27";3743;1709;"1"
"1MI33, r. 6 et r.7, 27";3745;88;"1"
"1MI33, r. 6 et r.7, 27";3746;83;"1"
"1MI33, r. 6 et r.7, 27";3747;83;"1"
"1MI33, r. 6 et r.7, 27";3748;403;"1"
"1MI33, r. 6 et r.7, 27";3749;13;"1"
"1MI33, r. 6 et r.7, 27";3750;1486;"1"
"1MI33, r. 6 et r.7, 27";3751;13;"1"
"1MI33, r. 6 et r.7, 27";3752;13;"1"
"1MI33, r. 6 et r.7, 27";3752;403;"1"
"1MI33, r. 6 et r.7, 27";3753;13;"1"
"1MI33, r. 6 et r.7, 27";3754;814;"1"
"1MI33, r. 6 et r.7, 27";3755;13;"1"
"1MI33, r. 6 et r.7, 27";3756;1418;"1"
"1MI33, r. 6 et r.7, 27";3757;1718;"1"
"1MI33, r. 6 et r.7, 27";3758;13;"1"
"1MI33, r. 6 et r.7, 27";3759;822;"1"
"1MI33, r. 6 et r.7, 27";3760;162;"1"
"1MI33, r. 6 et r.7, 27";3761;1719;"1"
"1MI33, r. 6 et r.7, 27";3762;1570;"1"
"1MI33, r. 6 et r.7, 27";3762;1610;"1"
"1MI33, r. 6 et r.7, 27";3763;425;"1"
"1MI33, r. 6 et r.7, 27";3764;13;"1"
"1MI33, r. 6 et r.7, 27";3764;403;"1"
"1MI33, r. 6 et r.7, 27";3765;187;"1"
"1MI33, r. 6 et r.7, 27";3766;1;"1"
"1MI33, r. 6 et r.7, 27";3767;1483;"1"
"1MI33, r. 6 et r.7, 27";3767;1484;"1"
"1MI33, r. 6 et r.7, 27";3768;1485;"1"
