"compte";"numTrans";"Personne";"Expression"
"1MI29, r.7, 70";1233;707;"implicite"
"1MI29, r.7, 70";1234;707;"implicite"
"1MI29, r.7, 70";1235;711;"implicite"
"1MI29, r.7, 70";1236;713;"implicite"
"1MI29, r.7, 70";1237;713;"implicite"
"1MI29, r.7, 70";1238;713;"implicite"
"1MI29, r.7, 70";1239;713;"implicite"
"1MI29, r.7, 70";1240;713;"implicite"
"1MI29, r.7, 70";1249;718;"implicite"
"1MI29, r.7, 70";1250;718;"implicite"
"1MI29, r.7, 70";1253;718;"implicite"
"1MI29, r.7, 70";1254;718;"implicite"
"1MI29, r.7, 70";1255;718;"implicite"
"1MI29, r.7, 70";1256;718;"implicite"
"1MI29, r.7, 70";1260;718;"implicite"
"1MI29, r.7, 70";1261;718;"implicite"
"1MI29, r.7, 70";1263;718;"implicite"
"1MI29, r.7, 70";1264;718;"implicite"
"1MI29, r.7, 70";1265;718;"implicite"
"1MI29, r.7, 70";1267;718;"implicite"
"1MI29, r.7, 70";1268;610;"implicite"
"1MI29, r.7, 70";1269;610;
"1MI29, r.7, 70";1274;62;"marchand"
"1MI29, r.7, 70";1283;723;"implicite"
"1MI29, r.7, 70";1285;723;"implicite"
"1MI29, r.7, 70";1286;723;"implicite"
"1MI29, r.7, 70";1287;723;"implicite"
"1MI29, r.7, 70";1288;723;"implicite"
"1MI29, r.7, 70";1291;727;"implicite"
"1MI29, r.7, 70";1292;727;"implicite"
"1MI29, r.7, 70";1293;727;"implicite"
"1MI29, R4,56";1527;855;"drapier"
"1MI29, R4,56";1528;855;"drapier"
"1MI29, R4,57.26";4320;1;"implicite"
"1MI29, R4,58";1536;888;"mercier"
"1MI29, R4,58";1537;888;"mercier"
"1MI29, R4,58";1538;888;"mercier"
"1MI29, R4,58";1539;888;"mercier"
"1MI29, R4,58";1540;888;"mercier"
"1MI29, R4,58";1541;888;"mercier"
"1MI29, R4,58";1542;888;"mercier"
"1MI29, R4,58";1543;888;"mercier"
"1MI29, R4,60";1544;81;"implicite"
"1MI29, R4,60";1545;81;"implicite"
"1MI29, R4,60";1546;81;"implicite"
"1MI29, R4,60";1547;81;"implicite"
"1MI29, R4,60";1548;81;"implicite"
"1MI29, R4,60";1550;622;"implicite"
"1MI29, R4,60";1551;622;"implicite"
"1MI29, R4,60";1552;622;"implicite"
"1MI29, R4,60";1553;622;"implicite"
"1MI29, R4,60";1555;622;"implicite"
"1MI29, R4,60";1565;812;"mercier"
"1MI29, R4,60";1569;910;"implicite"
"1MI29, R4,61";1591;920;"implicite"
"1MI29, R4,61";1592;920;"implicite"
"1MI29, R4,61";1593;920;"implicite"
"1MI29, R4,61";1594;920;"implicite"
"1MI29, R4et R5,62";2477;1244;"implicite"
"1MI29, R4et R5,62";2479;1244;"implicite"
"1MI29, R4et R5,62";2492;1253;"implicite"
"1MI29, R5,63";2506;1269;"implicite"
"1MI29, R5,63";2507;1;"implicite"
"1MI29, R5,63";2517;1277;"implicite"
"1MI29, R5,63";2528;1279;"implicite"
"1MI29, R5,63";2530;1284;
"1MI29, R5,63";2535;1279;"implicite"
"1MI29, R5,63";2543;1283;"implicite"
"1MI29, R5,66";3040;1366;"implicite"
"1MI33,  r.4, 25";3336;812;"mercier"
"1MI33,  r.4, 25";3344;1613;"implicite"
"1MI33,  r.4, 25";3345;8;"mercier"
"1MI33,  r.4, 25";3346;8;"mercier"
"1MI33,  r.4, 25";3347;8;"implicite"
"1MI33,  r.4, 25";3348;81;"implicite"
"1MI33,  r.4, 25";3349;81;"implicite"
"1MI33,  r.4, 25";3350;1;"implicite"
"1MI33,  r.4, 25";3352;1615;"implicite"
"1MI33,  r.4, 25";3365;521;"pelletier"
"1MI33,  r.4, 25";3366;1623;"implicite"
"1MI33,  r.4, 25";3367;1623;"implicite"
"1MI33,  r.4, 25";3400;1635;"implicite"
"1MI33,  r.4, 25";3403;1366;"implicite"
"1MI33,  r.4, 25";3405;61;"pelletier"
"1MI33,  r.4, 25";3406;33;"implicite"
"1MI33,  r.4, 25";3408;61;"pelletier"
"1MI33,  r.4, 25";3409;1639;"couturier"
"1MI33,  r.4, 25";3414;61;"pelletier"
"1MI33,  r.4, 25";3507;1654;"implicite"
"1MI33,  r.4, 25";3508;1654;"implicite"
"1MI33,  r.4, 25";3510;1655;"implicite"
"1MI33,  r.5, 26";3513;61;"pelletier"
"1MI33,  r.5, 26";3514;61;"pelletier"
"1MI33,  r.5, 26";3515;1;"implicite"
"1MI33,  r.5, 26";3518;1;"implicite"
"1MI33,  r.5, 26";3520;1;"implicite"
"1MI33,  r.5, 26";3521;1;"implicite"
"1MI33,  r.5, 26";3525;1635;"implicite"
"1MI33,  r.5, 26";3533;61;"pelletier"
"1MI33,  r.5, 26";3534;1659;"pelletier"
"1MI33,  r.5, 26";3535;1659;"pelletier"
"1MI33,  r.5, 26";3537;1366;"implicite"
"1MI33,  r.5, 26";3539;8;"implicite"
"1MI33,  r.5, 26";3540;1468;"implicite"
"1MI33,  r.5, 26";3542;61;"pelletier"
"1MI33,  r.5, 26";3543;61;"pelletier"
"1MI33,  r.5, 26";3552;1663;"implicite"
"1MI33,  r.5, 26";3553;1664;"implicite"
"1MI33,  r.5, 26";3554;1665;"implicite"
"1MI33,  r.5, 26";3555;1666;"implicite"
"1MI33,  r.5, 26";3556;1103;"implicite"
"1MI33,  r.5, 26";3557;1667;"implicite"
"1MI33,  r.5, 26";3560;1511;"giponier"
"1MI33,  r.5, 26";3570;1669;"implicite"
"1MI33,  r.5, 26";3575;61;"pelletier"
"1MI33,  r.5, 26";3580;101;"pelletier"
"1MI33,  r.5, 26";3585;1672;"implicite"
"1MI33, r. 11 et r. 12, 33";1056;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1059;412;"implicite"
"1MI33, r. 11 et r. 12, 33";1060;412;"implicite"
"1MI33, r. 11 et r. 12, 33";1062;594;"implicite"
"1MI33, r. 11 et r. 12, 33";1063;595;"implicite"
"1MI33, r. 11 et r. 12, 33";1064;412;"implicite"
"1MI33, r. 11 et r. 12, 33";1065;412;"implicite"
"1MI33, r. 11 et r. 12, 33";1067;412;"drapier"
"1MI33, r. 11 et r. 12, 33";1069;601;"implicite"
"1MI33, r. 11 et r. 12, 33";1070;602;"implicite"
"1MI33, r. 11 et r. 12, 33";1071;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1072;603;"implicite"
"1MI33, r. 11 et r. 12, 33";1073;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1078;429;
"1MI33, r. 11 et r. 12, 33";1079;429;"implicite"
"1MI33, r. 11 et r. 12, 33";1080;595;"implicite"
"1MI33, r. 11 et r. 12, 33";1082;595;"implicite"
"1MI33, r. 11 et r. 12, 33";1084;595;"implicite"
"1MI33, r. 11 et r. 12, 33";1085;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1086;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1087;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1093;429;"implicite"
"1MI33, r. 11 et r. 12, 33";1093;625;
"1MI33, r. 11 et r. 12, 33";1096;378;"implicite"
"1MI33, r. 11 et r. 12, 33";1097;378;"implicite"
"1MI33, r. 11 et r. 12, 33";1099;147;"pellicier"
"1MI33, r. 11 et r. 12, 33";1100;635;"implicite"
"1MI33, r. 11 et r. 12, 33";1101;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1101;636;"implicite"
"1MI33, r. 11 et r. 12, 33";1102;637;"implicite"
"1MI33, r. 11 et r. 12, 33";1103;637;"implicite"
"1MI33, r. 11 et r. 12, 33";1104;637;"implicite"
"1MI33, r. 11 et r. 12, 33";1105;637;"implicite"
"1MI33, r. 11 et r. 12, 33";1106;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1108;412;"implicite"
"1MI33, r. 11 et r. 12, 33";1114;378;"implicite"
"1MI33, r. 11 et r. 12, 33";1115;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1117;429;"implicite"
"1MI33, r. 11 et r. 12, 33";1118;625;"implicite"
"1MI33, r. 11 et r. 12, 33";1119;429;"implicite"
"1MI33, r. 11 et r. 12, 33";1122;644;"implicite"
"1MI33, r. 11 et r. 12, 33";1123;412;"implicite"
"1MI33, r. 11 et r. 12, 33";1126;429;"implicite"
"1MI33, r. 11 et r. 12, 33";1129;150;"implicite"
"1MI33, r. 11 et r. 12, 33";1131;447;"pellicier"
"1MI33, r. 11 et r. 12, 33";1132;429;"implicite"
"1MI33, r. 11 et r. 12, 33";1133;429;"implicite"
"1MI33, r. 11 et r. 12, 33";1134;429;"implicite"
"1MI33, r. 11, 32";991;528;"implicite"
"1MI33, r. 11, 32";992;422;"drapier"
"1MI33, r. 11, 32";993;422;"drapier"
"1MI33, r. 11, 32";994;422;"drapier"
"1MI33, r. 11, 32";995;422;"drapier"
"1MI33, r. 11, 32";996;422;"drapier"
"1MI33, r. 11, 32";998;422;
"1MI33, r. 11, 32";999;422;"drapier"
"1MI33, r. 11, 32";1001;422;
"1MI33, r. 3 et r.4, 24";3232;378;"implicite"
"1MI33, r. 3 et r.4, 24";3233;1;"implicite"
"1MI33, r. 3 et r.4, 24";3234;397;"implicite"
"1MI33, r. 3 et r.4, 24";3235;397;"implicite"
"1MI33, r. 3 et r.4, 24";3238;521;"implicite"
"1MI33, r. 3 et r.4, 24";3243;1468;"implicite"
"1MI33, r. 3 et r.4, 24";3244;812;"mercier"
"1MI33, r. 3 et r.4, 24";3245;812;"mercier"
"1MI33, r. 3 et r.4, 24";3271;8;"implicite"
"1MI33, r. 3 et r.4, 24";3272;8;"implicite"
"1MI33, r. 3 et r.4, 24";3274;8;"implicite"
"1MI33, r. 3 et r.4, 24";3275;8;"implicite"
"1MI33, r. 3 et r.4, 24";3276;812;"mercier"
"1MI33, r. 3 et r.4, 24";3277;812;"mercier"
"1MI33, r. 3 et r.4, 24";3278;812;"mercier"
"1MI33, r. 3 et r.4, 24";3279;812;"mercier"
"1MI33, r. 3 et r.4, 24";3280;812;"mercier"
"1MI33, r. 3 et r.4, 24";3281;812;"mercier"
"1MI33, r. 3 et r.4, 24";3284;920;"mercier"
"1MI33, r. 3 et r.4, 24";3287;61;"pelletier"
"1MI33, r. 3 et r.4, 24";3288;61;"pelletier"
"1MI33, r. 3 et r.4, 24";3295;397;"implicite"
"1MI33, r. 3 et r.4, 24";3298;397;"implicite"
"1MI33, r. 3 et r.4, 24";3300;397;"implicite"
"1MI33, r. 3 et r.4, 24";3303;81;"implicite"
"1MI33, r. 3 et r.4, 24";3322;1009;"implicite"
"1MI33, r. 3 et r.4, 24";3329;1075;"implicite"
"1MI33, r. 3, 22";3056;61;"pelletier"
"1MI33, r. 3, 22";3057;622;"implicite"
"1MI33, r. 3, 22";3058;1;"implicite"
"1MI33, r. 3, 22";3059;1366;"implicite"
"1MI33, r. 3, 22";3063;1520;"implicite"
"1MI33, r. 3, 23";3068;1433;"implicite"
"1MI33, r. 3, 23";3084;1366;"implicite"
"1MI33, r. 3, 23";3088;88;"implicite"
"1MI33, r. 3, 23";3090;1539;"implicite"
"1MI33, r. 3, 23";3091;1539;"implicite"
"1MI33, r. 3, 23";3096;1;"implicite"
"1MI33, r. 3, 23";3098;8;"implicite"
"1MI33, r. 3, 23";3099;1366;"implicite"
"1MI33, r. 3, 23";3100;1543;"implicite"
"1MI33, r. 3, 23";3101;1545;"implicite"
"1MI33, r. 3, 23";3134;1366;"implicite"
"1MI33, r. 3, 23";3174;1567;"implicite"
"1MI33, r. 3, 23";3175;61;"pelletier"
"1MI33, r. 3, 23";3176;33;"couturier"
"1MI33, r. 3, 23";3177;1567;"implicite"
"1MI33, r. 3, 23";3178;1036;"mercier"
"1MI33, r. 3, 23";3186;521;"implicite"
"1MI33, r. 3, 23";3217;1036;"mercier"
"1MI33, r. 6 et r.7, 27";3592;444;"implicite"
"1MI33, r. 6 et r.7, 27";3606;1645;"implicite"
"1MI33, r. 6 et r.7, 27";3610;1690;"implicite"
"1MI33, r. 6 et r.7, 27";3617;1693;"pelletier"
"1MI33, r. 6 et r.7, 27";3621;1697;"implicite"
"1MI33, r. 6 et r.7, 27";3629;444;"implicite"
"1MI33, r. 6 et r.7, 27";3631;101;"pelletier"
"1MI33, r. 6 et r.7, 27";3634;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3635;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3638;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3640;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3644;1366;"implicite"
"1MI33, r. 6 et r.7, 27";3645;1366;"implicite"
"1MI33, r. 6 et r.7, 27";3676;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3683;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3686;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3687;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3695;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3695;101;"implicite"
"1MI33, r. 6 et r.7, 27";3705;1366;"implicite"
"1MI33, r. 6 et r.7, 27";3732;101;"implicite"
"1MI33, r. 6 et r.7, 27";3738;101;"implicite"
"1MI33, r. 6 et r.7, 27";3739;1461;"implicite"
"1MI33, r. 6 et r.7, 27";3740;1366;"implicite"
"1MI33, r. 6 et r.7, 27";3741;95;"implicite"
"1MI33, r. 6 et r.7, 27";3743;1366;"implicite"
"1MI33, r. 6 et r.7, 27";3744;8;"implicite"
"1MI33, r. 6 et r.7, 27";3802;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3809;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3818;8;"implicite"
"1MI33, r. 6 et r.7, 27";3819;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3833;61;"pelletier"
"1MI33, r. 6 et r.7, 27";3837;8;"implicite"
"1MI33, r. 6 et r.7, 27";3837;1727;"implicite"
"1MI33, r. 6 et r.7, 27";3838;378;"implicite"
"1MI33, r. 6 et r.7, 27";3839;378;"implicite"
"1MI33, r. 6 et r.7, 27";3841;378;"implicite"
"1MI33, r. 6 et r.7, 27";3843;1366;"implicite"
"1MI33, r. 6 et r.7, 27";3845;378;"implicite"
"1MI33, r. 6 et r.7, 27";3846;378;"implicite"
"1MI33, r. 6 et r.7, 27";3847;378;"implicite"
"1MI33, r. 6 et r.7, 27";3849;378;"implicite"
"1MI33, r. 6 et r.7, 27";3851;378;"implicite"
"1MI33, r. 6 et r.7, 27";3852;378;"implicite"
"1MI33, r. 6 et r.7, 27";3856;8;"implicite"
"1MI33, r. 6 et r.7, 27";3857;1731;"implicite"
"1MI33, r. 7 et r.8, 28";3859;1734;"implicite"
"1MI33, r. 7 et r.8, 28";3879;1461;"implicite"
"1MI33, r. 7 et r.8, 28";3885;8;"implicite"
"1MI33, r. 7 et r.8, 28";3886;8;"implicite"
"1MI33, r. 7 et r.8, 28";3887;8;"implicite"
"1MI33, r. 7 et r.8, 28";3888;8;"implicite"
"1MI33, r. 7 et r.8, 28";3889;8;"implicite"
"1MI33, r. 7 et r.8, 28";3890;8;"implicite"
"1MI33, r. 7 et r.8, 28";3891;8;"implicite"
"1MI33, r. 7 et r.8, 28";3892;8;"implicite"
"1MI33, r. 7 et r.8, 28";3893;8;
"1MI33, r. 7 et r.8, 28";3894;8;"implicite"
"1MI33, r. 7 et r.8, 28";3895;8;"implicite"
"1MI33, r. 7 et r.8, 28";3896;8;"implicite"
"1MI33, r. 7 et r.8, 28";3897;1115;"implicite"
"1MI33, r. 7 et r.8, 28";3912;1366;"implicite"
"1MI33, r. 7 et r.8, 28";3926;8;"implicite"
"1MI33, r. 7 et r.8, 28";3927;61;"pelletier"
"1MI33, r. 7 et r.8, 28";3928;61;"pelletier"
"1MI33, r. 7 et r.8, 28";3933;1748;"implicite"
"1MI33, r. 7 et r.8, 28";3938;61;"implicite"
"1MI33, r. 7 et r.8, 28";3939;1749;"implicite"
"1MI33, r. 7 et r.8, 28";3940;1749;"implicite"
"1MI33, r. 7 et r.8, 28";3942;335;"mercier"
"1MI33, r. 7 et r.8, 28";3943;335;"mercier"
"1MI33, r. 7 et r.8, 28";3944;1750;"mercier"
"1MI33, r. 7 et r.8, 28";4021;81;"implicite"
"1MI33, r. 7 et r.8, 28";4026;1766;"implicite"
"1MI33, r. 7 et r.8, 28";4027;1766;"implicite"
"1MI33, r. 7 et r.8, 28";4028;1766;
"1MI33, r. 7 et r.8, 28";4029;1766;"implicite"
"1MI33, r. 7 et r.8, 28";4030;1766;"implicite"
"1MI33, r. 7 et r.8, 28";4031;1766;"implicite"
"1MI33, r. 7 et r.8, 28";4032;1766;"implicite"
"1MI33, r. 7 et r.8, 28";4033;1766;"implicite"
"1MI33, r. 7 et r.8, 28";4034;81;"implicite"
"1MI33, r. 7 et r.8, 28";4035;81;"implicite"
"1MI33, r. 7 et r.8, 28";4037;676;"implicite"
"1MI33, r. 7 et r.8, 28";4038;1;"implicite"
"1MI33, r. 7 et r.8, 28";4039;1;"implicite"
"1MI33, r. 7 et r.8, 28";4040;1;"implicite"
"1MI33, r. 7 et r.8, 28";4041;1;"implicite"
"1MI33, r. 7 et r.8, 28";4042;61;"pelletier"
"1MI33, r. 7 et r.8, 28";4043;61;"pelletier"
"1MI33, r. 7 et r.8, 28";4046;61;"pelletier"
"1MI33, r. 7 et r.8, 28";4046;101;"pelletier"
"1MI33, r. 7 et r.8, 28";4054;1;"implicite"
"1MI33, r. 7 et r.8, 28";4055;1;"implicite"
"1MI33, r. 7 et r.8, 28";4056;1;"implicite"
"1MI33, r. 7 et r.8, 28";4057;1;"implicite"
"1MI33, r. 7 et r.8, 28";4058;1;"implicite"
"1MI33, r. 7 et r.8, 28";4059;1;"implicite"
"1MI33, r. 7 et r.8, 28";4061;1;"implicite"
"1MI33, r. 7 et r.8, 28";4062;1;"implicite"
"1MI33, r. 7 et r.8, 28";4064;74;"couturier"
"1MI33, r. 7 et r.8, 28";4069;1;"implicite"
"1MI33, r. 7 et r.8, 28";4070;1;"implicite"
"1MI33, r. 7 et r.8, 28";4072;101;"pelletier"
"1MI33, r. 7 et r.8, 28";4092;1;"implicite"
"1MI33, r. 7 et r.8, 28";4093;1;"implicite"
"1MI33, r. 7 et r.8, 28";4094;1;"implicite"
"1MI33, r. 7 et r.8, 28";4097;1;"implicite"
"1MI33, r. 7 et r.8, 28";4099;1;"implicite"
"1MI33, r. 7 et r.8, 28";4101;1;"implicite"
"1MI33, r. 7 et r.8, 28";4102;1;"implicite"
"1MI33, r. 7 et r.8, 28";4103;1;"implicite"
"1MI33, r. 7 et r.8, 28";4104;1;"implicite"
"1MI33, r. 7 et r.8, 28";4108;1;"implicite"
"1MI33, r. 7 et r.8, 28";4109;1;"implicite"
"1MI33, r. 7 et r.8, 28";4110;305;"implicite"
"1MI33, r. 7 et r.8, 28";4111;101;"pelletier"
"1MI33, r. 7 et r.8, 28";4114;1;"implicite"
"1MI33, r. 7 et r.8, 28";4116;1;"implicite"
"1MI33, r. 7 et r.8, 28";4117;1;"implicite"
"1MI33, r. 7 et r.8, 28";4119;1115;"implicite"
"1MI33, r. 7 et r.8, 28";4120;1115;"implicite"
"1MI33, r. 7 et r.8, 28";4122;1783;"mercier"
"1MI33, r. 7 et r.8, 28";4126;1148;"couturier"
"1MI33, r. 7 et r.8, 28";4127;8;"implicite"
"1MI33, r. 9, 31";750;376;"implicite"
"1MI33, r. 9, 31";751;376;"implicite"
"1MI33, r. 9, 31";756;334;
"1MI33, r. 9, 31";757;385;"implicite"
"1MI33, r. 9, 31";758;385;"implicite"
"1MI33, r. 9, 31";759;385;"implicite"
"1MI33, r. 9, 31";760;385;"implicite"
"1MI33, r. 9, 31";761;385;"implicite"
"1MI33, r. 9, 31";762;385;"implicite"
"1MI33, r. 9, 31";764;1;"implicite"
"1MI33, r. 9, 31";765;1;"implicite"
"1MI33, r. 9, 31";766;1;"implicite"
"1MI33, r. 9, 31";767;388;"pellicier"
"1MI33, r. 9, 31";777;400;"pellicier"
"1MI33, r. 9, 31";782;2565;"pellicier"
"1MI33, r. 9, 31";786;406;"implicite"
"1MI33, r. 9, 31";794;3;"implicite"
"1MI33, r. 9, 31";797;385;"implicite"
"1MI33, r. 9, 31";798;385;"implicite"
"1MI33, r. 9, 31";799;385;"implicite"
"1MI33, r. 9, 31";800;385;"implicite"
"1MI33, r. 9, 31";801;385;"implicite"
"1MI33, r. 9, 31";802;385;"implicite"
"1MI33, r. 9, 31";803;385;"implicite"
"1MI33, r. 9, 31";804;421;"drapier"
"1MI33, r. 9, 31";805;422;"drapier"
"1MI33, r. 9, 31";807;385;"implicite"
"1MI33, r. 9, 31";808;423;"implicite"
"1MI33, r. 9, 31";811;8;"implicite"
"1MI33, r. 9, 31";817;397;"drapier"
"1MI33, r. 9, 31";820;429;"implicite"
"1MI33, r. 9, 31";821;412;"implicite"
"1MI33, r. 9, 31";822;150;"implicite"
"1MI33, r. 9, 31";830;440;
"1MI33, r. 9, 31";831;397;"implicite"
"1MI33, r. 9, 31";832;397;"implicite"
"1MI33, r. 9, 31";833;397;"implicite"
"1MI33, r. 9, 31";834;397;"implicite"
"1MI33, r. 9, 31";839;397;"implicite"
"1MI33, r. 9, 31";840;397;"implicite"
"1MI33, r. 9, 31";841;397;"implicite"
"1MI33, r. 9, 31";842;140;"implicite"
"1MI33, r. 9, 31";843;452;"implicite"
"1MI33, r. 9, 31";844;406;"implicite"
"1MI33, r. 9, 31";845;406;"implicite"
"1MI33, r. 9, 31";846;406;"implicite"
"1MI33, r. 9, 31";847;406;"implicite"
"1MI33, r. 9, 31";848;406;"implicite"
"1MI33, r. 9, 31";849;406;"implicite"
"1MI33, r. 9, 31";851;406;"implicite"
"1MI33, r. 9, 31";852;378;"implicite"
"1MI33, r. 9, 31";853;1;"implicite"
"1MI33, r. 9, 31";855;1;"implicite"
"1MI33, r. 9, 31";856;1;"implicite"
"1MI33, r. 9, 31";857;1;"implicite"
"1MI33, r. 9, 31";858;1;"implicite"
"1MI33, r. 9, 31";859;1;"implicite"
"1MI33, r. 9, 31";860;1;"implicite"
"1MI33, r. 9, 31";861;1;"implicite"
"1MI33, r. 9, 31";869;477;"marchand"
"1MI33, r. 9, 31";871;422;"drapier"
"1MI33, r. 9, 31";872;49;"mercier"
"1MI33, r. 9, 31";890;49;"mercier"
"1MI33, r. 9, 31";954;8;"mercier"
"1MI33, r. 9, 31";955;8;"mercier"
"1MI33, r. 9, 31";956;8;"mercier"
"1MI33, r. 9, 31";957;8;"mercier"
"1MI33, r. 9, 31";958;8;"mercier"
"1MI33, r. 9, 31";959;8;"mercier"
"1MI33, r. 9, 31";960;8;"mercier"
"1MI33, r. 9, 31";961;8;"mercier"
"1MI33, r. 9, 31";962;207;"mercier"
"1MI33, r. 9, 31";963;8;"mercier"
"1MI33, r. 9, 31";964;8;"mercier"
"1MI33, r. 9, 31";965;8;"mercier"
"1MI33, r. 9, 31";966;8;"mercier"
"1MI33, r. 9, 31";967;8;"mercier"
"1MI33, r. 9, 31";968;8;"mercier"
"1MI33, r. 9, 31";969;8;"mercier"
"1MI33, r. 9, 31";970;8;"mercier"
"1MI33, r. 9, 31";971;8;"mercier"
"1MI33, r. 9, 31";972;8;"mercier"
"1MI33, r. 9, 31";973;8;"mercier"
"1MI33, r. 9, 31";974;8;"mercier"
"1MI33, r. 9, 31";975;8;"mercier"
"1MI33, r. 9, 31";976;8;"mercier"
"1MI33, r. 9, 31";987;528;"marchand"
"1MI33, r. 9, 31";988;150;"implicite"
"1MI33, r.12 et r.13, 34";1138;150;"implicite"
"1MI33, r.12 et r.13, 34";1139;150;"implicite"
"1MI33, r.12 et r.13, 34";1141;412;"implicite"
"1MI33, r.12 et r.13, 34";1146;676;"implicite"
"1MI33, r.12 et r.13, 34";1147;147;"pellicier"
"1MI33, r.12 et r.13, 34";1148;101;"pellicier"
"1MI33, r.12 et r.13, 34";1149;61;"pellicier"
"1MI33, r.12 et r.13, 34";1150;678;"implicite"
"1MI33, r.12 et r.13, 34";1152;1;"implicite"
"1MI33, r.12 et r.13, 34";1160;81;"implicite"
"1MI33, r.12 et r.13, 34";1176;63;"implicite"
"1MI33, r.12 et r.13, 34";1177;49;"implicite"
"1MI33, r.12 et r.13, 34";1178;8;"mercier"
"1MI33, r.12 et r.13, 34";1182;62;"implicite"
"1MI33, r.12 et r.13, 34";1183;335;"mercier"
"1MI33, r.12 et r.13, 34";1184;335;"implicite"
"1MI33, r.12 et r.13, 34";1185;3;"implicite"
"1MI33, r.12 et r.13, 34";1200;8;
"1MI33, r.12 et r.13, 34";1201;400;
"1MI33, r.12 et r.13, 34";1202;150;"implicite"
"1MI33, r.12 et r.13, 34";1203;150;"implicite"
"1MI33, r.12 et r.13, 34";1204;150;"implicite"
"1MI33, r.12 et r.13, 34";1205;150;"implicite"
"1MI33, r.12 et r.13, 34";1206;150;"implicite"
"1MI33, r.12 et r.13, 34";1207;150;"implicite"
"1MI33, r.12 et r.13, 34";1208;150;"implicite"
"1MI33, r.12 et r.13, 34";1209;150;"implicite"
"1MI33, r.12 et r.13, 34";1210;150;"implicite"
"1MI33, r.12 et r.13, 34";1211;150;"implicite"
"1MI33, r.12 et r.13, 34";1212;150;"implicite"
"1MI33, r.12 et r.13, 34";1215;147;"pellicier"
"1MI33, r.12 et r.13, 34";1216;696;"pellicier"
"1MI33, r.12 et r.13, 34";1217;412;"implicite"
"1MI33, r.12 et r.13, 34";1296;249;"implicite"
"1MI33, r.8 et r. 9, 30";4327;1855;"drapier"
"1MI33, r.8 et r. 9, 30";4328;385;"implicite"
"1MI33, r.8 et r. 9, 30";4329;1856;"implicite"
"1MI33, r.8 et r. 9, 30";4330;445;"pelletier"
"1MI33, r.8 et r. 9, 30";4331;445;"pelletier"
"1MI33, r.8 et r. 9, 30";4335;1857;"pelletier"
"1MI33, r.8 et r. 9, 30";4336;385;"implicite"
"1MI33, r.8 et r. 9, 30";4337;385;"implicite"
"1MI33, r.8 et r. 9, 30";4338;385;"implicite"
"1MI33, r.8 et r. 9, 30";4339;378;"implicite"
"1MI33, r.8 et r. 9, 30";4362;1862;"drapier"
"1MI33, r.8 et r. 9, 30";4364;385;"implicite"
"1MI33, r.8 et r. 9, 30";4365;385;"implicite"
"1MI33, r.8 et r. 9, 30";4369;1148;"couturier"
"1MI33, r.8 et r. 9, 30";4370;385;"implicite"
"1MI33, r.8 et r. 9, 30";4371;385;"implicite"
"1MI33, r.8 et r. 9, 30";4372;429;"implicite"
"1MI33, r.8 et r. 9, 30";4373;1865;"implicite"
"1MI33, r.8 et r. 9, 30";4374;226;"implicite"
"1MI33, r.8 et r. 9, 30";4376;1862;"drapier"
"1MI33, r.8 et r. 9, 30";4377;1862;"implicite"
"1MI33, r.8 et r. 9, 30";4378;1862;"implicite"
"1MI33, r.8 et r. 9, 30";4379;397;"implicite"
"1MI33, r.8 et r. 9, 30";4381;378;"implicite"
"1MI33, r.8 et r. 9, 30";4382;378;"implicite"
"1MI33, r.8 et r. 9, 30";4383;378;"implicite"
"1MI33, r.8 et r. 9, 30";4384;378;"drapier"
"1MI33, r.8 et r. 9, 30";4385;378;"implicite"
"1MI33, r.8 et r. 9, 30";4386;378;"implicite"
"1MI33, r.8 et r. 9, 30";4388;378;"implicite"
"1MI33, r.8 et r. 9, 30";4389;378;"implicite"
"1MI33, r.8 et r. 9, 30";4390;385;"implicite"
"1MI33, r.8 et r. 9, 30";4391;1869;"implicite"
"1MI33, r.8 et r. 9, 30";4393;1870;"implicite"
"1MI33, r.8 et r. 9, 30";4394;1870;"implicite"
"1MI33, r.8 et r. 9, 30";4396;1870;"implicite"
"1MI33, r.8 et r. 9, 30";4419;1873;"implicite"
"1MI33, r.8 et r. 9, 30";4420;1;"implicite"
