"Id";"Type";"Famille";"Nom";"Couleur";"CaracCouleur";"CaracFacture";"Ville";"Region"
8412;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8413;"E";"laine";"violet";"violet";;;;
8414;"E";"laine";"pers";"pers";"clair";;;
8415;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8416;"E";"laine";"vert";"vert";;;"Harfleur";"Normandie"
8417;"O";"NA";"bollion d'argen";;;;;
8418;"E";"toile";"toile";;;;;
8419;"E";"toile";"toile de lin";;;;;
8420;"E";"toile";"toile";;;;"Reims";"champagne"
8421;"E";"toile";"toile de chanvr";;;;;
8422;"M";"NA";"fil de lin";;;;;
8423;"M";"soie";"soie";;;;;
8424;"M";"soie";"soie";;;;;
8425;"M";"NA";"fil";;;;;
8426;"E";"soie";"tiercelin";"blanc";;;;
8427;"E";"soie";"tiercelin";"rouge";;;;
8428;"M";"soie";"frenges";;;;;
8429;"E";"laine";"écarlate";;;;"Bruxelles";"Brabant"
8430;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8431;"E";"laine";"blanc";"blanc";;;"Rouen";"Normandie"
8432;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8433;"E";"soie";"velours";;;;;
8434;"E";"mélangé";"futaine";;;;;
8435;"E";"toile";"toile";;;;;
8436;"M";"NA";"coton";;;;;
8437;"E";"laine";"écarlate";;;;;
8438;"F";"NA";"gris";;;;;
8439;"E";"laine";"écarlate";;;;;
8440;"F";"NA";"martre";;;;;
8441;"E";"laine";"drap";;;;;
8442;"E";"mélangé";"futaine";;;;;
8443;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
8444;"E";"laine";"vert";"vert";;;;
8445;"E";"laine";"blanc";"blanc";;;;
8446;"E";"laine";"pers";"pers";;;;
8447;"E";"laine";"blanc";"blanc";;;;"Languedoc"
8448;"E";"laine";"vert";"vert";;;;
8449;"E";"laine";"blanc";"blanc";;;;
8450;"E";"laine";"blanc";"blanc";;;"Pezenas";"Languedoc"
8451;"E";"laine";"gris";"gris";;;"Fribourg";"Allemagne"
8452;"E";"laine";"tanné";"tanné";;;"Vilvord";"Brabant"
8453;"E";"laine";"gris";"gris";;;"Harfleur";"Normandie"
8454;"E";"laine";"blanc";"blanc";;;;
8455;"E";"laine";"rouge";"rouge";;;;
8456;"E";"laine";"pers";"pers";;;;
8457;"O";"NA";"bollion d'argen";;;;;
8458;"M";"soie";"frenges";"noir";;;;
8459;"F";"NA";"agneau";"blanc";;;;
8460;"E";"laine";"blanc";"blanc";;;"Harfleur";"Normandie"
8461;"E";"laine";"blanchet";;;"gros";;
8462;"E";"toile";"toile";;;;;
8463;"E";"laine";"drap";;;;;
8464;"E";"soie";"cendal";"rouge";;"renforcé";;
8465;"E";"soie";"cendal";"blanc";;;;
8466;"M";"soie";"frenges";;;;;
8467;"M";"soie";"cordon";;;;;
8468;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
8469;"E";"toile";"toile";;;;"Reims";"Champagne"
8470;"E";"toile";"toile de chanvr";;;;;
8471;"E";"toile";"toile";"rouge";"ardent";;;
8472;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8473;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8474;"E";"laine";"rouge";"rouge";;;;
8475;"E";"toile";"toile";;;;;
8476;"E";"mélangé";"futaine";;;;;
8477;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8478;"E";"mélangé";"futaine";;;;;
8479;"E";"mélangé";"futaine";;;;;
8480;"E";"laine";"noir";"noir";;;;
8481;"E";"laine";"pers";"pers";;;;
8482;"O";"NA";"bollion d'argen";;;;;
8483;"E";"soie";"velours";"vert";;;;
8484;"E";"laine";"bocacin";;;;;
8485;"E";"toile";"toile";;;;;
8486;"M";"NA";"estoffis";;;;;
8487;"M";"NA";"coton";;;;;
8488;"E";"soie";"satin";"rouge";;;;
8489;"E";"toile";"toile";"rouge";;;;
8490;"M";"soie";"tissu";;;;;
8491;"M";"soie";"tissu";;;;;
8492;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8493;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
8494;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8495;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8496;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8497;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8498;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
8499;"E";"laine";"vert";"vert";;;;
8500;"F";"NA";"agneau";"noir";;;;
8501;"F";"NA";"agneau";"blanc";;;;
8503;"E";"laine";"drap";;;;;
8504;"E";"laine";"pers";"pers";;;;
8505;"E";"laine";"violet";"violet";;;;
8506;"E";"laine";"brunette";"noir";;;"Lierre";"Belgique"
8507;"E";"toile";"toile";;;"subtil";;
8508;"E";"laine";"écarlate";;;;;
8509;"E";"toile";"toile";;;"gros";;
8510;"E";"soie";"damas";"blanc et or";;;;
8511;"E";"soie";"damas";"blanc et or";;;;
8512;"E";"toile";"toile";;;;"Reims";"Champagne"
8513;"E";"laine";"rouge";"rouge";;;"Louvier";"Normandie"
8514;"E";"laine";"brunette";"noir";;;"Saint-Loup";"Bourgogne"
8515;"E";"laine";"blanc";"blanc";;;;
8516;"E";"laine";"brunette";"noir";;;"Lierre";"Belgique"
8517;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8518;"E";"laine";"blanc";"blanc";;;;
8519;"E";"laine";"drap";;;;;
8520;"E";"laine";"drap";;;;;
8521;"E";"soie";"drap d'or";;;;;
8522;"E";"soie";"soie";;;;;
8523;"E";"toile";"toile";;;;;
8524;"E";"toile";"toile de lin";;;;;
8525;"E";"laine";"brunette";"noir";;;"Bruges";"Flandres"
8526;"P";"NA";"chamoix";;;;;
8527;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8528;"E";"laine";"blanc";"blanc";;;"Clostre";"Dauphiné"
8529;"E";"laine";"écarlate";;;;"Bruxelles";"Brabant"
8530;"M";"soie";"soie";"rouge";;;;
8531;"M";"soie";"soie";"vert";;;;
8532;"M";"NA";"fil";"rouge";;;;
8533;"E";"toile";"toile";;;"subtil";;
8534;"E";"soie";"soie";"noir";;;;
8535;"E";"laine";"blanc";"blanc";;;;
8536;"E";"laine";"vert";"vert";;"obscur";"Viconté";"Normandie"
8537;"E";"laine";"brunette";"noir";;;"Saint-Marcel";"île-de-France"
8538;"E";"laine";"brunette";"noir";;;"Saint-Loup";"Bourgogne"
8539;"M";"soie";"soie";"noir";;;;
8540;"P";"NA";"chamoix";;;;;
8541;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8542;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8543;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
8544;"P";"NA";"chamoix";;;;;
8545;"P";"NA";"chamoix";;;;;
8546;"F";"NA";"loup-cervier";;;;;
8547;"O";"NA";"sonail";;;"argent doré";;
8548;"E";"laine";"blanc";"blanc";;;;
8549;"E";"soie";"satin";"noir";;;;
8550;"E";"laine";"drap";;;;;
8551;"E";"laine";"drap";;;;;
8552;"E";"toile";"tuillalia lin";;;"fin";;
8553;"E";"toile";"tuillalia";;;"petit";;
8554;"E";"toile";"tuillalia";;;;;
8555;"E";"toile";"tuillalia";;;"petit";;
8556;"E";"toile";"mantil de lin";;;"garni";;
8557;"E";"toile";"mantil de lin";;;"garni";;
8558;"E";"toile";"mantil de lin";;;"garni";;
8559;"E";"toile";"tuillalia";;;;;
8560;"E";"laine";"vert";"vert";"obscur";;;
8561;"E";"soie";"satin";"rouge";;;;
8562;"M";"soie";"frenges";;;;;
8563;"M";"soie";"corde";;;;;
8564;"M";"soie";"bouton";;;;;
8565;"E";"laine";"gris";"gris";"obscur";;"Montivilliers";"Normandie"
8566;"O";"NA";"diamant";;;;;
8567;"E";"soie";"velours";"cramoisi";;;;
8568;"E";"soie";"taffetas";"rouge";;"renforçé";;
8569;"E";"soie";"tiercelin";"rouge";;;;
8570;"M";"soie";"fil d'argent";;;;;
8571;"M";"soie";"fil d'or";;;;;
8572;"E";"soie";"tiercelin";"blanc";;;;
8573;"E";"soie";"tiercelin";"blanc";;;;
8574;"E";"soie";"satin";"rouge";;;;
8575;"E";"toile";"toile";"ardent";;;;
8576;"E";"laine";"vert";"vert";"obscur";;;
8577;"E";"laine";"noir";"noir";;;;
8578;"E";"laine";"noir";"noir";;;;
8579;"E";"laine";"noir";"noir";;;;
8580;"F";"NA";"écureuil";;;;;
8581;"E";"laine";"drap";;;;;
8582;"E";"soie";"velours";"verdelet";;;;
8583;"E";"laine";"vert";"vert";;;"Angleterre";"Angleterre"
8584;"F";"NA";"gris";"gris";;;;
8585;"E";"laine";"vert";"vert";"obscur";;;
8586;"F";"NA";"vair";;;;;
8587;"E";"laine";"vert";"vert";"herbu";;"Harfleur";"Normandie"
8588;"E";"laine";"brunette";"noir";;;"Bernay";"Normandie"
8589;"E";"laine";"vert";"vert";"clair";;"Louvier";"Normandie"
8590;"E";"laine";"blanc";"blanc";;;"Aubertans";"champagne"
8591;"E";"laine";"brunette";"noir";;;"Bernay";"Normandie"
8592;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
8593;"E";"laine";"brunette";"noir";;;"Bernay";"Normandie"
8594;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8595;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8596;"E";"toile";"toile";;;;;
8597;"M";"soie";"soie";"vert";;;;
8598;"M";"soie";"soie";"pers";;;;
8599;"M";"NA";"coton";;;;;
8600;"M";"NA";"coton";;;"filé";;
8601;"M";"NA";"fil";"blanc";;;;
8602;"M";"NA";"fil";"noir";;;;
8603;"E";"toile";"toile";;;;;
8604;"E";"toile";"toile";;;;;
8605;"E";"toile";"toile";;;;;
8606;"E";"soie";"satin";"vert";;;;
8607;"E";"laine";"rouge";"rouge";;;"Louvier";"Normandie"
8608;"E";"toile";"toile";;;;;
8609;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8610;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8611;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8612;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
8613;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8614;"E";"laine";"blanc";"blanc";;;"Aubertans";"champagne"
8615;"E";"mélangé";"futaine";"blanc";;;"Milan";"Italie"
8616;"E";"toile";"toile";;;"prime";"Reims";"Champagne"
8617;"M";"NA";"coton";;;;;
8618;"E";"toile";"toile";;;;"Reims";"Champagne"
8619;"E";"laine";"bocacin";;;;;
8620;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8621;"E";"laine";"écarlate";;;;;
8622;"E";"laine";"gris";"gris";;;"Fougère";"Normandie"
8623;"E";"laine";"blanc";"blanc";;;"Allemagne";"Allemagne"
8624;"E";"laine";"blanc";"blanc";;;"Clostre";"Dauphiné"
8625;"E";"laine";"gris";"gris";;;"Fougère";"Normandie"
8626;"E";"laine";"blanc";"blanc";;;"Clostre";"Dauphiné"
8627;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8628;"E";"toile";"toile";"pers";;;;
8629;"E";"soie";"tiercelin";"vert";;;;
8630;"M";"soie";"soie";"vert";;;;
8631;"M";"NA";"fil";"vert";;;;
8632;"E";"laine";"gris";"gris";;;"Auffay";"Normandie"
8633;"E";"laine";"gris";"gris";;;"Saint-Loup";"Normandie"
8634;"F";"NA";"agneau";"noir";;;;
8635;"E";"laine";"gris";"gris";;;"Viconté";"Normandie"
8636;"F";"NA";"agneau";;;;;
8637;"E";"laine";"brunette";"noir";;;"Saint-Loup";"Normandie"
8638;"E";"laine";"brunette";"noir";;;"Bernay";"Normandie"
8639;"E";"laine";"gris";"gris";;;"Allemagne";"Allemagne"
8640;"E";"laine";"pers";"pers";;;"Saint-Loup";"Bourgogne"
8641;"F";"NA";"gros gris";;;;;
8642;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
8643;"E";"laine";"gris";"gris";;;"Montivilliers";"Normandie"
8644;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8645;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8646;"E";"laine";"brunette";"noir";;;"Saint-Denis";"île-de-France"
8647;"E";"laine";"brunette";"noir";;;"Saint-Loup";"Bourgogne"
8648;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
8649;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
8650;"E";"laine";"blanc";"blanc";;;"Sigean";"Languedoc"
8651;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8652;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8653;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8654;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8655;"E";"laine";"blanc";"blanc";;;;
8656;"M";"NA";"fil";"noir";;;;
8657;"M";"NA";"fil";"rouge";;;;
8658;"M";"NA";"fil";"blanc";;;;
8659;"M";"soie";"soie";"rouge";;;;
8660;"M";"soie";"soie";"pers";;;;
8661;"E";"soie";"tiercelin";"rouge";;;;
8662;"E";"toile";"toile";;;"prime";;
8663;"E";"toile";"toile";;;;;
8664;"F";"NA";"gris";;;;;
8665;"E";"laine";"brunette";"noir";;;;
8666;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
8667;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
8668;"E";"laine";"blanc";"blanc";;;"Clostre";"Dauphiné"
8669;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8670;"E";"laine";"vert";"vert";"obscur";;;
8671;"E";"laine";"vert";"vert";"obscur";;;
8672;"E";"laine";"drap";;;;"Evreux";"Normandie"
8673;"E";"laine";"brunette";"noir";;;"Bernay";"Normandie"
8674;"E";"laine";"brunette";"noir";;;;
8675;"F";"NA";"agneau";"noir";;;;
8676;"E";"laine";"gris";"gris";;;"Viconté";"Normandie"
8677;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8678;"F";"NA";"gris";;;;;
8679;"F";"NA";"gros gris";;;;;
8680;"F";"NA";"gris";;;;;
8681;"F";"NA";"agneau";"blanc";;;"Barbarie";"maghreb"
8682;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8683;"E";"laine";"brunette";"noir";;;"Saint-Loup";"Bourgogne"
8684;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
8685;"E";"laine";"brunette";"noir";;;"Saint-Loup";"Bourgogne"
8686;"F";"NA";"gris fin";;;;;
8687;"E";"laine";"vert";"vert";;;"Pont-d'Arche";"Normandie"
8688;"E";"laine";"rouge";"rouge";;;"Louvier";"Normandie"
8689;"E";"laine";"blanc";"blanc";;;"Perpignan";"Languedoc"
8690;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8691;"E";"laine";"blanc";"blanc";;;"Narbonne";"Languedoc"
8692;"E";"laine";"blanc";"blanc";;;;
8693;"E";"laine";"blanc";"blanc";;"fin";"Perpignan";"Languedoc"
8694;"E";"laine";"vert";"vert";;;"Perpignan";"Languedoc"
8695;"E";"laine";"noir";"noir";;;"Saint-Loup";"Bourgogne"
8696;"E";"laine";"rouge";"rouge";;;"Bruxelles";"Brabant"
8697;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8698;"E";"laine";"drap";;;;;
8699;"E";"toile";"toile";;;;;
8700;"E";"laine";"pers";"pers";;;;
8701;"F";"NA";"agneau";"noir";;;;
8702;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
8703;"E";"laine";"blanc";"blanc";;"fin";"Vilvord";"Brabant"
8704;"M";"soie";"fil d'argent";;;;;
8705;"M";"soie";"fil d'or";;;;;
8706;"M";"soie";"fil";;;;;
8707;"E";"soie";"tiercelin";"rouge";;;;
8708;"E";"toile";"toile";"ardent";;;;
8709;"M";"soie";"frenges";;;;;
8710;"M";"NA";"perle";;;;;
8711;"E";"laine";"écarlate";;;;;
8712;"M";"NA";"estoffis";;;;;
8713;"E";"soie";"drap d'or";;;"figuré au las";;
8714;"M";"NA";"estoffis";;;;;
8715;"E";"laine";"noir";"noir";;;"Malines";"Brabant"
8716;"M";"NA";"estoffis";;;;;
8717;"E";"laine";"gris";"gris";;;"Montivilliers";"Normandie"
8718;"F";"NA";"martre";;;;;
8719;"M";"NA";"estoffis";;;;;
8720;"E";"soie";"damas";"vert";;;;
8721;"M";"NA";"estoffis";;;;;
8722;"E";"laine";"écarlate";;;;;
8723;"M";"NA";"estoffis";;;;;
8724;"E";"laine";"drap";;;;"Lierre";"Belgique"
8725;"E";"toile";"toile";;;;"Reims";"Champagne"
8726;"E";"laine";"vert";"vert";"gay";;;
8727;"E";"laine";"noir";"noir";;;;
8728;"E";"laine";"vert";"vert";;;;
8729;"E";"laine";"blanc";"blanc";;;;
8730;"E";"laine";"gris";"gris";;;"Montivilliers";"Normandie"
8731;"M";"NA";"estoffis";;;;;
8732;"E";"laine";"noir";"noir";;;;
8733;"E";"toile";"toile";;;;"Reims";"Champagne"
8734;"M";"NA";"coton";;;;;
8735;"E";"toile";"toile";;;;;
8736;"E";"toile";"toile";;;;;
8737;"E";"laine";"rouge";"rouge";;;;
8738;"E";"laine";"violet";"violet";;;;
8739;"E";"laine";"gris";"gris";;;"Evreux";"Normandie"
8740;"E";"laine";"tanné";"tanné";;;"Saint-Marcel";"île-de-France"
8741;"E";"laine";"brunette";"noir";;;"Saint-Marcel";"île-de-France"
8742;"E";"soie";"tiercelin";;;;;
8743;"E";"toile";"toile";"pers";;;;
8744;"M";"soie";"soie";;;;;
8745;"M";"NA";"tresse";"pers";;;;
8746;"E";"soie";"tiercelin";"rouge";;;;
8747;"M";"NA";"fil";;;;;
8748;"E";"toile";"toile";"noir";;"callandre";;
8749;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
8750;"E";"laine";"blanc";"blanc";;;"Suippes";"Champagne"
8751;"F";"NA";"agneau";"noir";;;;
8752;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
8753;"E";"laine";"blanc";"blanc";;;"Suippes";"Champagne"
8754;"E";"laine";"blanc";"blanc";;;"Suippes";"Champagne"
8755;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8756;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8757;"E";"laine";"brunette";"noir";;;"Lierre";"Belgique"
8758;"F";"NA";"agneau";"noir";;;;
8759;"E";"laine";"brunette";"noir";;;"Lierre";"Belgique"
8760;"E";"laine";"écarlate";;;;;
8761;"E";"laine";"pers";"pers";;;"Montivilliers";"Normandie"
8762;"E";"laine";"vert";"vert";;;;
8763;"E";"toile";"toile";;;;"Reims";"Champagne"
8764;"E";"toile";"toile";;;;"Reims";"Champagne"
8765;"E";"toile";"toile";;;;;
8766;"M";"soie";"soie";"noir";;;;
8767;"M";"soie";"soie";"vert";;;;
8768;"M";"NA";"coton";;;"battu";;
8769;"M";"NA";"fil de lin";;;;;
8770;"M";"NA";"fil";"noir";;;;
8771;"M";"NA";"fil";"vert";;;;
8772;"E";"toile";"linceul";"noir";;;;
8773;"M";"NA";"estoffis";;;;;
8774;"E";"laine";"écarlate";"rouge";;;;
8775;"E";"mélangé";"futaine";;;;;
8776;"M";"NA";"estoffis";;;;;
8777;"E";"laine";"vert";"obscur";;;;
8778;"M";"NA";"estoffis";;;;;
8779;"E";"soie";"drap d'or";;;;;
8780;"E";"toile";"toile";;;;"Reims";"Champagne"
8781;"E";"toile";"toile";;;;;
8782;"E";"toile";"toile";;;"prime";;
8783;"M";"NA";"coton";;;;;
8784;"M";"soie";"soie";"blanc";;;;
8785;"M";"NA";"fil de lin";;;;;
8786;"M";"NA";"fil";"blanc";;"gros";;
8787;"M";"NA";"estoffis";;;;;
8788;"M";"NA";"estoffis";;;;;
8789;"E";"laine";"blanc";"blanc";;;;
8790;"E";"laine";"rouge";"rouge";;;"Louvier";"Normandie"
8791;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8792;"E";"laine";"vert";"vert";;;"Lormaye";"île-de-France"
8793;"E";"laine";"blanc";"blanc";;;"Perpignan";"Languedoc"
8794;"E";"laine";"blanc";"blanc";;;"Suippes";"Champagne"
8795;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8796;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8797;"F";"NA";"martre";;;;;
8798;"E";"toile";"toile";;;;;
8799;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
8800;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8801;"E";"laine";"blanc";"blanc";;;"Pezenas";"Languedoc"
8802;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
8803;"E";"laine";"bocacin";"pers";;;;
8804;"E";"toile";"toile";"teinte";;;;
8805;"E";"laine";"bocacin";"pers";;;;
8806;"M";"soie";"fil d'or";;;;;
8807;"E";"laine";"vert";"vert";;;;
8808;"E";"laine";"blanc";"blanc";;;;
8809;"E";"laine";"blanc";"blanc";;;;
8810;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
8811;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
8812;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
8813;"E";"laine";"blanc";"blanc";;;;
8814;"E";"laine";"blanc";"blanc";;;"Aubertans";"champagne"
8815;"E";"laine";"brunette";"noir";;;"Saint-Loup";"Bourgogne"
8816;"E";"laine";"rouge";"rouge";;;"Pont-d'Arche";"Normandie"
8817;"E";"laine";"blanc";"blanc";;;"Bourges";"Berry"
8818;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8819;"E";"laine";"gris";"gris";;;"Mont-Pinchon";"Normandie"
8820;"M";"NA";"perle";;;;;
8821;"F";"NA";"agneau";"noir";;;;
8822;"E";"laine";"frise";;;;;
8823;"E";"toile";"toile";;;;;
8824;"E";"toile";"toile";;;;;
8825;"M";"soie";"soie";;;;;
8826;"M";"NA";"fil";;;;;
8827;"M";"NA";"coton";;;;;
8828;"E";"mélangé";"futaine";;;;;
8829;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
8830;"F";"NA";"fourrure";;;;;
8831;"E";"soie";"satin";"vert";;"figuré";;
8832;"E";"toile";"serviette";;;;;
8833;"E";"laine";"yraigne";;;"fin";"Bruxelles";"Brabant"
8834;"E";"laine";"vert";"brun";;"fin";"Montivilliers";"Normandie"
8835;"E";"laine";"blanc";"blanc";;;;
8836;"E";"laine";"rouge";"rouge";;;;
8837;"E";"laine";"vert";"vert";;;;
8838;"E";"soie";"satin";"rouge";;;;
8839;"O";"NA";"paillette dorée";;;;;
8840;"E";"laine";"rouge";"rouge";"graine";;;
8841;"E";"laine";"noir";;;;;
8842;"E";"soie";"velours";"noir";;;;
8843;"F";"NA";"gris";;;"10 tires";;
8844;"O";"NA";"paillette d'ag";;;;;
8845;"E";"mélangé";"futaine";"noir";;;;
8846;"E";"mélangé";"futaine";"blanc";;;;
8847;"O";"NA";"gros clou léton";;;;;
8848;"O";"NA";"cloux blanc";;;;;
8849;"E";"laine";"vert";"vert";;;;
8850;"E";"laine";"rouge";"rouge";;;;
8851;"E";"laine";"pers";"pers";;;;
8852;"F";"NA";"menu vair";;;;;
8853;"E";"soie";"brocard d'or";;;;;
8854;"F";"NA";"menu vair";;;;;
8855;"E";"soie";"tiercelin";"vert";;"fin";;
8856;"E";"laine";"sarge";"pers";;;;
8857;"E";"soie";"tiercelin";"pers";;;;
8858;"E";"toile";"toile";"pers";;;;
8859;"M";"soie";"soie";"pers";;;;
8860;"M";"soie";"soie";"vert";;;;
8861;"M";"NA";"fil";"pers";;;;
8862;"M";"NA";"corde";"blanc";;;;
8863;"M";"NA";"corde";"pers";;;;
8864;"M";"NA";"coton";"blanc";;;;
8865;"M";"NA";"tissu";"pers";;;;
8866;"E";"laine";"brunette";"noir";;;;
8867;"F";"NA";"fourrure";;;;;
8868;"E";"toile";"toile";;;;;
8869;"E";"laine";"drap";;;;"Maurienne";"Savoie"
8870;"E";"toile";"toile de lin";;;;;
8871;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8872;"E";"laine";"gris";"gris";"brun";;"Fougère";"Normandie"
8873;"E";"laine";"gris";"gris";"blanc";;"Fougère";"Normandie"
8874;"E";"laine";"gris";"gris";;;"Saint-Marcel";"île-de-France"
8875;"E";"laine";"vert";"vert";;;;
8876;"E";"laine";"noir";"noir";;;;
8877;"E";"laine";"blanc";"blanc";;;;
8878;"E";"laine";"pers";"pers";;;"Rouen";"Normandie"
8879;"E";"laine";"brunette";"noir";;;"Saint-Denis";"île-de-France"
8880;"E";"laine";"brunette";"noir";;;"Lierre";"Belgique"
8881;"E";"laine";"rouge";"rouge";;;"Pont-d'Arche";"Normandie"
8882;"E";"laine";"blanc";"blanc";;;"Sigean";"Languedoc"
8883;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
8884;"M";"NA";"fil";;;;;
8885;"E";"laine";"pers";"pers";;;;
8886;"F";"NA";"agneau";"noir";;;;
8887;"F";"NA";"agneau";"noir";;;;
8888;"F";"NA";"agneau";"noir";;;;
8889;"E";"laine";"blanc";"blanc";;;;
8890;"E";"toile";"toile";"noir";;;;
8891;"E";"toile";"toile";;;;;
8892;"E";"toile";"toile";;;;;
8893;"M";"soie";"soie";"pers";;;;
8894;"M";"soie";"soie";"pers";;;;
8895;"M";"NA";"fil";;;;;
8896;"M";"NA";"coton";;;;;
8897;"E";"toile";"toile";;;;;
8898;"E";"laine";"pers";"pers";;;"Saint-Loup";"Bourgogne"
8899;"E";"laine";"noir";"noir";;;"Saint-Loup";"Bourgogne"
8900;"E";"laine";"pers";"pers";;;"Louvier";"Normandie"
8901;"E";"laine";"pers";"pers";;;"Falaise";"Normandie"
8902;"E";"laine";"pers";"pers";;;"Falaise";"Normandie"
8903;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8904;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8905;"E";"laine";"blanc";"blanc";;;"Sigean";"Languedoc"
8906;"E";"laine";"blanc";"blanc";;;"Durban";"Languedoc"
8907;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8908;"E";"laine";"blanc";"blanc";;;"Durban";"Languedoc"
8909;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8910;"E";"laine";"blanc";"blanc";;;"Porcel";"inconnue"
8911;"E";"laine";"blanc";"blanc";;;;
8912;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
8913;"E";"laine";"blanc";"blanc";;;;
8914;"F";"NA";"martre";;;;;
8915;"F";"NA";"martre";;;;;
8916;"F";"NA";"martre";;;;;
8917;"F";"NA";"martre";;;;;
8918;"F";"NA";"martre";;;;;
8919;"F";"NA";"martre";;;;;
8920;"F";"NA";"martre";;;;;
8921;"F";"NA";"martre";;;;;
8922;"F";"NA";"martre";;;;;
8923;"F";"NA";"martre";;;;;
8924;"E";"soie";"tiercelin";"vert";;;;
8925;"M";"NA";"fil";"vert";;;;
8926;"M";"soie";"soie";"vert";;;;
8927;"F";"NA";"martre";;;;;
8928;"F";"NA";"martre";;;;;
8929;"F";"NA";"martre";;;;;
8930;"F";"NA";"martre";;;;;
8931;"F";"NA";"martre";;;;;
8932;"F";"NA";"martre";;;;;
8933;"F";"NA";"martre";;;;;
8934;"F";"NA";"martre";;;;;
8935;"F";"NA";"martre";;;;;
8936;"E";"laine";"écarlate";;;;;
8937;"F";"NA";"martre";;;;;
8938;"E";"laine";"vert";"vert";;;"Lierre";"Belgique"
