"Id";"Type";"Famille";"Nom";"Couleur";"CaracCouleur";"CaracFacture";"Ville";"Region"
32;"E";"laine";"sarge";"rouge";;;;
33;"M";"NA";"tresse";;;;;
34;"M";"NA";"fil";;;;;
35;"M";"NA";"tresse";;;;;
36;"M";"NA";"fil";;;;;
37;"E";"toile";"toile";;;"à envelopper";;
38;"M";"NA";"tresse";"vert";;;;
39;"E";"laine";"drap";;;;;
40;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
41;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
42;"E";"laine";"vert";"vert";;;"Montréal";"Languedoc"
43;"E";"laine";"drap";;;;;
44;"E";"laine";"drap";;;;;
45;"E";"laine";"drap";;;;;
46;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
47;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
48;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
49;"E";"laine";"vert";"vert";;;"Fanjeaux";"Languedoc"
50;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
51;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
52;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
53;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
54;"E";"laine";"marbré";;;;"Andelain";"Champagne"
55;"E";"mélangé";"futaine";;;"neuve";;
56;"E";"toile";"toile";;;;"Reims";"Champagne"
57;"M";"soie";"soie";;;;;
58;"M";"NA";"fil";;;;;
59;"M";"NA";"coton";;;;;
60;"E";"toile";"toile";;;;;
61;"E";"laine";"vert";"vert";;;;"Brabant"
62;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
63;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
64;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
65;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
66;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
67;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
68;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
69;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
70;"E";"laine";"noir";"noir";;;"Saint-Trond";"Brabant"
71;"E";"laine";"pers";"pers";"escur";;"Bernay";"Normandie"
72;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
73;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
74;"E";"laine";"sarge";"noir";;;;
75;"M";"soie";"soie";;;;;
76;"E";"toile";"toile";;;;;
77;"M";"NA";"fil";;;;;
78;"M";"NA";"coton";;;;;
79;"E";"laine";"vert";"vert";;;;
80;"E";"laine";"vert";"vert";;;;
81;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
82;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
83;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
84;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
85;"E";"laine";"drap";;;;;
86;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
87;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
88;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
89;"E";"laine";"drap";;;;;
90;"E";"toile";"toile";;;;"Reims";"Champagne"
91;"E";"toile";"toile";;;"lin";;
92;"M";"NA";"fil";;;;;
93;"M";"soie";"soie";;;;;
94;"M";"NA";"coton";;;;;
95;"M";"NA";"estoffis";;;;;
96;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
97;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
98;"E";"laine";"blanc";"blanc";;;;"Brabant"
99;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
100;"E";"laine";"yraigne";;;;"Verwicq";"Flandres"
101;"E";"laine";"pers";"pers";"encre";;"Bayeux";"Normandie"
102;"E";"laine";"marbré";;;;"Bernay";"Normandie"
103;"P";"NA";"chamoix";;;"prête";;
104;"P";"NA";"chamoix";;;"crue";;
105;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
106;"E";"toile";"toile";;;;"Reims";"Champagne"
107;"E";"toile";"toile";"vert";;;;
108;"M";"soie";"soie";"vert";;;;
109;"M";"soie";"bourre";"blanc";;;;
110;"M";"NA";"coton";;;;;
111;"E";"soie";"velours";"vert";;;;
112;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
113;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
114;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
115;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
116;"E";"toile";"toile";;;;;
117;"E";"soie";"soie";"vert";;;;
118;"E";"soie";"satin";"vert";;;;
119;"E";"laine";"bocacin";;;;;
120;"E";"laine";"vert";"vert";;;;
121;"E";"laine";"drap";;;;;
122;"E";"laine";"drap";;;;;
123;"F";"NA";"vair";;;;;
124;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
125;"E";"soie";"soie";"vert";"chaston";;;
126;"F";"NA";"létice";;;;;
127;"F";"NA";"renard";;;;;
128;"E";"laine";"vert";;;;;
129;"F";"NA";"martre";;;;;
130;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
131;"F";"NA";"renard";;;;;
132;"E";"laine";"vert";"vert";;;;
133;"F";"NA";"fouine";;;;;
134;"E";"laine";"drap";"rouge";;;;
135;"F";"NA";"renard";;;;;
136;"E";"laine";"drap";;;;;
137;"E";"laine";"drap";;;;;
138;"F";"NA";"fourrure";;;;;
139;"E";"mélangé";"futaine";"blanc";;;;
140;"E";"laine";"drap";"blanc";;;;
141;"M";"NA";"fil";;;;;
142;"E";"toile";"coton";;;;;
143;"M";"NA";"fil";;;;;
144;"M";"soie";"soie";;;;;
145;"M";"soie";"fil et soie";;;;;
146;"M";"soie";"fil et soie";;;;;
147;"M";"soie";"fil et soie";;;;;
148;"E";"soie";"velours";;;;;
149;"E";"laine";"drap";;;;;
150;"E";"toile";"toile";;;"envelopper";;
151;"M";"NA";"fil d'or";;;;;
152;"E";"soie";"soie";;;;;
153;"E";"soie";"cendal";;;;;
154;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
155;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
156;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
157;"E";"laine";"drap";;;;;
158;"E";"laine";"yraigne";;;;;"Flandres"
159;"E";"laine";"yraigne";;;;"Malines";"Brabant"
160;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
161;"E";"laine";"pers";"pers";;;"Montivilliers";"Normandie"
162;"E";"laine";"yraigne";;;;"Malines";"Brabant"
163;"E";"laine";"blanc";"blanc";;;;
164;"E";"soie";"satin";"rouge";;;;
165;"E";"soie";"camelot";"pers";;;;
166;"E";"soie";"satin";"rouge";;;;
167;"F";"NA";"écureuil";"noir";;;;
168;"E";"soie";"soie";;;;;
169;"P";"NA";"daim";;;;;
170;"E";"toile";"toile";;;;;
171;"E";"toile";"toile";"rouge";;;;
172;"M";"NA";"coton";;;"filé";;
173;"M";"NA";"coton";;;"battu";;
174;"M";"soie";"soie";"vermeil";;;;
175;"E";"laine";"blanc";"blanc";;;;
176;"E";"laine";"pers";"pers";;;;
177;"E";"soie";"satin";"rouge";;;;
178;"E";"soie";"velours";"graine";;;;
179;"E";"soie";"cendal";"graine";;;;
180;"E";"laine";"bocacin";"blanc";;;;
181;"E";"laine";"drap";;;;;
182;"E";"laine";"drap";;;;;
183;"E";"laine";"yraigne";;;;"Malines";"Brabant"
184;"E";"laine";"drap";;;;;
185;"E";"laine";"yraigne";;;;"Malines";"Brabant"
186;"F";"NA";"loup-cervier";;;;;
187;"P";"NA";"cuir";;;;;
188;"E";"laine";"yraigne";;;;"Malines";"Brabant"
189;"E";"laine";"drap";;;;"Evreux";"Normandie"
190;"E";"soie";"satin";"rouge";;;;
191;"F";"NA";"écureuil";;;;;
192;"E";"laine";"pers";;;;"Saint-Pons";"Languedoc"
193;"P";"NA";"chamoix";;;;;
194;"E";"laine";"yraigne";;;;"Malines";"Brabant"
195;"E";"laine";"rayé";;;;"Bernay";"Normandie"
196;"E";"laine";"morée";;;;"Evreux";"Normandie"
197;"E";"laine";"noir";"noir";;;"Saint-Trond";"Brabant"
198;"E";"laine";"noir";"noir";;;"Louvain";"Brabant"
199;"F";"NA";"agneau";;;"nocre";;
200;"E";"laine";"drap";;;;;
201;"E";"soie";"drap";;;;;
202;"E";"laine";"drap";;;;;
203;"E";"soie";"cendal";"rouge";;"renforcé";;
204;"E";"toile";"toile";"teinte";;;;
205;"E";"toile";"toile";"blanc";;;;
206;"E";"soie";"soie";"pers";;;;
207;"M";"NA";"coton";;;;;
208;"E";"soie";"satin";"vert";;;;
209;"E";"laine";"vert";"vert";;;;
210;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
211;"E";"laine";"blanc";"blanc";;;;"Normandie"
212;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
213;"E";"laine";"naif";;;;"Saint-Gervais";"inconnue"
214;"E";"laine";"drap";;;;;
215;"F";"NA";"fourrure";;;;;
216;"E";"laine";"pers";"pers";;;"Foix";"Languedoc"
217;"E";"laine";"pers";"pers";;;"Foix";"Languedoc"
218;"E";"laine";"vert";"vert";;;"Bernay";"Normandie"
219;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
220;"E";"laine";"blanc";"blanc";;;;
221;"E";"laine";"pers";"pers";;;"Carcassonne";"Languedoc"
222;"E";"laine";"blanchet";"blanc";;;"Tarentaise";"Savoie"
223;"E";"laine";"drap";;;;;
224;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
225;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
226;"E";"laine";"vert";"vert";;;"Fanjeaux";"Languedoc"
227;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
228;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
229;"E";"soie";"cendal";"rouge";;;;
230;"E";"laine";"drap";;;;;
231;"E";"laine";"drap";;;;;
232;"E";"laine";"rouge";"rouge";;;;"Normandie"
233;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
234;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
235;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
236;"E";"laine";"vert";"vert";;;"Fanjeaux";"Languedoc"
237;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
238;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
239;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
240;"E";"laine";"yraigne";;;;"Malines";"Brabant"
241;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
242;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
243;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
244;"E";"mélangé";"futaine";;;;;
245;"E";"laine";"drap";;;;;
246;"E";"laine";"marbré";;;;"Bernay";"Normandie"
247;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
248;"E";"laine";"rouge";"rouge";;;"Bessay";"Languedoc"
249;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
250;"E";"soie";"satin";"noir";;;;
251;"E";"soie";"satin";;;;;
252;"E";"soie";"velours";;;;;
253;"E";"soie";"soie";;;;;
254;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
255;"E";"laine";"vert";"vert";;;"Fanjeaux";"Languedoc"
256;"E";"laine";"drap";;;;;
257;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
258;"E";"laine";"yraigne";;;;"Ypres";"Flandres"
259;"P";"NA";"peau";;;;;
260;"E";"mélangé";"futaine";"blanc";;;"Reims";"Champagne"
261;"E";"mélangé";"futaine";"blanc";;;;
262;"E";"laine";"vert";"vert";;;;
263;"P";"NA";"peau";"rouge";;;;
264;"E";"laine";"drap";;;;;
265;"E";"laine";"bocacin";;;;;
266;"E";"toile";"toile";;;;;
267;"M";"NA";"coton";;;;;
268;"M";"soie";"bourre";;;;;
269;"M";"NA";"coton";;;;;
270;"E";"laine";"drap";;;;;
271;"E";"laine";"yraigne";;;;"Ypres";"Flandres"
272;"E";"laine";"drap";;;;;
273;"E";"laine";"drap";;;;;
274;"E";"laine";"gris";"gris";;;"Montivilliers";"Normandie"
275;"E";"laine";"drap";;;;"Bruxelles";"Brabant"
276;"E";"laine";"morée";"morée";;;"Bruxelles";"Brabant"
277;"E";"laine";"pers";"pers";;;"Montivilliers";"Normandie"
278;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
279;"M";"soie";"soie";"vert";;;;
280;"M";"NA";"fil";;;;;
281;"M";"NA";"ast de lin";;;;;
282;"E";"soie";"violet";;;;"Bologne";"Italie"
283;"E";"laine";"drap";;;;;
284;"E";"soie";"velours";"rouge";;;;
285;"E";"soie";"taffetas";;;;;
286;"E";"soie";"soie";;;"crue";;
287;"E";"toile";"toile";;;;;
288;"E";"laine";"drap";;;;;
289;"E";"soie";"brocard d'or";;;;;
290;"E";"laine";"vert";"vert";;;"Fanjeaux";"Languedoc"
291;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
292;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
293;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
294;"E";"laine";"drap";;;;;
295;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
296;"E";"mélangé";"futaine";;;;;
297;"E";"soie";"bifette d'argen";;;;;
298;"M";"NA";"seasina";;;;;
299;"M";"NA";"fil";;;;;
300;"E";"soie";"bifette";;;;;
301;"E";"laine";"drap";;;;;
302;"E";"laine";"blanc";"blanc";;;;
303;"E";"laine";"rouge";"rouge";;;;
304;"F";"NA";"fourrure";;;;;
305;"E";"laine";"vert";"vert";;;;
306;"E";"mélangé";"futaine";;;;;
307;"F";"NA";"létice";;;;;
308;"F";"NA";"vair";"esgrone";;;;
309;"F";"NA";"vair";"esgrone";;"à rebord pour dame";;
310;"F";"NA";"létice";;;;;
311;"F";"NA";"vair";"esgrone";;;;
312;"F";"NA";"létice";;;;;
313;"F";"NA";"vair";"esgrone";;;;
314;"F";"NA";"vair";;;;;
315;"E";"laine";"violet";"violet";;;"Bernay";"Normandie"
316;"E";"laine";"sarge";"noir";;;;
317;"F";"NA";"fourrure";;;;;
318;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
319;"E";"laine";"drap";;;;;
320;"E";"laine";"drap";;;;;
321;"E";"laine";"drap";;;;;
322;"E";"laine";"drap";;;;;
323;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
324;"E";"soie";"soie";;;;;
325;"E";"laine";"vert";"vert";;;;
326;"E";"soie";"drap d'or";;;;;
327;"E";"soie";"soie";;;;;
328;"E";"toile";"toile";;;;"Reims";"Champagne"
329;"E";"soie";"velours";"rouge";;;;
330;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
331;"E";"laine";"pers";"pers";;;"Saint-Loup";"Bourgogne"
332;"E";"laine";"gris";"graine";;;"Carcassonne";"Languedoc"
333;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
334;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
335;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
336;"E";"laine";"rose";"rose";;;"Bruxelles";"Brabant"
337;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
338;"E";"laine";"pers";"pers";;;"Bruxelles";"Brabant"
339;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
340;"E";"laine";"gris";"gris";;;"Saint-Marcel";"île-de-France"
341;"E";"laine";"vert";"vert";;;"Ypres";"Flandres"
342;"E";"laine";"gris";"gris";;;"Montivilliers";"Normandie"
343;"E";"laine";"marbré";"marbré";;;"Bernay";"Normandie"
344;"E";"laine";"pers";"azur";;;"Montivilliers";"Normandie"
345;"E";"laine";"pers";"azur";;;"Bruxelles";"Brabant"
346;"E";"laine";"pers";"azur";;;"Rouen";"Normandie"
347;"E";"laine";"violet";"violet";;;"Bruxelles";"Brabant"
348;"E";"laine";"violet";"violet";;;"Ypres";"Flandres"
349;"E";"laine";"yraigne";;;;"Ypres";"Flandres"
350;"E";"laine";"gris";"gris";;;"Saint-Marcel";"île-de-France"
351;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
352;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
353;"E";"laine";"pers";"pers";;;"Châlons-sur-Marne";"Champagne"
354;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
355;"E";"laine";"vert";"vert";;;"Fanjeaux";"Languedoc"
356;"E";"laine";"pers";"pers";;;"Carcassonne";"Languedoc"
357;"E";"laine";"gris";"gris";;;"Gignac";"Languedoc"
358;"E";"laine";"naif";;;;"Abbeville";"Normandie"
359;"E";"laine";"écarlate";"rouge";;;"Malines";"Brabant"
360;"F";"NA";"hermine";;;;;
361;"E";"laine";"rouge";"rouge";;;"Verwicq";"Flandres"
362;"E";"laine";"rouge";"rouge";;;"Comines";"Flandres"
363;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
364;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
365;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
366;"E";"laine";"rouge";"rouge";;;"Bessay";"Languedoc"
367;"E";"laine";"pers";"pers";"clair";;"Rouen";"Normandie"
368;"E";"laine";"pers";"pers";"clair";;"Châlons-sur-Marne";"Champagne"
369;"E";"laine";"déguisat";;;;"Toulouse";"Languedoc"
370;"E";"laine";"vert";"vert";;;"Montréal";"Languedoc"
371;"E";"laine";"pers";"pers";;;"Louvier";"Normandie"
372;"E";"laine";"marbré";"marbré";;;"Revel";"Languedoc"
373;"E";"laine";"marbré";"marbré";;;"Louvier";"Normandie"
374;"E";"laine";"blanc";"blanc";;;"Enghien";"île-de-France"
375;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
376;"E";"laine";"blanc";"blanc";;;"Narbonne";"Languedoc"
377;"E";"laine";"blanc";"blanc";;;"Narbonne";"Languedoc"
378;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
379;"M";"soie";"soie";;;;;
380;"E";"soie";"cendal";"rouge";;;;
381;"M";"NA";"fil";"rouge";;;;
382;"M";"NA";"fil";;;;;
383;"E";"laine";"naif";;;;"Bocles";"inconnue"
384;"E";"toile";"toile";;;;;
385;"M";"NA";"fil";;;;;
386;"M";"NA";"corde";;;;;
387;"E";"laine";"pers";"pers";;;"Bruxelles";"Brabant"
388;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
389;"E";"laine";"vert";"vert";;;"Ypres";"Flandres"
390;"E";"laine";"gris";"gris";;;"Evreux";"Normandie"
391;"E";"laine";"morée";"morée";;;"Bruxelles";"Brabant"
392;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
393;"E";"laine";"naif";;;;"Saint-Gervais";"Savoie"
394;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
395;"E";"laine";"drap";;;;;
396;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
397;"E";"toile";"toile";"blanc";;"fin";;
398;"E";"toile";"toile";"blanc";;;;
399;"M";"NA";"coton";;;"filé";;
400;"M";"NA";"coton";;;"battu";;
401;"M";"soie";"soie";;;;;
402;"M";"NA";"fil";;;;;
403;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
404;"E";"laine";"drap";;;;;
405;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
406;"E";"laine";"drap";;;;;
407;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
408;"E";"laine";"bai";;;;"Bruxelles";"Brabant"
409;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
410;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
411;"E";"laine";"drap";;;;;
412;"E";"laine";"drap";;;;;
413;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
414;"E";"toile";"toile";;;"prime";"Reims";"Champagne"
415;"E";"toile";"toile";"blanc";;"lin";;
416;"E";"laine";"vert";"vert";;;"Montréal";"Languedoc"
417;"E";"laine";"drap";;;;;
418;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
419;"E";"laine";"blanc";"blanc";;;"Saint-Mûr";"inconnue"
420;"E";"laine";"blanc";"blanc";;;"Saint-Mûr";"inconnue"
421;"E";"laine";"blanc";"blanc";;;"Saint-Mûr";"inconnue"
422;"E";"laine";"blanc";"blanc";;;"Verwicq";"Flandres"
423;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
424;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
425;"E";"toile";"toile";;;;;
426;"M";"NA";"corde";;;;;
427;"M";"NA";"fil";;;;;
428;"E";"laine";"drap";;;;"Bruxelles";"Brabant"
429;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
430;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
431;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
432;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
433;"E";"laine";"yraigne";;;;"Malines";"Brabant"
434;"E";"laine";"drap";;;;;
435;"E";"laine";"drap";;;;;
436;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
437;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
438;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
439;"E";"toile";"toile";;;;;
440;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
441;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
442;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
443;"E";"laine";"drap";;;;;
444;"E";"laine";"drap";;;;;
445;"E";"laine";"drap";;;;;
446;"E";"laine";"drap";;;;;
447;"E";"laine";"drap";;;;;
448;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
449;"E";"laine";"drap";;;;;
450;"E";"laine";"drap";;;;;
451;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
452;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
453;"E";"laine";"vert";"vert";;;"Montréal";"Languedoc"
454;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
455;"E";"laine";"drap";;;;;
456;"E";"laine";"drap";;;;;
457;"E";"laine";"vert";"vert";;;"Bernay";"Normandie"
458;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
459;"E";"laine";"vert";"vert";;;"Bernay";"Normandie"
460;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
461;"E";"laine";"yraigne";;;;"Malines";"Brabant"
463;"E";"laine";"rouge";"rouge";;"des passants";"Abbeville";"Normandie"
464;"F";"NA";"loup-cervier";;;;;
465;"P";"NA";"chamoix";;;;;
466;"E";"toile";"toile";"rouge";;;;
467;"M";"soie";"soie";"vermeil";;"fin";;
468;"M";"NA";"coton";"blanc";;;;
469;"E";"soie";"satin";;;;;
470;"E";"soie";"satin";"rouge";;;;
471;"E";"soie";"drap d'argent";;;;;
472;"E";"soie";"sarge";;;;;
473;"E";"toile";"toile";"blanc";;"prime";;
474;"E";"toile";"toile";"blanc";;"prime";;
475;"E";"toile";"toile";"blanc";;"prime";;
476;"M";"soie";"bourre";;;;;
477;"F";"NA";"écureuil";;;;;
478;"F";"NA";"renard";;;;;
479;"M";"NA";"fil";"vermeil";;;;
480;"M";"soie";"soie";"vermeil";;;;
481;"M";"NA";"fil";"vermeil";;;;
482;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
483;"E";"soie";"satin";;;;;
484;"E";"soie";"satin";;;;;
485;"E";"soie";"drap d'argent";;;;;
486;"E";"laine";"yraigne";;;;"Ypres";"Flandres"
487;"E";"laine";"yraigne";;;;"Malines";"Brabant"
488;"E";"soie";"satin";"rouge";;;;
489;"E";"laine";"drap";;;;;
490;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
491;"P";"NA";"chamoix";;;;;
492;"F";"NA";"loup-cervier";;;;;
493;"F";"NA";"loup-cervier";;;;;
494;"F";"NA";"vair";;;"escuces";;
495;"F";"NA";"létice";;;;;
496;"E";"laine";"vert";;;;;
497;"E";"laine";"vert";;;;;
498;"E";"toile";"toile";"blanc";;;;
499;"E";"laine";"vert";;;;;
500;"E";"laine";"vert";;;;;
501;"E";"laine";"vert";;;;;
502;"E";"laine";"vert";;;;;
503;"E";"laine";"drap";;;;;
504;"E";"soie";"satin";"rouge";;"fin";;
505;"E";"soie";"sarge";"rouge";"graine";;;
506;"E";"toile";"toile";;;"lin";;
507;"E";"toile";"toile";"rouge";;;;
508;"M";"soie";"soie";;;"fin";;
509;"M";"NA";"coton";;;;;
510;"M";"NA";"fil";"rouge";;;;
511;"E";"soie";"cendal";"rouge";"graine";;;
512;"E";"laine";"travel";"blanc";;;;
513;"E";"soie";"satin";"rouge";;;;
514;"E";"toile";"toile";"blanc";;"subtil";;
515;"E";"mélangé";"futaine";"blanc";;;;
516;"E";"toile";"toile";"vermeil";;;;
517;"M";"soie";"bourre";;;;;
518;"M";"NA";"coton";;;;;
519;"E";"soie";"soie";"rouge";;;;
520;"P";"NA";"chamoix";;;;;
521;"E";"laine";"drap";;;;;
522;"E";"laine";"drap";;;;;
523;"O";"NA";"argent";;;"fin";;
524;"E";"toile";"toile";"rouge";;;;
525;"E";"toile";"toile";;;;;
526;"E";"soie";"soie";"rouge";;;;
527;"E";"toile";"toile";"blanc";;;;
528;"E";"toile";"toile";"blanc";;;;
529;"M";"soie";"bourre";;;;;
530;"M";"NA";"coton";;;;;
531;"E";"soie";"velours";;;;;
532;"E";"laine";"terzavel";"pers";;;;
533;"E";"soie";"satin";;;;;
534;"E";"soie";"velours";;;;;
535;"E";"soie";"satin";;;;;
536;"M";"soie";"soie";"rouge";;;;
537;"M";"NA";"fil";"rouge";;;;
538;"M";"NA";"coton";;;"filé";;
539;"M";"NA";"coton";;;"battu";;
540;"M";"NA";"fil";"rouge";;"prime";;
541;"E";"toile";"toile";;;;;
542;"E";"toile";"toile";;;;;
543;"M";"NA";"frenges";;;;;
544;"F";"NA";"loup-cervier";;;;;
545;"M";"NA";"perle";;;;;
547;"E";"soie";"velours";"rouge";;;;
548;"E";"soie";"satin";"rouge";;;;
549;"E";"soie";"drap";;;;;
550;"E";"laine";"marbré";"marbré";;;"Bernay";"Normandie"
551;"E";"laine";"drap";;;;;
552;"E";"laine";"yraigne";;;;"Bruxelles";"Brabant"
553;"E";"laine";"yraigne";;;;"Ypres";"Flandres"
554;"E";"laine";"violet";"violet";;;"Abbeville";"Normandie"
555;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
556;"E";"laine";"rouge";"rouge";;;"Bernay";"Normandie"
557;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
558;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
559;"E";"laine";"drap";;;;;
560;"E";"laine";"drap";;;;;
561;"E";"toile";"toile";;;;;
562;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
563;"E";"laine";"drap";;;;;
564;"E";"laine";"drap";;;;;
565;"E";"laine";"drap";;;;;
566;"E";"laine";"drap";;;;;
567;"E";"soie";"soie";"azur";"champ azur";;;
568;"E";"soie";"soie";"rouge";;"champ rouge";;
569;"E";"laine";"drap";;;;;
570;"E";"laine";"noir";"noir";;;"Bernay";"Normandie"
571;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
572;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
573;"E";"soie";"satin";"vert";;;;
