"compte";"numTrans";"idTravaille"
"7 MI 3, r. 33 et 34, R71";10599;4154
"7 MI 3, r. 33 et 34, R71";10600;4157
"7 MI 3, r. 33 et 34, R71";10601;4159
"7 MI 3, r. 33 et 34, R71";10602;4161
"7 MI 3, r. 33 et 34, R71";10605;4163
"7 MI 3, r. 33 et 34, R71";10606;4165
"7 MI 3, r. 33 et 34, R71";10607;4167
"7 MI 3, r. 33 et 34, R71";10607;4169
"7 MI 3, r. 33 et 34, R71";10609;4171
"7 MI 3, r. 33 et 34, R71";10609;4173
"7 MI 3, r. 33 et 34, R71";10611;4175
"7 MI 3, r. 33 et 34, R71";10611;4177
"7 MI 3, r. 33 et 34, R71";10611;4181
"7 MI 3, r. 33 et 34, R71";10612;4175
"7 MI 3, r. 33 et 34, R71";10612;4177
"7 MI 3, r. 33 et 34, R71";10613;4175
"7 MI 3, r. 33 et 34, R71";10614;4179
"7 MI 3, r. 33 et 34, R71";10615;4177
"7 MI 3, r. 33 et 34, R71";10616;4179
"7 MI 3, r. 33 et 34, R71";10617;4181
"7 MI 3, r. 33 et 34, R71";10618;4183
"7 MI 3, r. 33 et 34, R71";10618;4185
"7 MI 3, r. 33 et 34, R71";10618;4191
"7 MI 3, r. 33 et 34, R71";10619;4187
"7 MI 3, r. 33 et 34, R71";10619;4189
"7 MI 3, r. 33 et 34, R71";10622;4187
"7 MI 3, r. 33 et 34, R71";10623;4183
"7 MI 3, r. 33 et 34, R71";10623;4185
"7 MI 3, r. 33 et 34, R71";10625;4187
"7 MI 3, r. 33 et 34, R71";10626;4189
"7 MI 3, r. 33 et 34, R71";10627;4191
"7 MI 3, r. 33 et 34, R71";10638;4193
"7 MI 3, r. 33 et 34, R71";10642;4193
"7 MI 3, r. 33 et 34, R71";10647;4195
"7 MI 3, r. 33 et 34, R71";10648;4195
"7 MI 3, r. 33 et 34, R71";10649;4195
"7 MI 3, r. 33 et 34, R71";10650;4195
"7 MI 3, r. 33 et 34, R71";10651;4195
"7 MI 3, r. 33 et 34, R71";10656;4199
"7 MI 3, r. 33 et 34, R71";10656;4202
"7 MI 3, r. 33 et 34, R71";10659;4197
"7 MI 3, r. 33 et 34, R71";10662;4199
"7 MI 3, r. 33 et 34, R71";10663;4199
"7 MI 3, r. 33 et 34, R71";10666;4202
"7 MI 3, r. 33 et 34, R71";10672;4204
"7 MI 3, r. 33 et 34, R71";10674;4206
"7 MI 3, r. 33 et 34, R71";10675;4208
"7 MI 3, r. 33 et 34, R71";10676;4210
"7 MI 3, r. 33 et 34, R71";10677;4212
"7 MI 3, r. 33 et 34, R71";10679;4214
"7 MI 3, r. 33 et 34, R71";10680;4216
"7 MI 3, r. 33 et 34, R71";10688;4218
"7 MI 3, r. 33 et 34, R71";10690;4220
"7 MI 3, r. 33 et 34, R71";10692;4222
"7 MI 3, r. 33 et 34, R71";10693;4225
"7 MI 3, r. 33 et 34, R71";10694;4227
"7 MI 3, r. 33 et 34, R71";10695;4229
"7 MI 3, r. 33 et 34, R71";10696;4231
"7 MI 3, r. 33 et 34, R71";10698;4233
"7 MI 3, r. 33 et 34, R71";10699;4235
"7 MI 3, r. 33 et 34, R71";10701;4237
"7 MI 3, r. 33 et 34, R71";10704;4239
"7 MI 3, r. 33 et 34, R71";10704;4241
"7 MI 3, r. 33 et 34, R71";10706;4239
"7 MI 3, r. 33 et 34, R71";10707;4241
"7 MI 3, r. 33 et 34, R71";10711;4244
"7 MI 3, r. 33 et 34, R71";10712;4246
"7 MI 3, r. 33 et 34, R71";10713;4249
"7 MI 3, r. 33 et 34, R71";10714;4251
"7 MI 3, r. 33 et 34, R71";10715;4253
"7 MI 3, r. 33 et 34, R71";10717;4256
"7 MI 3, r. 33 et 34, R71";10718;4258
"7 MI 3, r. 33 et 34, R71";10719;4260
"7 MI 3, r. 33 et 34, R71";10720;4262
"7 MI 3, r. 33 et 34, R71";10722;4264
"7 MI 3, r. 33 et 34, R71";10723;4266
"7 MI 3, r. 33 et 34, R71";10725;4268
"7 MI 3, r. 33 et 34, R71";10726;4270
"7 MI 3, r. 33 et 34, R71";10727;4272
"7 MI 3, r. 33 et 34, R71";10728;4274
"7 MI 3, r. 33 et 34, R71";10728;4278
"7 MI 3, r. 33 et 34, R71";10729;4276
"7 MI 3, r. 33 et 34, R71";10732;4280
"7 MI 3, r. 33 et 34, R71";10733;4283
"7 MI 3, r. 33 et 34, R71";10734;4285
"7 MI 3, r. 33 et 34, R71";10735;4287
"7 MI 3, r. 33 et 34, R71";10737;4289
"7 MI 3, r. 33 et 34, R71";10738;4291
"7 MI 3, r. 33 et 34, R71";10739;4293
"7 MI 3, r. 33 et 34, R71";10742;4297
"7 MI 3, r. 33 et 34, R71";10756;4299
"7 MI 3, r. 33 et 34, R71";10757;4301
"7 MI 3, r. 33 et 34, R71";10758;4303
"7 MI 3, r. 33 et 34, R71";10759;4305
"7 MI 3, r. 33 et 34, R71";10760;4307
"7 MI 3, r. 33 et 34, R71";10764;4310
"7 MI 3, r. 33 et 34, R71";10764;4316
"7 MI 3, r. 33 et 34, R71";10765;4312
"7 MI 3, r. 33 et 34, R71";10765;4314
"7 MI 3, r. 33 et 34, R71";10766;4316
"7 MI 3, r. 33 et 34, R71";10774;4318
"7 MI 3, r. 33 et 34, R71";10778;4320
"7 MI 3, r. 33 et 34, R71";10780;4322
"7 MI 3, r. 33 et 34, R71";10781;4325
"7 MI 3, r. 33 et 34, R71";10782;4329
"7 MI 3, r. 33 et 34, R71";10783;4331
"7 MI 3, r. 35, R72";10788;4333
"7 MI 3, r. 35, R72";10788;4335
"7 MI 3, r. 35, R72";10788;4339
"7 MI 3, r. 35, R72";10789;4335
"7 MI 3, r. 35, R72";10789;4337
"7 MI 3, r. 35, R72";10790;4337
"7 MI 3, r. 35, R72";10790;4339
"7 MI 3, r. 35, R72";10807;4341
"7 MI 3, r. 35, R72";10807;4344
"7 MI 3, r. 35, R72";10808;4347
"7 MI 3, r. 35, R72";10808;4349
"7 MI 3, r. 35, R72";10809;4351
"7 MI 3, r. 35, R72";10809;4353
"7 MI 3, r. 35, R72";10813;4357
"7 MI 3, r. 35, R72";10817;4355
"7 MI 3, r. 35, R72";10835;4357
"7 MI 3, r. 35, R72";10836;4359
"7 MI 3, r. 35, R72";10840;4361
"7 MI 3, r. 35, R72";10842;4363
"7 MI 3, r. 35, R72";10843;4365
"7 MI 3, r. 35, R72";10844;4367
"7 MI 3, r. 35, R72";10845;4369
"7 MI 3, r. 35, R72";10847;4371
"7 MI 3, r. 35, R72";10848;4373
"7 MI 3, r. 35, R72";10850;4382
"7 MI 3, r. 35, R72";10851;4380
"7 MI 3, r. 35, R72";10852;4378
"7 MI 3, r. 35, R72";10853;4375
"7 MI 3, r. 35, R72";10854;4384
"7 MI 3, r. 35, R72";10876;4386
"7 MI 3, r. 35, R72";10876;4388
"7 MI 3, r. 35, R72";10876;4390
"7 MI 3, r. 35, R72";10882;4396
"7 MI 3, r. 35, R72";10885;4398
"7 MI 3, r. 35, R72";10885;4400
"7 MI 3, r. 35, R72";10886;4398
"7 MI 3, r. 35, R72";10886;4400
"7 MI 3, r. 35, R72";10887;4398
"7 MI 3, r. 35, R72";10887;4400
"7 MI 3, r. 35, R72";10890;4402
"7 MI 3, r. 35, R72";10900;4404
"7 MI 3, r. 35, R72";10901;4404
"7 MI 3, r. 35, R72";10920;4406
"7 MI 3, r. 35, R72";10922;4408
"7 MI 3, r. 35, R72";10935;4410
"7 MI 3, r. 35, R72";10936;4412
"7 MI 3, r. 35, R72";10947;4414
"7 MI 3, r. 35, R72";10953;4417
"7 MI 3, r. 35, R72";10964;4419
"7 MI 3, r. 35, R72";10965;4421
"7 MI 3, r. 35, R72";10966;4423
"7 MI 3, r. 35, R72";10978;4425
"7 MI 3, r. 35, R72";10985;4425
"7 MI 3, r. 36, R73";11120;4499
"7 MI 3, r. 36, R73";11121;4501
"7 MI 3, r. 36, R73";11122;4503
"7 MI 3, r. 36, R73";11123;4505
"7 MI 3, r. 36, R73";11124;4507
"7 MI 3, r. 36, R73";11127;4509
"7 MI 3, r. 36, R73";11134;4511
"7 MI 3, r. 36, R73";11145;4513
"7 MI 3, r. 36, R73";11165;4515
"7 MI 3, r. 36, R73";11189;4517
"7 MI 3, r. 36, R73";11189;4519
"7 MI 3, r. 36, R73";11190;4519
"7 MI 3, r. 36, R74";10990;4429
"7 MI 3, r. 36, R74";10994;4434
"7 MI 3, r. 36, R74";10995;4434
"7 MI 3, r. 36, R74";10996;4434
"7 MI 3, r. 36, R74";10997;4434
"7 MI 3, r. 36, R74";10998;4434
"7 MI 3, r. 36, R74";10999;4434
"7 MI 3, r. 36, R74";11000;4438
"7 MI 3, r. 36, R74";11001;4436
"7 MI 3, r. 36, R74";11001;4438
"7 MI 3, r. 36, R74";11009;4442
"7 MI 3, r. 36, R74";11010;4444
"7 MI 3, r. 36, R74";11012;4440
"7 MI 3, r. 36, R74";11015;4442
"7 MI 3, r. 36, R74";11016;4444
"7 MI 3, r. 36, R74";11017;4446
"7 MI 3, r. 36, R74";11021;4448
"7 MI 3, r. 36, R74";11021;4450
"7 MI 3, r. 36, R74";11022;4448
"7 MI 3, r. 36, R74";11022;4450
"7 MI 3, r. 36, R74";11023;4448
"7 MI 3, r. 36, R74";11025;4450
"7 MI 3, r. 36, R74";11026;4452
"7 MI 3, r. 36, R74";11027;4454
"7 MI 3, r. 36, R74";11028;4454
"7 MI 3, r. 36, R74";11029;4456
"7 MI 3, r. 36, R74";11029;4458
"7 MI 3, r. 36, R74";11031;4458
"7 MI 3, r. 36, R74";11032;4460
"7 MI 3, r. 36, R74";11033;4462
"7 MI 3, r. 36, R74";11033;4464
"7 MI 3, r. 36, R74";11035;4466
"7 MI 3, r. 36, R74";11036;4468
"7 MI 3, r. 36, R74";11039;4470
"7 MI 3, r. 36, R74";11039;4472
"7 MI 3, r. 36, R74";11041;4470
"7 MI 3, r. 36, R74";11042;4472
"7 MI 3, r. 36, R74";11044;4474
"7 MI 3, r. 36, R74";11051;4476
"7 MI 3, r. 36, R74";11055;4476
"7 MI 3, r. 36, R74";11056;4478
"7 MI 3, r. 36, R74";11056;4480
"7 MI 3, r. 36, R74";11058;4478
"7 MI 3, r. 36, R74";11059;4480
"7 MI 3, r. 36, R74";11062;4482
"7 MI 3, r. 36, R74";11063;4484
"7 MI 3, r. 36, R74";11069;4486
"7 MI 3, r. 36, R74";11072;4489
"7 MI 3, r. 36, R74";11072;4491
"7 MI 3, r. 36, R74";11072;4493
"7 MI 3, r. 36, R74";11097;4495
"7 MI 3, r. 36, R74";11115;4497
"7 MI 3, r. 4, r. 5, R39";5978;1674
"7 MI 3, r. 4, r. 5, R39";5990;1676
"7 MI 3, r. 4, r. 5, R39";6060;1678
"7 MI 3, r. 4, r. 5, R39";6061;1680
"7 MI 3, r. 4, r. 5, R39";6063;1682
"7 MI 3, r. 4, r. 5, R39";6127;1684
"7 MI 3, r. 4, r. 5, R39";6131;1686
"7 MI 3, r. 4, r. 5, R39";6134;1688
"7 MI 3, r. 4, r. 5, R39";6139;1690
"7 MI 3, r. 4, r. 5, R39";6139;1692
"7 MI 3, r. 4, r. 5, R39";6140;1692
"7 MI 3, r. 4, r. 5, R39";6146;1695
"7 MI 3, r. 4, r. 5, R39";6147;1697
"7 MI 3, r. 4, r. 5, R39";6148;1699
"7 MI 3, r. 4, r. 5, R39";6196;1701
"7 MI 3, r. 4, r. 5, R39";6197;1701
"7 MI 3, r. 4, r. 5, R39";6243;1703
"7 MI 3, r. 4, r. 5, R39";6243;1704
"7 MI 3, r. 4, r. 5, R39";6243;1707
"7 MI 3, r. 4, r. 5, R39";6243;1709
"7 MI 3, r. 4, r. 5, R39";6261;1712
"7 MI 3, r. 4, r. 5, R39";6264;1714
"7 MI 3, r. 4, r. 5, R39";6304;1716
"7 MI 3, r. 4, r. 5, R39";6326;1718
"7 MI 3, r. 4, r. 5, R39";6348;1720
"7 MI 3, r. 4, r. 5, R39";6349;1722
"7 MI 3, r. 4, r. 5, R39";6350;1722
"7 MI 3, r. 4, r. 5, R39";6352;1724
"7 MI 3, r. 4, r. 5, R39";6353;1726
"7 MI 3, r. 4, r. 5, R39";6354;1728
"7 MI 3, r. 4, r. 5, R39";6363;1730
"7 MI 3, r. 4, r. 5, R39";6364;1732
"7 MI 3, r. 4, r. 5, R39";6365;1734
"7 MI 3, r. 4, r. 5, R39";6366;1736
"7 MI 3, r. 4, r. 5, R39";6370;1738
"7 MI 3, r. 4, r. 5, R39";6370;1740
"7 MI 3, r. 4, r. 5, R39";6370;1742
"7 MI 3, r. 4, r. 5, R39";6371;1745
"7 MI 3, r. 4, r. 5, R39";6371;1747
"7 MI 3, r. 4, r. 5, R39";6371;1749
"7 MI 3, r. 4, r. 5, R40";6423;1751
"7 MI 3, r. 4, r. 5, R40";6423;1752
"7 MI 3, r. 4, r. 5, R40";6423;1755
"7 MI 3, r. 4, r. 5, R40";6424;1757
"7 MI 3, r. 4, r. 5, R40";6426;1759
"7 MI 3, r. 4, r. 5, R40";6428;1763
"7 MI 3, r. 4, r. 5, R40";6432;1765
"7 MI 3, r. 4, r. 5, R40";6433;1765
"7 MI 3, r. 4, r. 5, R40";6434;1765
"7 MI 3, r. 4, r. 5, R40";6435;1765
"7 MI 3, r. 4, r. 5, R40";6436;1765
"7 MI 3, r. 4, r. 5, R40";6438;1768
"7 MI 3, r. 4, r. 5, R40";6438;1770
"7 MI 3, r. 4, r. 5, R40";6440;1772
"7 MI 3, r. 4, r. 5, R40";6443;1774
"7 MI 3, r. 4, r. 5, R40";6447;1776
"7 MI 3, r. 4, r. 5, R40";6452;1778
"7 MI 3, r. 4, r. 5, R40";6462;1784
"7 MI 3, r. 4, r. 5, R40";6468;1780
"7 MI 3, r. 4, r. 5, R40";6470;1782
"7 MI 3, r. 4, r. 5, R40";6473;1784
"7 MI 3, r. 6 et r. 7, R43";6890;1947
"7 MI 3, r. 6 et r. 7, R43";6894;1949
"7 MI 3, r. 6 et r. 7, R43";6903;1951
"7 MI 3, r. 6 et r. 7, R43";6904;1952
"7 MI 3, r. 6 et r. 7, R43";6905;1955
"7 MI 3, r. 6 et r. 7, R43";6906;1958
"7 MI 3, r. 6 et r. 7, R43";6907;1960
"7 MI 3, r. 6 et r. 7, R43";6907;2039
"7 MI 3, r. 6 et r. 7, R43";6909;1962
"7 MI 3, r. 6 et r. 7, R43";6910;1965
"7 MI 3, r. 6 et r. 7, R43";6910;1966
"7 MI 3, r. 6 et r. 7, R43";6910;1969
"7 MI 3, r. 6 et r. 7, R43";6911;1965
"7 MI 3, r. 6 et r. 7, R43";6911;1966
"7 MI 3, r. 6 et r. 7, R43";6911;1969
"7 MI 3, r. 6 et r. 7, R43";6912;1965
"7 MI 3, r. 6 et r. 7, R43";6912;1966
"7 MI 3, r. 6 et r. 7, R43";6912;1969
"7 MI 3, r. 6 et r. 7, R43";6913;1965
"7 MI 3, r. 6 et r. 7, R43";6913;1966
"7 MI 3, r. 6 et r. 7, R43";6913;1969
"7 MI 3, r. 6 et r. 7, R43";6914;1965
"7 MI 3, r. 6 et r. 7, R43";6914;1966
"7 MI 3, r. 6 et r. 7, R43";6914;1969
"7 MI 3, r. 6 et r. 7, R43";6922;1971
"7 MI 3, r. 6 et r. 7, R43";6931;2006
"7 MI 3, r. 6 et r. 7, R43";6931;2009
"7 MI 3, r. 6 et r. 7, R43";6940;1996
"7 MI 3, r. 6 et r. 7, R43";6943;2011
"7 MI 3, r. 6 et r. 7, R43";6946;2014
"7 MI 3, r. 6 et r. 7, R43";6948;2016
"7 MI 3, r. 6 et r. 7, R43";6955;2018
"7 MI 3, r. 6 et r. 7, R43";6973;1973
"7 MI 3, r. 6 et r. 7, R43";6974;1975
"7 MI 3, r. 6 et r. 7, R43";6975;1978
"7 MI 3, r. 6 et r. 7, R43";6976;1980
"7 MI 3, r. 6 et r. 7, R43";6977;1982
"7 MI 3, r. 6 et r. 7, R43";6978;1984
"7 MI 3, r. 6 et r. 7, R43";6979;1986
"7 MI 3, r. 6 et r. 7, R43";6980;1988
"7 MI 3, r. 6 et r. 7, R43";6981;1990
"7 MI 3, r. 6 et r. 7, R43";6982;1992
"7 MI 3, r. 6 et r. 7, R43";6983;1994
"7 MI 3, r. 6 et r. 7, R43";6984;1996
"7 MI 3, r. 6 et r. 7, R43";6985;1998
"7 MI 3, r. 6 et r. 7, R43";6986;2000
"7 MI 3, r. 6 et r. 7, R43";6987;2002
"7 MI 3, r. 6 et r. 7, R43";6988;2004
"7 MI 3, r. 6 et r. 7, R43";6989;2006
"7 MI 3, r. 6 et r. 7, R43";6990;2009
"7 MI 3, r. 6 et r. 7, R43";6991;2011
"7 MI 3, r. 6 et r. 7, R43";6992;2014
"7 MI 3, r. 6 et r. 7, R43";6993;2016
"7 MI 3, r. 6 et r. 7, R43";6996;2018
"7 MI 3, r. 6 et r. 7, R43";6998;2018
"7 MI 3, r. 6 et r. 7, R43";6999;2018
"7 MI 3, r. 6 et r. 7, R43";7000;2018
"7 MI 3, r. 6 et r. 7, R43";7010;2018
"7 MI 3, r. 6 et r. 7, R43";7061;2027
"7 MI 3, r. 6 et r. 7, R43";7068;2032
"7 MI 3, r. 6 et r. 7, R43";7074;2023
"7 MI 3, r. 6 et r. 7, R43";7075;2025
"7 MI 3, r. 6 et r. 7, R43";7078;2027
"7 MI 3, r. 6 et r. 7, R43";7089;2030
"7 MI 3, r. 6 et r. 7, R43";7091;2032
"7 MI 3, r. 6 et r. 7, R43";7093;2035
"7 MI 3, r. 6 et r. 7, R43";7094;2035
"7 MI 3, r. 6 et r. 7, R43";7104;2043
"7 MI 3, r. 6 et r. 7, R43";7113;2037
"7 MI 3, r. 6 et r. 7, R43";7114;2039
"7 MI 3, r. 6 et r. 7, R43";7115;2056
"7 MI 3, r. 6 et r. 7, R43";7116;2041
"7 MI 3, r. 6 et r. 7, R43";7147;2045
"7 MI 3, r. 6 et r. 7, R43";7148;2045
"7 MI 3, r. 6 et r. 7, R43";7152;2047
"7 MI 3, r. 6 et r. 7, R43";7164;2049
"7 MI 3, r. 6 et r. 7, R43";7168;2052
"7 MI 3, r. 6 et r. 7, R43";7169;2054
"7 MI 3, r. 6 et r. 7, R43";7219;2058
"7 MI 3, r. 6 et r. 7, R43";7220;2060
"7 MI 3, r. 6 et r. 7, R43";7222;2062
"7 MI 3, r. 6 et r. 7, R43";7223;2064
"7 MI 3, r. 6 et r. 7, R43";7226;2066
"7 MI 3, r. 6 et r. 7, R43";7239;2068
"7 MI 3, r. 6 et r. 7, R43";7259;2070
"7 MI 3, r. 6 et r. 7, R43";7260;2072
"7 MI 3, r. 6 et r. 7, R43";7264;2072
"7 MI 3, r. 6 et r. 7, R43";7271;2074
"7 MI 3, r. 6 et r. 7, R43";7277;2076
"7 MI 3, r. 6 et r. 7, R43";7285;2078
"7 MI 3, r. 6 et r. 7, R43";7292;2080
"7 MI 3, r. 6 et r. 7, R43";7296;2082
"7 MI 3, r. 6 et r. 7, R43";7303;2084
"7 MI 3, r. 6 et r. 7, R43";7304;2086
"7 MI 3, r. 6 et r. 7, R43";7306;2088
"7 MI 3, r. 6 et r. 7, R43";7307;2090
"7 MI 3, r. 6 et r. 7, R43";7307;2092
"7 MI 3, r. 6 et r. 7, R43";7307;2094
"7 MI 3, r. 6 et r. 7, R43";7308;2092
"7 MI 3, r. 6 et r. 7, R43";7309;2094
"7 MI 3, r. 6 et r. 7, R43";7334;2096
"7 MI 3, r. 6 et r. 7, R43";7335;2098
"7 MI 3, r. 6 et r. 7, R43";7336;2100
"7 MI 3, r. 6 et r. 7, R43";7337;2102
"7 MI 3, r. 6 et r. 7, R43";7341;2104
"7 MI 3, r. 6 et r. 7, R43";7343;2131
"7 MI 3, r. 6 et r. 7, R43";7346;2106
"7 MI 3, r. 6 et r. 7, R43";7349;2108
"7 MI 3, r. 6 et r. 7, R43";7349;2110
"7 MI 3, r. 6 et r. 7, R43";7349;2112
"7 MI 3, r. 6 et r. 7, R43";7350;2108
"7 MI 3, r. 6 et r. 7, R43";7351;2110
"7 MI 3, r. 6 et r. 7, R43";7352;2112
"7 MI 3, r. 6 et r. 7, R43";7354;2114
"7 MI 3, r. 6 et r. 7, R43";7359;2116
"7 MI 3, r. 6 et r. 7, R43";7361;2118
"7 MI 3, r. 6 et r. 7, R43";7363;2120
"7 MI 3, r. 6 et r. 7, R43";7364;2124
"7 MI 3, r. 6 et r. 7, R43";7369;2122
"7 MI 3, r. 6 et r. 7, R43";7370;2122
"7 MI 3, r. 6 et r. 7, R43";7371;2122
"7 MI 3, r. 6 et r. 7, R43";7373;2124
"7 MI 3, r. 6 et r. 7, R43";7382;2127
"7 MI 3, r. 6 et r. 7, R43";7387;2129
"7 MI 3, r. 6 et r. 7, R43";7390;2133
"7 MI 3, r. 6 et r. 7, R43";7392;2131
"7 MI 3, r. 6 et r. 7, R43";7397;2133
"7 MI 3, r. 6 et r. 7, R43";7399;2135
"7 MI 3, r. 6 et r. 7, R43";7401;2137
"7 MI 3, r. 6 et r. 7, R43";7410;2139
"7 MI 3, r. 6 et r. 7, R43";7410;2141
"7 MI 3, r. 6 et r. 7, R43";7412;2141
"7 MI 3, r. 6 et r. 7, R43";7416;2143
"7 MI 3, r. 6, R42";6490;1786
"7 MI 3, r. 6, R42";6500;1788
"7 MI 3, r. 6, R42";6501;1790
"7 MI 3, r. 6, R42";6503;1792
"7 MI 3, r. 6, R42";6505;1794
"7 MI 3, r. 6, R42";6506;1796
"7 MI 3, r. 6, R42";6507;1798
"7 MI 3, r. 6, R42";6509;1800
"7 MI 3, r. 6, R42";6509;1858
"7 MI 3, r. 6, R42";6509;1860
"7 MI 3, r. 6, R42";6510;1802
"7 MI 3, r. 6, R42";6511;1804
"7 MI 3, r. 6, R42";6512;1806
"7 MI 3, r. 6, R42";6513;1808
"7 MI 3, r. 6, R42";6515;1810
"7 MI 3, r. 6, R42";6525;1812
"7 MI 3, r. 6, R42";6532;1814
"7 MI 3, r. 6, R42";6532;1817
"7 MI 3, r. 6, R42";6533;1814
"7 MI 3, r. 6, R42";6534;1814
"7 MI 3, r. 6, R42";6535;1814
"7 MI 3, r. 6, R42";6536;1814
"7 MI 3, r. 6, R42";6536;1820
"7 MI 3, r. 6, R42";6537;1814
"7 MI 3, r. 6, R42";6537;1820
"7 MI 3, r. 6, R42";6538;1814
"7 MI 3, r. 6, R42";6539;1814
"7 MI 3, r. 6, R42";6544;1817
"7 MI 3, r. 6, R42";6545;1820
"7 MI 3, r. 6, R42";6553;1824
"7 MI 3, r. 6, R42";6554;1824
"7 MI 3, r. 6, R42";6555;1824
"7 MI 3, r. 6, R42";6570;1826
"7 MI 3, r. 6, R42";6571;1826
"7 MI 3, r. 6, R42";6582;1828
"7 MI 3, r. 6, R42";6583;1846
"7 MI 3, r. 6, R42";6584;1837
"7 MI 3, r. 6, R42";6584;1841
"7 MI 3, r. 6, R42";6586;1844
"7 MI 3, r. 6, R42";6587;1844
"7 MI 3, r. 6, R42";6588;1833
"7 MI 3, r. 6, R42";6588;1858
"7 MI 3, r. 6, R42";6588;1860
"7 MI 3, r. 6, R42";6590;1841
"7 MI 3, r. 6, R42";6618;1839
"7 MI 3, r. 6, R42";6620;1852
"7 MI 3, r. 6, R42";6623;1830
"7 MI 3, r. 6, R42";6624;1833
"7 MI 3, r. 6, R42";6625;1835
"7 MI 3, r. 6, R42";6626;1835
"7 MI 3, r. 6, R42";6627;1837
"7 MI 3, r. 6, R42";6628;1839
"7 MI 3, r. 6, R42";6629;1841
"7 MI 3, r. 6, R42";6630;1844
"7 MI 3, r. 6, R42";6631;1846
"7 MI 3, r. 6, R42";6632;1848
"7 MI 3, r. 6, R42";6633;1850
"7 MI 3, r. 6, R42";6634;1852
"7 MI 3, r. 6, R42";6676;1856
"7 MI 3, r. 6, R42";6677;1858
"7 MI 3, r. 6, R42";6677;1860
"7 MI 3, r. 6, R42";6685;1863
"7 MI 3, r. 6, R42";6687;1865
"7 MI 3, r. 6, R42";6690;1868
"7 MI 3, r. 6, R42";6691;1870
"7 MI 3, r. 6, R42";6694;1872
"7 MI 3, r. 6, R42";6704;1874
"7 MI 3, r. 6, R42";6705;1876
"7 MI 3, r. 6, R42";6706;1878
"7 MI 3, r. 6, R42";6707;1880
"7 MI 3, r. 6, R42";6717;1885
"7 MI 3, r. 6, R42";6721;1883
"7 MI 3, r. 6, R42";6721;1887
"7 MI 3, r. 6, R42";6722;1885
"7 MI 3, r. 6, R42";6723;1887
"7 MI 3, r. 6, R42";6734;1891
"7 MI 3, r. 6, R42";6748;1894
"7 MI 3, r. 6, R42";6756;1896
"7 MI 3, r. 6, R42";6759;1898
"7 MI 3, r. 6, R42";6760;1898
"7 MI 3, r. 6, R42";6763;1900
"7 MI 3, r. 6, R42";6766;1902
"7 MI 3, r. 6, R42";6776;1925
"7 MI 3, r. 6, R42";6776;1928
"7 MI 3, r. 6, R42";6776;1937
"7 MI 3, r. 6, R42";6778;1932
"7 MI 3, r. 6, R42";6778;1935
"7 MI 3, r. 6, R42";6779;1940
"7 MI 3, r. 6, R42";6803;1904
"7 MI 3, r. 6, R42";6806;1907
"7 MI 3, r. 6, R42";6807;1907
"7 MI 3, r. 6, R42";6808;1907
"7 MI 3, r. 6, R42";6817;1909
"7 MI 3, r. 6, R42";6819;1909
"7 MI 3, r. 6, R42";6836;1911
"7 MI 3, r. 6, R42";6836;1916
"7 MI 3, r. 6, R42";6837;1916
"7 MI 3, r. 6, R42";6838;1916
"7 MI 3, r. 6, R42";6839;1914
"7 MI 3, r. 6, R42";6839;1916
"7 MI 3, r. 6, R42";6854;1911
"7 MI 3, r. 6, R42";6855;1914
"7 MI 3, r. 6, R42";6856;1916
"7 MI 3, r. 6, R42";6858;1919
"7 MI 3, r. 6, R42";6859;1919
"7 MI 3, r. 6, R42";6861;1921
"7 MI 3, r. 6, R42";6863;1923
"7 MI 3, r. 6, R42";6865;1925
"7 MI 3, r. 6, R42";6868;1928
"7 MI 3, r. 6, R42";6869;1930
"7 MI 3, r. 6, R42";6870;1932
"7 MI 3, r. 6, R42";6872;1935
"7 MI 3, r. 6, R42";6873;1937
"7 MI 3, r. 6, R42";6874;1940
"7 MI 3, r. 6, R42";6875;1943
"7 MI 3, r. 6, R42";6876;1945
"7 MI 3, r. 9 et r. 10, R46";7522;2198
"7 MI 3, r. 9 et r. 10, R46";7523;2205
"7 MI 3, r. 9 et r. 10, R46";7524;2207
"7 MI 3, r. 9 et r. 10, R46";7525;2209
"7 MI 3, r. 9 et r. 10, R46";7526;2211
"7 MI 3, r. 9 et r. 10, R46";7528;2214
"7 MI 3, r. 9 et r. 10, R46";7530;2216
"7 MI 3, r. 9 et r. 10, R46";7531;2221
"7 MI 3, r. 9 et r. 10, R46";7532;2223
"7 MI 3, r. 9 et r. 10, R46";7543;2225
"7 MI 3, r. 9 et r. 10, R46";7546;2227
"7 MI 3, r. 9 et r. 10, R46";7553;2234
"7 MI 3, r. 9 et r. 10, R46";7554;2229
"7 MI 3, r. 9 et r. 10, R46";7558;2231
"7 MI 3, r. 9 et r. 10, R46";7559;2234
"7 MI 3, r. 9 et r. 10, R46";7563;2236
"7 MI 3, r. 9 et r. 10, R46";7565;2238
"7 MI 3, r. 9 et r. 10, R46";7566;2240
"7 MI 3, r. 9 et r. 10, R46";7570;2240
"7 MI 3, r. 9 et r. 10, R46";7573;2242
"7 MI 3, r. 9 et r. 10, R46";7574;2246
"7 MI 3, r. 9 et r. 10, R46";7577;2244
"7 MI 3, r. 9 et r. 10, R46";7578;2244
"7 MI 3, r. 9 et r. 10, R46";7579;2244
"7 MI 3, r. 9 et r. 10, R46";7580;2246
"7 MI 3, r. 9 et r. 10, R46";7581;2248
