"compte";"numTrans";"Ville";"Region";"Occasion";"Date";"Remarques";"AchatMP";"AchatPP";"AchatFA";"AchatDA";"typeAchat";"pagination";"date_ordre";"date_recette";"Prix_Ensemble";"prix_partage"
"7 MI 3,  r. 11, R49";7841;"Chambéry";"Savoie";;;"fr. ad 16";1;0;0;0;;"25";13/1/1404 00:00:00;;15272;0
"7 MI 3,  r. 11, R49";7842;"Chambéry";"Savoie";;;;0;0;0;0;;"25";23/1/1404 00:00:00;;15274;0
"7 MI 3,  r. 11, R49 bis";7843;"Lyon";"Lyonnais";;;"sc. ad 18 ob";0;0;0;0;;"23";10/12/1402 00:00:00;;15276;0
"7 MI 3,  r. 11, R49 ter";7844;"Lyon";"Lyonnais";;;;0;0;0;0;;"64";16/6/1403 00:00:00;;15278;0
"7 MI 3,  r. 11, R49 ter";7845;;;;;;0;1;0;0;;"95 v";24/6/1403 00:00:00;;15280;0
"7 MI 3,  r. 13, R52";8013;"Chambéry";"Savoie";;;"aducuntur, paiement en retard";1;0;0;0;;"226";15/12/1404 00:00:00;;15638;0
"7 MI 3,  r. 13, R52";8014;;;;;"deducuntus paiement en retard";1;0;0;0;;"226 v";15/12/1404 00:00:00;;15640;0
"7 MI 3,  r. 13, R52";8015;;;;;"deducuntus paiement en retard";1;0;0;0;;"227 v";4/10/1405 00:00:00;;15644;0
"7 MI 3,  r. 13, R52";8016;;;;;"deducuntus paiement en retard";1;0;0;0;;"227";1/7/1395 00:00:00;;15642;0
"7 MI 3,  r. 13, R52";8017;"Bourg-en -Bresse";"Bresse";;;"deducuntus paiement en retard";1;0;0;0;;"227 v";1/7/1395 00:00:00;;15646;0
"7 MI 3,  r. 13, R52";8018;;;;;"deducuntus, don en argent";0;1;0;0;;"228";28/7/1405 00:00:00;;15648;0
"7 MI 3,  r. 13, R52";8019;;;;;"don en argent";0;1;0;0;;"228";21/11/1405 00:00:00;;15650;0
"7 MI 3,  r. 13, R52";8020;;;;;"don en argent";0;1;0;0;;"229";30/11/1405 00:00:00;;15652;0
"7 MI 3,  r. 13, R52";8021;;;;;"deducunctur, don en ragent";0;1;0;0;;"229";30/11/1405 00:00:00;;15654;0
"7 MI 3,  r. 13, R52";8022;;;;;"deducunctur";1;0;0;0;;"229 v";28/1/1406 00:00:00;;15656;0
"7 MI 3,  r. 13, R52";8023;"Lausanne";"Savoie";;;"deducunctur";0;1;0;0;;"229 v";;;15657;0
"7 MI 3,  r. 13, R52";8024;;;;;"decucunctur, don en argent";0;1;0;0;;"230";10/3/1406 00:00:00;;15659;0
"7 MI 3,  r. 13, R52";8025;;;;;"deducunctur, don en argent";0;1;0;0;;"230";4/5/1406 00:00:00;;15661;0
"7 MI 3,  r. 13, R52";8026;;;;;"deducunctur, don en argent";0;1;0;0;;"230 v";19/5/1406 00:00:00;;15663;0
"7 MI 3,  r. 13, R52";8027;;;;;"deducunctur, don en argent";0;1;0;0;;"230 v";19/5/1406 00:00:00;;15665;0
"7 MI 3,  r. 13, R52";8028;;;;;"deducunctur, don en argent";0;1;0;0;;"230 v";19/5/1406 00:00:00;;15668;0
"7 MI 3,  r. 13, R52";8418;"Thonon";"Savoie";;;;1;0;0;0;;"115 v";2/12/1410 00:00:00;;16539;0
"7 MI 3,  r. 13, R52";8419;"Genève";"Savoie";;;;0;0;0;0;;"115 v";2/12/1410 00:00:00;;16541;0
"7 MI 3,  r. 13, R52";11014;;;;;;0;0;0;0;;"226";;;;0
"7 MI 3,  r. 14, R53";8029;;;;;;0;0;0;0;;"67 v";5/12/1406 00:00:00;;15670;0
"7 MI 3,  r. 14, R53";8030;;;;;;0;0;1;0;;"72";3/2/1407 00:00:00;;15672;0
"7 MI 3,  r. 14, R53";8031;;;;;;0;0;1;0;;"72 v";9/9/1406 00:00:00;;15673;0
"7 MI 3,  r. 14, R53";8032;"Chambéry";"Savoie";;;;1;0;1;0;;"73";17/2/1407 00:00:00;;15674;0
"7 MI 3,  r. 14, R53";8033;"Chambéry";"Savoie";;;;1;0;1;0;;"73";17/2/1407 00:00:00;;15678;0
"7 MI 3,  r. 14, R53";8034;"Paris";"île-de-France";;;;0;0;1;0;;"73 v";23/5/1407 00:00:00;;15680;0
"7 MI 3,  r. 14, R53";8035;"Paris";"île-de-France";;;;0;0;1;0;;"73 v";27/5/1407 00:00:00;;15681;0
"7 MI 3,  r. 14, R53";8036;;;;;"don en argent";0;1;0;0;;"83 v";12/6/1406 00:00:00;;15682;0
"7 MI 3,  r. 14, R53";8037;;;;;;0;0;1;0;;"93 v";22/4/1407 00:00:00;;15684;0
"7 MI 3,  r. 14, R53";8038;;;12;;"don en argent";0;1;0;0;;"101 v";28/11/1406 00:00:00;;15685;0
"7 MI 3,  r. 14, R53";8039;;;;;"paiement en plusieurs fois";0;0;1;0;;"113 v";26/6/1406 00:00:00;;15687;0
"7 MI 3,  r. 14, R53";8040;;;;;;0;0;1;0;;"113 v";28/3/1407 00:00:00;;15689;0
"7 MI 3,  r. 14, R53";8041;;;;;;1;0;1;0;;"115";4/10/1406 00:00:00;;15690;0
"7 MI 3,  r. 14, R53";8042;"Bourg-en -Bresse";"Bresse";;;"fr. ad 16";1;0;1;0;;"115";9/2/1405 00:00:00;;15692;0
"7 MI 3,  r. 14, R53";8043;"Bourg-en -Bresse";"Bresse";;;"fr. ad 16";1;0;1;0;;"115 v";9/2/1405 00:00:00;;15695;0
"7 MI 3,  r. 14, R53";8044;"Bourg-en -Bresse";"Bresse";;;"fr. ad 16";1;0;1;0;;"115 v";9/2/1405 00:00:00;;15699;0
"7 MI 3,  r. 14, R53";8045;"Lyon";"Lyonnais";;;;1;0;0;0;;"116";20/10/1405 00:00:00;;15701;0
"7 MI 3,  r. 14, R53";8046;"Lyon";"Lyonnais";;;;1;0;0;0;;"116";20/10/1405 00:00:00;;15704;0
"7 MI 3,  r. 14, R53";8047;"Lyon";"Lyonnais";;;;1;0;0;0;;"116";5/11/1405 00:00:00;;15706;0
"7 MI 3,  r. 14, R53";8048;"Lyon";"Lyonnais";;;;0;0;0;0;;"116";5/11/1405 00:00:00;;15709;0
"7 MI 3,  r. 14, R53";8049;"Lyon";"Lyonnais";;;;1;0;1;0;;"116";18/11/1405 00:00:00;;15711;0
"7 MI 3,  r. 14, R53";8050;"Lyon";"Lyonnais";;;;1;0;1;0;;"116";28/11/1405 00:00:00;;15714;0
"7 MI 3,  r. 14, R53";8051;"Lyon";"Lyonnais";;;;1;0;1;0;;"116";11/12/1405 00:00:00;;15716;0
"7 MI 3,  r. 14, R53";8052;"Lyon";"Lyonnais";;;;1;0;1;0;;"116";11/12/1405 00:00:00;;15718;0
"7 MI 3,  r. 14, R53";8053;"Lyon";"Lyonnais";;;;1;0;0;0;;"117 v";11/12/1405 00:00:00;;15720;0
"7 MI 3,  r. 14, R53";8054;"Lyon";"Lyonnais";;;;1;0;0;0;;"117 v";22/12/1405 00:00:00;;15722;0
"7 MI 3,  r. 14, R53";8055;"Lyon";"Lyonnais";;;;1;0;1;0;;"117 v";22/12/1405 00:00:00;;15724;0
"7 MI 3,  r. 14, R53";8056;"Lyon";"Lyonnais";;;;1;0;0;0;;"117 v";22/12/1405 00:00:00;;15726;0
"7 MI 3,  r. 14, R53";8057;;;;;;1;0;0;0;;"121 v";20/1/1405 00:00:00;;15728;0
"7 MI 3,  r. 14, R53";8058;;;12;;"don en argent ?";0;1;0;0;;"126 v";7/12/1406 00:00:00;;15730;0
"7 MI 3,  r. 14, R53";8059;;;12;;"don en argent ?";0;1;0;0;;"132 v";9/10/1406 00:00:00;;15732;0
"7 MI 3,  r. 14, R53";8060;;;6;;;0;1;0;0;;"133 v";6/12/1406 00:00:00;;15734;0
"7 MI 3,  r. 14, R53";8061;"Chambéry";"Savoie";;;;1;0;1;0;;"145";10/12/1406 00:00:00;;15737;0
"7 MI 3,  r. 14, R53";8062;;;;;"don en argent ?";0;1;0;0;;"149 v";10/8/1407 00:00:00;;15744;0
"7 MI 3,  r. 14, R53";8063;;;;;"don en argent ?";0;1;0;0;;"150";8/10/1406 00:00:00;;15746;0
"7 MI 3,  r. 14, R53";8064;"Chambéry";"Savoie";;;;1;0;1;0;;"150 v";18/8/1406 00:00:00;;15748;0
"7 MI 3,  r. 14, R53";8065;"Chambéry";"Savoie";;;;1;0;0;0;;"150 v";18/8/1406 00:00:00;;15750;0
"7 MI 3,  r. 14, R53";8066;"Chambéry";"Savoie";;;;1;0;1;0;;"151";18/8/1406 00:00:00;;15753;0
"7 MI 3,  r. 14, R53";8067;;;;;;0;0;0;0;;"151";20/8/1406 00:00:00;;15755;0
"7 MI 3,  r. 14, R53";8068;"Chambéry";"Savoie";;;;1;0;1;0;;"151";10/11/1406 00:00:00;;15757;0
"7 MI 3,  r. 14, R53";8069;"Lyon";"Lyonnais";;;;1;0;1;0;;"151 v";8/1/1407 00:00:00;;15759;0
"7 MI 3,  r. 14, R53";8070;"Genève";"Savoie";;;;1;0;0;0;;"152";25/6/1406 00:00:00;;15761;0
"7 MI 3,  r. 14, R53";8071;"Genève";"Savoie";;;;1;0;1;0;;"152";25/6/1406 00:00:00;;15765;0
"7 MI 3,  r. 14, R53";8072;"Genève";"Savoie";;;;0;1;0;0;;"152";25/6/1406 00:00:00;;15767;0
"7 MI 3,  r. 14, R53";8073;"Genève";"Savoie";;;"fr. ad 16";1;0;1;0;;"152";25/6/1406 00:00:00;;15769;0
"7 MI 3,  r. 14, R53";8074;"Genève";"Savoie";;;;0;1;0;0;;"153";4/7/1406 00:00:00;;15771;0
"7 MI 3,  r. 14, R53";8075;"Genève";"Savoie";;;;1;0;1;0;;"153";21/7/1406 00:00:00;;15773;0
"7 MI 3,  r. 14, R53";8076;"Genève";"Savoie";;;;0;1;0;0;;"153";21/7/1406 00:00:00;;15784;0
"7 MI 3,  r. 14, R53";8077;"Genève";"Savoie";;;;0;1;0;0;;"153";21/7/1406 00:00:00;;15788;0
"7 MI 3,  r. 14, R53";8078;"Genève";"Savoie";;;;1;0;1;0;;"153";21/7/1406 00:00:00;;15790;0
"7 MI 3,  r. 14, R53";8079;"Gex";"Pays de Gex";;;;1;0;0;0;;"154";22/7/1406 00:00:00;;15793;0
"7 MI 3,  r. 14, R53";8080;"Lyon";"Lyonnais";;;;0;0;1;0;;"154";28/7/1406 00:00:00;;15795;0
"7 MI 3,  r. 14, R53";8081;;;;;"don en argent ?";0;1;0;0;;"154 v";2/8/1406 00:00:00;;15796;0
"7 MI 3,  r. 14, R53";8082;"Annecy";"Savoie";;;"don en argent ?";0;1;0;0;;"155";6/8/1406 00:00:00;;15798;0
"7 MI 3,  r. 14, R53";8083;;;;;;1;0;0;0;;"155";6/8/1406 00:00:00;;15800;0
"7 MI 3,  r. 14, R53";8084;;;;;;0;1;0;0;;"155";6/9/1406 00:00:00;;15802;0
"7 MI 3,  r. 14, R53";8085;;;;;;0;1;0;0;;"155 v";28/9/1406 00:00:00;;15804;0
"7 MI 3,  r. 14, R53";8086;"Chambéry";"Savoie";;;;0;1;0;0;;"155 v";8/10/1406 00:00:00;;15806;0
"7 MI 3,  r. 14, R53";8087;"Chambéry";"Savoie";;;;1;0;1;0;;"156";12/10/1406 00:00:00;;15808;0
"7 MI 3,  r. 14, R53";8088;"Chambéry";"Savoie";;;;1;0;1;0;;"156";12/10/1406 00:00:00;;15810;0
"7 MI 3,  r. 14, R53";8089;"Annecy";"Savoie";;;;1;0;0;0;;"156";21/10/1406 00:00:00;;15812;0
"7 MI 3,  r. 14, R53";8090;"Annecy";"Savoie";;;;1;0;1;0;;"156";21/10/1406 00:00:00;;15814;0
"7 MI 3,  r. 14, R53";8091;"Annecy";"Savoie";;;;1;0;1;0;;"156 v";21/10/1406 00:00:00;;15816;0
"7 MI 3,  r. 14, R53";8092;"Annecy";"Savoie";;;;1;0;0;0;;"156 v";21/10/1406 00:00:00;;15818;0
"7 MI 3,  r. 14, R53";8093;"Annecy";"Savoie";;;;1;0;1;0;;"156 v";21/10/1406 00:00:00;;15820;0
"7 MI 3,  r. 14, R53";8094;"Annecy";"Savoie";;;;1;0;1;0;;"156 v";21/10/1406 00:00:00;;15822;0
"7 MI 3,  r. 14, R53";8095;"Annecy";"Savoie";;;;1;0;1;0;;"156 v";21/10/1406 00:00:00;;15825;0
"7 MI 3,  r. 14, R53";8096;"Annecy";"Savoie";;;;1;0;1;0;;"156 v";21/10/1406 00:00:00;;15827;0
"7 MI 3,  r. 14, R53";8097;"Annecy";"Savoie";;;;1;0;0;0;;"156 v";21/10/1406 00:00:00;;15829;0
"7 MI 3,  r. 14, R53";8098;"Annecy";"Savoie";;;;1;0;1;0;;"156 v";21/10/1406 00:00:00;;15831;0
"7 MI 3,  r. 14, R53";8099;"Annecy";"Savoie";;;;1;0;1;0;;"157";21/10/1406 00:00:00;;15833;0
"7 MI 3,  r. 14, R53";8100;"Annecy";"Savoie";;;;0;0;0;0;;"157";21/10/1406 00:00:00;;15835;0
"7 MI 3,  r. 14, R53";8101;"Annecy";"Savoie";;;;0;0;1;0;;"157";5/11/1406 00:00:00;;15837;0
"7 MI 3,  r. 14, R53";8102;"Annecy";"Savoie";;;"don en argent ?";0;1;0;0;;"157";29/11/1406 00:00:00;;15839;0
"7 MI 3,  r. 14, R53";8103;;;;;;0;0;1;0;;"157";29/11/1406 00:00:00;;15841;0
"7 MI 3,  r. 14, R53";8104;"Genève";"Savoie";;;;1;0;1;0;;"157 v";29/11/1406 00:00:00;;15843;0
"7 MI 3,  r. 14, R53";8105;"Paris";"île-de-France";;;;0;1;0;0;;"158";14/11/1406 00:00:00;;15844;0
"7 MI 3,  r. 14, R53";8106;;;;;;0;0;1;0;;"158";27/11/1406 00:00:00;;15845;0
"7 MI 3,  r. 14, R53";8107;;;;;;1;0;0;0;;"158";27/11/1406 00:00:00;;15847;0
"7 MI 3,  r. 14, R53";8108;;;;;"don en argent ?";0;1;0;0;;"158";27/11/1406 00:00:00;;15849;0
"7 MI 3,  r. 14, R53";8109;"Chambéry";"Savoie";;;;0;0;0;0;;"158 v";4/12/1406 00:00:00;;15851;0
"7 MI 3,  r. 14, R53";8110;"Chambéry";"Savoie";;;;1;0;1;0;;"158 v";10/12/1406 00:00:00;;15853;0
"7 MI 3,  r. 14, R53";8111;;;;;;1;0;1;0;;"158 v";10/12/1406 00:00:00;;15855;0
"7 MI 3,  r. 14, R53";8112;;;;;;1;0;1;0;;"158 v";10/12/1406 00:00:00;;15857;0
"7 MI 3,  r. 14, R53";8113;;;;;;0;0;0;0;;"158 v";10/12/1406 00:00:00;;15859;0
"7 MI 3,  r. 14, R53";8114;"Chambéry";"Savoie";;;;1;0;0;0;;"159";18/12/1406 00:00:00;;15861;0
"7 MI 3,  r. 14, R53";8115;"Chambéry";"Savoie";;;;1;0;0;0;;"159";18/12/1406 00:00:00;;15868;0
"7 MI 3,  r. 14, R53";8116;"Chambéry";"Savoie";;;;1;0;1;0;;"159";18/12/1406 00:00:00;;15872;0
"7 MI 3,  r. 14, R53";8117;"Chambéry";"Savoie";;;;1;0;1;0;;"159 v";19/12/1406 00:00:00;;15873;0
"7 MI 3,  r. 14, R53";8118;;;;;;0;0;1;0;;"159 v";23/12/1406 00:00:00;;15876;0
"7 MI 3,  r. 14, R53";8119;"Chambéry";"Savoie";;;;1;0;1;0;;"160";24/12/1406 00:00:00;;15878;0
"7 MI 3,  r. 14, R53";8120;"Chambéry";"Savoie";;;;0;0;0;0;;"160";24/12/1406 00:00:00;;15880;0
"7 MI 3,  r. 14, R53";8121;;;;;;1;0;1;0;;"161 v";23/2/1407 00:00:00;;15882;0
"7 MI 3,  r. 14, R53";8122;"Chambéry";"Savoie";;;"don en argent ?";0;0;0;0;;"161 v";24/2/1407 00:00:00;;15884;0
"7 MI 3,  r. 14, R53";8123;;;;;;0;1;0;0;;"163";1/5/1407 00:00:00;;15886;0
"7 MI 3,  r. 14, R53";8124;"Chambéry";"Savoie";;;;1;0;1;0;;"163";24/5/1407 00:00:00;;15888;0
"7 MI 3,  r. 14, R53";8125;"Chambéry";"Savoie";;;;1;0;1;0;;"163";24/5/1407 00:00:00;;15891;0
"7 MI 3,  r. 14, R53";8126;"Chambéry";"Savoie";;;;1;0;1;0;;"163 v";6/5/1407 00:00:00;;15893;0
"7 MI 3,  r. 14, R53";8127;"Chambéry";"Savoie";;;;0;0;0;0;;"163 v";6/5/1407 00:00:00;;15896;0
"7 MI 3,  r. 14, R53";8128;"Chambéry";"Savoie";;;;0;0;0;0;;"163 v";6/5/1407 00:00:00;;15898;0
"7 MI 3,  r. 14, R53";8129;"Chambéry";"Savoie";;;;1;0;0;0;;"164";21/6/1407 00:00:00;;15900;0
"7 MI 3,  r. 14, R53";8130;"Chambéry";"Savoie";;;;1;0;1;0;;"164";21/6/1407 00:00:00;;15902;0
"7 MI 3,  r. 14, R53";8131;"Chambéry";"Savoie";;;;1;0;1;0;;"164";21/6/1407 00:00:00;;15905;0
"7 MI 3,  r. 14, R53";8132;;;;;;0;0;0;0;;"164";21/6/1407 00:00:00;;15907;0
"7 MI 3,  r. 14, R53";8133;;;;;;0;1;0;0;;"190";1/1/1407 00:00:00;;15909;0
"7 MI 3,  r. 15 et r. 16, R55";8134;;;;;;1;0;0;0;;"225 v";7/5/1408 00:00:00;;15911;0
"7 MI 3,  r. 15 et r. 16, R55";8135;;;12;;"don en argent ?";0;1;0;0;;"248 v";20/1/1408 00:00:00;;15912;0
"7 MI 3,  r. 15 et r. 16, R55";8136;"Gex";"Pays de Gex";;;;0;0;1;0;;"257";26/6/1406 00:00:00;;15914;0
"7 MI 3,  r. 15 et r. 16, R55";8137;"Gex";"Pays de Gex";;;;0;0;1;0;;"257";26/6/1406 00:00:00;;15917;0
"7 MI 3,  r. 15 et r. 16, R55";8138;"Gex";"Pays de Gex";;;;0;0;1;0;;"257";26/6/1406 00:00:00;;15919;0
"7 MI 3,  r. 15 et r. 16, R55";8139;;;;;;0;0;1;0;;"258";26/3/1407 00:00:00;;15921;0
"7 MI 3,  r. 15 et r. 16, R55";8140;;;;;;1;0;1;0;;"258";26/3/1407 00:00:00;;15923;0
"7 MI 3,  r. 15 et r. 16, R55";8141;;;143;;;0;0;1;0;;"259";25/4/1407 00:00:00;;15925;0
"7 MI 3,  r. 15 et r. 16, R55";8142;;;;;;0;0;1;0;;"259";22/10/1407 00:00:00;;15927;0
"7 MI 3,  r. 15 et r. 16, R55";8143;;;;;;0;0;1;0;;"259";22/10/1407 00:00:00;;15929;0
"7 MI 3,  r. 15 et r. 16, R55";8144;"Lyon";"Lyonnais";;;;1;0;0;0;;"259";22/10/1407 00:00:00;;15931;0
"7 MI 3,  r. 15 et r. 16, R55";8145;;;;;;0;0;0;0;;"259";18/10/1407 00:00:00;;15934;0
"7 MI 3,  r. 15 et r. 16, R55";8146;;;;;;0;0;1;0;;"261";9/2/1408 00:00:00;;15936;0
"7 MI 3,  r. 15 et r. 16, R55";8147;;;;;;0;0;0;0;;"261";9/2/1408 00:00:00;;15938;0
"7 MI 3,  r. 15 et r. 16, R55";8148;;;;;;0;0;1;0;;"261";9/2/1408 00:00:00;;15940;0
"7 MI 3,  r. 15 et r. 16, R55";8149;;;;;;0;0;1;0;;"261";31/5/1409 00:00:00;;15943;0
"7 MI 3,  r. 15 et r. 16, R55";8150;;;;;;0;0;0;0;;"273 v";3/11/1409 00:00:00;;15945;0
"7 MI 3,  r. 15 et r. 16, R55";8151;;;;;;0;0;0;0;;"273 v";17/2/1410 00:00:00;;15947;0
"7 MI 3,  r. 15 et r. 16, R55";8152;;;;;;1;0;0;0;;"262";24/4/1406 00:00:00;;15949;0
"7 MI 3,  r. 15 et r. 16, R55";8153;"Bourg-en -Bresse";"Bresse";;;;1;0;0;0;;"262";17/2/1407 00:00:00;;15951;0
"7 MI 3,  r. 15 et r. 16, R55";8154;"Bourg-en -Bresse";"Bresse";;;;1;0;0;0;;"262 v";17/2/1407 00:00:00;;15953;0
"7 MI 3,  r. 15 et r. 16, R55";8155;"Bourg-en -Bresse";"Bresse";;;;1;0;1;0;;"262 v";17/2/1407 00:00:00;;15955;0
"7 MI 3,  r. 15 et r. 16, R55";8156;"Bourg-en -Bresse";"Bresse";;;;1;0;1;0;;"262 v";17/2/1407 00:00:00;;15957;0
"7 MI 3,  r. 15 et r. 16, R55";8157;"Bourg-en -Bresse";"Bresse";;;;1;0;1;0;;"262 v";17/2/1407 00:00:00;;15959;0
"7 MI 3,  r. 15 et r. 16, R55";8158;"Bourg-en -Bresse";"Bresse";;;;1;0;1;0;;"262 v";17/2/1407 00:00:00;;15961;0
"7 MI 3,  r. 15 et r. 16, R55";8159;"Bourg-en -Bresse";"Bresse";;;;0;1;0;0;;"262 v";17/2/1407 00:00:00;;15963;0
"7 MI 3,  r. 15 et r. 16, R55";8160;"Louvier";"Normandie";;;;1;0;0;0;;"263";15/10/1407 00:00:00;;15965;0
"7 MI 3,  r. 15 et r. 16, R55";8161;"Louvier";"Normandie";;;;1;0;0;0;;"263";15/10/1407 00:00:00;;15967;0
"7 MI 3,  r. 15 et r. 16, R55";8162;"Louvier";"Normandie";;;;1;0;0;0;;"263";15/10/1407 00:00:00;;15969;0
"7 MI 3,  r. 15 et r. 16, R55";8163;"Louvier";"Normandie";;;;1;0;0;0;;"263";15/10/1407 00:00:00;;15971;0
"7 MI 3,  r. 15 et r. 16, R55";8164;"Louvier";"Normandie";;;;1;0;0;0;;"263";15/10/1407 00:00:00;;15973;0
"7 MI 3,  r. 15 et r. 16, R55";8165;"Louvier";"Normandie";;;;1;0;0;0;;"263";15/10/1407 00:00:00;;15975;0
"7 MI 3,  r. 15 et r. 16, R55";8166;"Louvier";"Normandie";;;;1;0;0;0;;"263";15/10/1407 00:00:00;;15977;0
"7 MI 3,  r. 15 et r. 16, R55";8167;"Louvier";"Normandie";;;;1;0;0;0;;"263";15/10/1407 00:00:00;;15980;0
"7 MI 3,  r. 15 et r. 16, R55";8168;"Louvier";"Normandie";;;;1;0;0;0;;"263 v";15/10/1407 00:00:00;;15982;0
"7 MI 3,  r. 15 et r. 16, R55";8169;"Rouen";"Normandie";;;;1;0;0;0;;"263 v";15/10/1407 00:00:00;;15984;0
"7 MI 3,  r. 15 et r. 16, R55";8170;"Nocatel";"inconnue";;;;1;0;0;0;;"263 v";15/10/1407 00:00:00;;15986;0
"7 MI 3,  r. 15 et r. 16, R55";8171;"Verwicq";"Flandres";;;;1;0;0;0;;"263 v";15/10/1407 00:00:00;;15988;0
"7 MI 3,  r. 15 et r. 16, R55";8172;"Verwicq";"Flandres";;;;1;0;0;0;;"263 v";15/10/1407 00:00:00;;15990;0
"7 MI 3,  r. 15 et r. 16, R55";8173;"Verwicq";"Flandres";;;;1;0;0;0;;"263 v";15/10/1407 00:00:00;;15992;0
"7 MI 3,  r. 15 et r. 16, R55";8174;"Verwicq";"Flandres";;;;1;0;0;0;;"263 v";15/10/1407 00:00:00;;15994;0
"7 MI 3,  r. 15 et r. 16, R55";8175;"Verwicq";"Flandres";;;;1;0;0;0;;"263 v";15/10/1407 00:00:00;;15996;0
"7 MI 3,  r. 15 et r. 16, R55";8176;"Chambéry";"Savoie";;;;1;0;1;0;;"264";10/12/1407 00:00:00;;15998;0
"7 MI 3,  r. 15 et r. 16, R55";8177;"Chambéry";"Savoie";;;;1;0;1;0;;"265 v";22/12/1407 00:00:00;;16002;0
"7 MI 3,  r. 15 et r. 16, R55";8178;"Chambéry";"Savoie";;;;0;0;1;0;;"265 v";22/12/1407 00:00:00;;16005;0
"7 MI 3,  r. 15 et r. 16, R55";8179;"Chambéry";"Savoie";;;;0;0;0;0;;"265 v";22/12/1407 00:00:00;;16007;0
"7 MI 3,  r. 15 et r. 16, R55";8180;"Chambéry";"Savoie";;;;1;0;1;0;;"267 v";5/8/1408 00:00:00;;16009;0
"7 MI 3,  r. 15 et r. 16, R55";8181;;;;;;1;0;0;0;;"267 v";5/8/1408 00:00:00;;16011;0
"7 MI 3,  r. 15 et r. 16, R55";8182;;;;;;1;0;0;0;;"267 v";5/8/1408 00:00:00;;16013;0
"7 MI 3,  r. 15 et r. 16, R55";8183;"Chambéry";"Savoie";;;;0;0;0;0;;"267 v";5/8/1408 00:00:00;;16014;0
"7 MI 3,  r. 15 et r. 16, R55";8184;"Chambéry";"Savoie";;;;0;0;0;0;;"267 v";5/8/1408 00:00:00;;16016;0
"7 MI 3,  r. 15 et r. 16, R55";8185;;;144;;;1;0;1;0;;"267 v";5/8/1408 00:00:00;;16018;0
"7 MI 3,  r. 15 et r. 16, R55";8186;;;144;;;1;0;1;0;;"267 v";5/8/1408 00:00:00;;16020;0
"7 MI 3,  r. 15 et r. 16, R55";8187;;;144;;;1;0;1;0;;"267 v";5/8/1408 00:00:00;;16022;0
"7 MI 3,  r. 15 et r. 16, R55";8188;;;144;;;1;0;1;0;;"267 v";5/8/1408 00:00:00;;16024;0
"7 MI 3,  r. 15 et r. 16, R55";8189;;;144;;;1;0;0;0;;"267 v";5/8/1408 00:00:00;;16026;0
"7 MI 3,  r. 15 et r. 16, R55";8190;"Chambéry";"Savoie";;;;1;0;1;0;;"266";22/1/1409 00:00:00;;16028;0
"7 MI 3,  r. 15 et r. 16, R55";8191;"Chambéry";"Savoie";;;"fr. ad 15";1;0;1;0;;"266 v";22/1/1409 00:00:00;;16030;0
"7 MI 3,  r. 15 et r. 16, R55";8192;;;;;;1;0;1;0;;"266 v";22/1/1409 00:00:00;;16034;0
"7 MI 3,  r. 15 et r. 16, R55";8193;;;;;;1;0;1;0;;"266 v";22/1/1409 00:00:00;;16035;0
"7 MI 3,  r. 15 et r. 16, R55";8194;"Chambéry";"Savoie";;;;1;0;0;0;;"267";19/1/1409 00:00:00;;16036;0
"7 MI 3,  r. 15 et r. 16, R55";8195;;;12;;"don en argent ?";0;1;0;0;;"267";19/1/1409 00:00:00;;16039;0
"7 MI 3,  r. 15 et r. 16, R55";8196;"Genève";"Savoie";;;;1;0;0;0;;"267 v";3/6/1409 00:00:00;;16041;0
"7 MI 3,  r. 15 et r. 16, R55";8197;"Genève";"Savoie";;;;1;0;1;0;;"267 v";3/6/1409 00:00:00;;16043;0
"7 MI 3,  r. 15 et r. 16, R55";8198;"Bourg-en -Bresse";"Bresse";;;;1;0;1;0;;"280";6/6/1407 00:00:00;;16046;0
"7 MI 3,  r. 15 et r. 16, R55";8199;"Chambéry";"Savoie";;;;1;0;1;0;;"280";23/1/1409 00:00:00;;16049;0
"7 MI 3,  r. 15 et r. 16, R55";8200;"Lyon";"Lyonnais";;;;1;0;0;0;;"280";7/5/1409 00:00:00;;16051;0
"7 MI 3,  r. 15 et r. 16, R55";8201;"Lyon";"Lyonnais";;;;1;0;0;0;;"280";7/5/1409 00:00:00;;16053;0
"7 MI 3,  r. 15 et r. 16, R55";8202;"Genève";"Savoie";;;"fr. ad 15";1;0;1;0;;"269";31/10/1409 00:00:00;;16055;0
"7 MI 3,  r. 15 et r. 16, R55";8203;"Gex";"Pays de Gex";;;"fr. ad 15";1;0;0;0;;"269";31/10/1409 00:00:00;;16057;0
"7 MI 3,  r. 15 et r. 16, R55";8204;;;;;;0;0;0;0;;"269";;;;0
"7 MI 3,  r. 15 et r. 16, R55";8205;"Genève";"Savoie";;;;1;0;1;0;;"269 v";31/10/1409 00:00:00;;16059;0
"7 MI 3,  r. 15 et r. 16, R55";8206;"Genève";"Savoie";;;;1;0;1;0;;"269 v";31/10/1409 00:00:00;;16061;0
"7 MI 3,  r. 15 et r. 16, R55";8207;"Genève";"Savoie";;;;1;0;1;0;;"269 v";31/10/1409 00:00:00;;16063;0
"7 MI 3,  r. 15 et r. 16, R55";8208;"Genève";"Savoie";;;;1;0;1;0;;"269 v";31/10/1409 00:00:00;;16065;0
