"compte";"numTrans";"Ville";"Region";"Occasion";"Date";"Remarques";"AchatMP";"AchatPP";"AchatFA";"AchatDA";"typeAchat";"pagination";"date_ordre";"date_recette";"Prix_Ensemble";"prix_partage"
"1 MI 146, B2, R24";2629;;;;5/3/1363 00:00:00;;0;0;1;0;;"16";5/3/1363 00:00:00;;4442;0
"1 MI 146, B2, R24";2630;;;;28/4/1363 00:00:00;;1;0;1;0;;"16";28/4/1363 00:00:00;;4452;0
"1 MI 146, B2, R24";2631;;;;28/5/1363 00:00:00;;0;1;0;0;;"16";28/5/1363 00:00:00;;4453;0
"1 MI 146, B2, R24";2632;;;;17/6/1363 00:00:00;;1;0;0;0;;"16";17/6/1363 00:00:00;;4454;0
"1 MI 146, B2, R24";2633;;;;;;0;1;0;0;;"16";;;4455;0
"1 MI 146, B2, R24";2634;;;;17/6/1363 00:00:00;;1;0;0;0;;"16";17/6/1363 00:00:00;;4456;0
"1 MI 146, B2, R24";2635;;;;17/6/1363 00:00:00;;1;0;0;0;;"16";17/6/1363 00:00:00;;4457;0
"1 MI 146, B2, R24";2636;;;;17/6/1363 00:00:00;;0;0;0;0;;"16";17/6/1363 00:00:00;;4458;0
"1 MI 146, B2, R24";2637;;;;17/6/1363 00:00:00;;1;0;0;0;;"16";17/6/1363 00:00:00;;4460;0
"1 MI 146, B2, R24";2638;;;;17/7/1363 00:00:00;"gris souris éguale Murinus";1;0;0;0;;"16";17/7/1363 00:00:00;;4461;0
"1 MI 146, B2, R24";2639;;;;17/7/1363 00:00:00;;1;1;1;0;;"17";17/7/1363 00:00:00;;4462;0
"1 MI 146, B2, R24";2640;;;;17/7/1363 00:00:00;;1;0;0;0;;"17";17/7/1363 00:00:00;;4463;0
"1 MI 146, B2, R24";2641;;;;17/7/1363 00:00:00;;1;0;0;0;;"17";17/7/1363 00:00:00;;4464;0
"1 MI 146, B2, R24";2642;;;;17/7/1363 00:00:00;;1;0;0;0;;"17";17/7/1363 00:00:00;;4465;0
"1 MI 146, B2, R24";2643;;;;17/7/1363 00:00:00;;1;0;0;0;;"17";17/7/1363 00:00:00;;4466;0
"1 MI 146, B2, R24";2644;;;;17/7/1363 00:00:00;;0;0;1;0;;"17";17/7/1363 00:00:00;;4467;0
"1 MI 146, B2, R24";2645;;;;17/7/1363 00:00:00;;1;0;0;0;;"17";17/7/1363 00:00:00;;4468;0
"1 MI 146, B2, R24";2646;;;;17/7/1363 00:00:00;;1;0;0;0;;"17";17/7/1363 00:00:00;;4469;0
"1 MI 146, B2, R24";2647;;;;17/7/1363 00:00:00;;1;0;0;0;;"17";17/7/1363 00:00:00;;4470;0
"1 MI 146, B2, R24";2648;;;;17/7/1363 00:00:00;;1;0;1;0;;"17";17/7/1363 00:00:00;;4471;0
"1 MI 146, B2, R24";2649;;;;20/4/1363 00:00:00;"don an argent";1;0;1;0;;"17";20/4/1363 00:00:00;;4472;0
"1 MI 146, B2, R24";2650;;;;5/3/1363 00:00:00;"don en argent";0;1;0;0;;"17";5/3/1363 00:00:00;;4473;0
"1 MI 146, B2, R24";2651;;;;24/3/1363 00:00:00;;0;1;0;0;;"19";24/3/1363 00:00:00;;4474;0
"1 MI 146, B2, R24";2652;;;;24/3/1363 00:00:00;;0;0;1;0;;"19";24/3/1363 00:00:00;;4475;0
"1 MI 146, B2, R24";2653;;;;24/3/1363 00:00:00;;1;0;0;0;;"19";24/3/1363 00:00:00;;4477;0
"1 MI 146, B2, R24";2654;;;;24/3/1363 00:00:00;;1;0;1;0;;"20";24/3/1363 00:00:00;;4478;0
"1 MI 146, B2, R24";2655;;;;24/3/1363 00:00:00;;1;0;1;0;;"20";24/3/1363 00:00:00;;4479;0
"1 MI 146, B2, R24";2656;;;;24/3/1363 00:00:00;;1;0;1;0;;"20";24/3/1363 00:00:00;;4480;0
"1 MI 146, B2, R24";2657;;;;24/3/1363 00:00:00;;0;0;1;0;;"20";24/3/1363 00:00:00;;4481;0
"1 MI 146, B2, R24";2658;;;;24/3/1363 00:00:00;;0;0;1;0;;"20";24/3/1363 00:00:00;;4482;0
"1 MI 146, B2, R24";2659;;;;24/3/1363 00:00:00;;0;0;1;0;;"20";24/3/1363 00:00:00;;;0
"1 MI 146, B2, R24";2660;;;;24/3/1363 00:00:00;;0;1;0;0;;"20";24/3/1363 00:00:00;;4483;0
"1 MI 146, B2, R24";2661;;;;24/3/1363 00:00:00;;0;1;0;0;;"20";24/3/1363 00:00:00;;4484;0
"1 MI 146, B2, R24";2662;;;;24/3/1363 00:00:00;;0;0;1;0;;"20";24/3/1363 00:00:00;;4485;0
"1 MI 146, B2, R24";2663;;;;24/3/1363 00:00:00;;1;0;0;0;;"20";24/3/1363 00:00:00;;4486;0
"1 MI 146, B2, R24";2664;;;;24/3/1363 00:00:00;;1;0;0;0;;"21";24/3/1363 00:00:00;;4487;0
"1 MI 146, B2, R24";2665;;;;24/3/1363 00:00:00;;1;0;0;0;;"21";24/3/1363 00:00:00;;4488;0
"1 MI 146, B2, R24";2666;;;;24/3/1363 00:00:00;;1;0;0;0;;"21";24/3/1363 00:00:00;;4492;0
"1 MI 146, B2, R24";2667;;;;24/3/1363 00:00:00;;1;0;0;0;;"21";24/3/1363 00:00:00;;4493;0
"1 MI 146, B2, R24";2668;;;;24/3/1363 00:00:00;;1;1;0;0;;"21";24/3/1363 00:00:00;;4494;0
"1 MI 146, B2, R24";2669;;;;24/3/1363 00:00:00;;1;0;0;0;;"21";24/3/1363 00:00:00;;4495;0
"1 MI 146, B2, R24";2670;;;;24/3/1363 00:00:00;;1;0;0;0;;"21";24/3/1363 00:00:00;;4496;0
"1 MI 146, B2, R24";2671;;;;24/3/1363 00:00:00;;0;1;0;0;;"21";24/3/1363 00:00:00;;4497;0
"1 MI 146, B2, R24";2672;;;;24/3/1363 00:00:00;;1;0;0;0;;"22";24/3/1363 00:00:00;;4498;0
"1 MI 146, B2, R24";2673;;;;24/3/1363 00:00:00;;1;0;0;0;;"22";24/3/1363 00:00:00;;4499;0
"1 MI 146, B2, R24";2674;;;;24/3/1363 00:00:00;;1;0;0;0;;"22";24/3/1363 00:00:00;;4500;0
"1 MI 146, B2, R24";2675;;;;24/3/1363 00:00:00;;1;0;0;0;;"22";24/3/1363 00:00:00;;4501;0
"1 MI 146, B2, R24";2676;;;;24/3/1363 00:00:00;;0;1;0;0;;"22";24/3/1363 00:00:00;;4502;0
"1 MI 146, B2, R24";2677;;;;24/3/1363 00:00:00;;0;0;0;0;;"22";24/3/1363 00:00:00;;4503;0
"1 MI 146, B2, R24";2678;;;;24/3/1363 00:00:00;"don en argent";0;1;0;0;;"22";24/3/1363 00:00:00;;4505;0
"1 MI 146, B2, R24";2679;;;;24/3/1363 00:00:00;;0;1;0;0;;"23";24/3/1363 00:00:00;;4506;0
"1 MI 146, B2, R24";2680;;;;24/3/1363 00:00:00;;1;0;0;0;;"23";24/3/1363 00:00:00;;4507;0
"1 MI 146, B2, R24";2681;;;;24/3/1363 00:00:00;;0;1;0;0;;"23";24/3/1363 00:00:00;;4508;0
"1 MI 146, B2, R24";2682;;;;24/3/1363 00:00:00;;1;0;0;0;;"23";24/3/1363 00:00:00;;4509;0
"1 MI 146, B2, R24";2683;;;;24/3/1363 00:00:00;;1;0;0;0;;"23";24/3/1363 00:00:00;;4510;0
"1 MI 146, B2, R24";2684;;;;6/5/1363 00:00:00;"don en argent";0;1;0;0;;"24";6/5/1363 00:00:00;;4511;0
"1 MI 146, B2, R24";2685;;;;24/7/1363 00:00:00;;1;0;0;0;;"25";24/7/1363 00:00:00;;4513;0
"1 MI 146, B2, R24";2686;;;;24/7/1363 00:00:00;;1;0;0;0;;"25";24/7/1363 00:00:00;;4514;0
"1 MI 146, B2, R24";2687;"Bourg-en -Bresse";"Bresse";;8/1/1364 00:00:00;;0;1;0;0;;"26";8/1/1364 00:00:00;;4515;0
"1 MI 146, B2, R24";2688;;;;8/1/1364 00:00:00;;0;1;0;0;;"26";8/1/1364 00:00:00;;4517;0
"1 MI 146, B2, R24";2689;;;;8/1/1364 00:00:00;;1;0;0;0;;"26";8/1/1364 00:00:00;;4518;0
"1 MI 146, B2, R24";2690;;;;8/1/1364 00:00:00;;1;0;1;0;;"26";8/1/1364 00:00:00;;4519;0
"1 MI 146, B2, R24";2691;;;;8/1/1364 00:00:00;;0;1;0;0;;"26";8/1/1364 00:00:00;;4520;0
"1 MI 146, B2, R24";2692;;;;8/1/1364 00:00:00;;1;0;1;0;;"26";8/1/1364 00:00:00;;4522;0
"1 MI 146, B2, R24";2693;;;;8/1/1364 00:00:00;;0;0;0;0;;"26";8/1/1364 00:00:00;;4524;0
"1 MI 146, B2, R24";2694;;;;8/1/1364 00:00:00;"don en argent";0;1;0;0;;"26";8/1/1364 00:00:00;;4526;0
"1 MI 146, B2, R24";2695;;;;8/1/1364 00:00:00;"don en argent pour se vêtir";0;0;0;0;;"26";8/1/1364 00:00:00;;4527;0
"1 MI 146, B2, R24";2696;;;;8/1/1364 00:00:00;;0;1;0;0;;"27";8/1/1364 00:00:00;;4528;0
"1 MI 146, B2, R24";2697;;;;8/1/1364 00:00:00;;1;0;0;0;;"27";8/1/1364 00:00:00;;4529;0
"1 MI 146, B2, R24";2698;;;;8/1/1364 00:00:00;;1;0;0;0;;"27";8/1/1364 00:00:00;;4530;0
"1 MI 146, B2, R24";2699;;;;8/1/1364 00:00:00;;0;1;0;0;;"27";8/1/1364 00:00:00;;4531;0
"1 MI 146, B2, R24";2700;;;;8/1/1364 00:00:00;;1;0;0;0;;"27";8/1/1364 00:00:00;;4532;0
"1 MI 146, B2, R24";2701;;;;8/1/1364 00:00:00;;1;0;0;0;;"27";8/1/1364 00:00:00;;4534;0
"1 MI 146, B2, R24";2702;;;;8/1/1364 00:00:00;;0;1;0;0;;"27";8/1/1364 00:00:00;;4536;0
"1 MI 146, B2, R24";2703;;;;8/1/1364 00:00:00;;0;1;0;0;;"27";8/1/1364 00:00:00;;4537;0
"1 MI 146, B2, R24";2704;;;;8/1/1364 00:00:00;;0;0;1;0;;"27";8/1/1364 00:00:00;;4538;0
"1 MI 146, B2, R24";2705;"Avignon";"Avignonais";37;8/1/1364 00:00:00;"transport";0;0;0;0;;"27";8/1/1364 00:00:00;;4539;0
"1 MI 146, B2, R24";2706;;;;8/1/1364 00:00:00;;1;1;0;0;;"27";8/1/1364 00:00:00;;4540;0
"1 MI 146, B2, R24";2707;;;;8/1/1364 00:00:00;;1;0;0;0;;"27";8/1/1364 00:00:00;;4541;0
"1 MI 146, B2, R24";2708;;;;8/1/1364 00:00:00;;0;1;0;0;;"27";8/1/1364 00:00:00;;4542;0
"1 MI 146, B2, R24";2709;;;;9/4/1364 00:00:00;"don en argent";0;1;0;0;;"28";9/4/1364 00:00:00;;4544;0
"1 MI 146, B2, R24";2710;;;;9/4/1364 00:00:00;"don en argent";0;1;0;0;;"28";9/4/1364 00:00:00;;4546;0
"1 MI 146, B2, R24";2711;;;;9/4/1364 00:00:00;;0;1;0;0;;"28";9/4/1364 00:00:00;;4548;0
"1 MI 146, B2, R24";2712;;;;9/4/1364 00:00:00;;0;1;0;0;;"28";9/4/1364 00:00:00;;4549;0
"1 MI 146, B2, R24";2713;;"Bresse";;9/4/1364 00:00:00;;1;0;0;0;;"28";9/4/1364 00:00:00;;4550;0
"1 MI 146, B2, R24";2714;;;;9/4/1364 00:00:00;;0;1;0;0;;"28";9/4/1364 00:00:00;;4551;0
"1 MI 146, B2, R24";2715;;;;9/4/1364 00:00:00;;1;0;0;0;;"29";9/4/1364 00:00:00;;4553;0
"1 MI 146, B2, R24";2716;;;;9/4/1364 00:00:00;;0;0;0;0;;"29";9/4/1364 00:00:00;;4554;0
"1 MI 146, B2, R24";2717;;;;9/4/1364 00:00:00;;1;0;0;0;;"29";9/4/1364 00:00:00;;4555;0
"1 MI 146, B2, R24";2718;;;;9/4/1364 00:00:00;;1;0;1;0;;"29";9/4/1364 00:00:00;;4556;0
"1 MI 146, B2, R24";2719;;;;9/4/1364 00:00:00;;0;1;0;0;;"29";9/4/1364 00:00:00;;4557;0
"1 MI 146, B2, R24";2720;;;;9/4/1364 00:00:00;;1;0;1;0;;"29";9/4/1364 00:00:00;;4558;0
"1 MI 146, B2, R24";2721;;;;18/5/1364 00:00:00;"cordonerie";1;0;0;0;;"30";18/5/1364 00:00:00;;4559;0
"1 MI 146, B2, R24";2722;;;;11/9/1364 00:00:00;;1;0;0;0;;"30";11/9/1364 00:00:00;;4561;0
"1 MI 146, B2, R24";2723;;;;11/9/1364 00:00:00;;1;0;0;0;;"30";11/9/1364 00:00:00;;4563;0
"1 MI 146, B2, R24";2724;;;;11/9/1364 00:00:00;;1;0;0;0;;"30";11/9/1364 00:00:00;;4565;0
"1 MI 146, B2, R24";2725;;;;11/9/1364 00:00:00;;1;0;0;0;;"31";11/9/1364 00:00:00;;4567;0
"1 MI 146, B2, R24";2726;;;;11/9/1364 00:00:00;;0;0;1;0;;"32";11/9/1364 00:00:00;;4569;0
"1 MI 146, B2, R24";2727;;;;11/9/1364 00:00:00;"orfévrerie";1;0;1;0;;"32";11/9/1364 00:00:00;;4570;1
"1 MI 146, B2, R24";2728;;;;11/9/1364 00:00:00;;1;0;1;0;;"32";11/9/1364 00:00:00;;4571;0
"1 MI 146, B2, R24";2729;;;;11/9/1364 00:00:00;;1;0;0;0;;"32";11/9/1364 00:00:00;;4570;1
"1 MI 146, B2, R24";2730;;;;11/9/1364 00:00:00;"transport";1;0;1;0;;"32";11/9/1364 00:00:00;;4572;0
"1 MI 146, B2, R24";2731;;;;11/9/1364 00:00:00;;1;0;0;0;;"32";11/9/1364 00:00:00;;4573;0
"1 MI 146, B2, R24";2732;;;;11/9/1364 00:00:00;;1;0;0;0;;"32";11/9/1364 00:00:00;;4575;0
"1 MI 146, B2, R24";2733;;;;11/9/1364 00:00:00;;0;0;1;0;;"32";11/9/1364 00:00:00;;4576;0
"1 MI 146, B2, R24";2734;;;;9/11/1364 00:00:00;;1;0;0;0;;"33";9/11/1364 00:00:00;;4577;0
"1 MI 146, B2, R24";2735;;;;9/11/1364 00:00:00;;1;0;0;0;;"33";9/11/1364 00:00:00;;4579;0
"1 MI 146, B2, R24";2736;;;;9/11/1364 00:00:00;;1;0;0;0;;"33";9/11/1364 00:00:00;;4581;0
"1 MI 146, B2, R24";2737;;;;9/11/1364 00:00:00;;1;0;0;0;;"33";9/11/1364 00:00:00;;4583;0
"1 MI 146, B2, R24";2738;;;;9/11/1364 00:00:00;;1;0;1;0;;"33";9/11/1364 00:00:00;;4585;0
"1 MI 146, B2, R24";2739;;;;12/1/1364 00:00:00;;1;0;0;0;;"33";12/1/1364 00:00:00;;4587;0
"1 MI 146, B2, R24";2740;;;;9/9/1363 00:00:00;;1;0;1;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4588;0
"1 MI 146, B2, R24";2741;;;;11/9/1363 00:00:00;;1;0;1;0;;"35";11/9/1363 00:00:00;1/12/1363 00:00:00;4591;0
"1 MI 146, B2, R24";2742;;;;9/9/1363 00:00:00;;1;0;0;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4593;0
"1 MI 146, B2, R24";2743;;;;9/9/1363 00:00:00;;1;0;0;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4595;0
"1 MI 146, B2, R24";2744;;;;9/9/1363 00:00:00;;0;0;0;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4597;0
"1 MI 146, B2, R24";2745;;;;9/9/1363 00:00:00;;1;0;1;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4599;0
"1 MI 146, B2, R24";2746;;;;9/9/1363 00:00:00;;1;0;0;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4601;0
"1 MI 146, B2, R24";2747;;;;9/9/1363 00:00:00;;1;0;0;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4603;0
"1 MI 146, B2, R24";2748;;;;9/9/1363 00:00:00;;1;0;0;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4605;0
"1 MI 146, B2, R24";2749;;;;9/9/1363 00:00:00;;1;0;0;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4607;0
"1 MI 146, B2, R24";2750;;;;9/9/1363 00:00:00;;1;0;0;0;;"35";9/9/1363 00:00:00;1/12/1363 00:00:00;4608;0
"1 MI 146, B2, R24";2751;;;;1/12/1363 00:00:00;;0;0;0;0;;"35";;1/12/1363 00:00:00;;0
"1 MI 146, B2, R24";2752;;;;;;0;0;0;0;;"35";;;;0
"1 MI 146, B2, R24";2753;;;;19/11/1363 00:00:00;"transport";0;0;0;0;;"35";19/11/1363 00:00:00;1/12/1363 00:00:00;4610;0
"1 MI 146, B2, R24";2754;;;;1/12/1363 00:00:00;;1;0;0;0;;"35";1/12/1363 00:00:00;1/12/1363 00:00:00;4612;0
"1 MI 146, B2, R24";2755;;;;1/12/1363 00:00:00;;1;0;0;0;;"35";1/12/1363 00:00:00;1/12/1363 00:00:00;4613;0
"1 MI 146, B2, R24";2756;;;;1/12/1363 00:00:00;;1;0;0;0;;"35";1/12/1363 00:00:00;1/12/1363 00:00:00;;0
"1 MI 146, B2, R24";2757;;;;17/6/1363 00:00:00;;0;1;0;0;;"37";17/6/1363 00:00:00;;4615;0
"1 MI 146, B2, R24";2758;;;;25/4/1364 00:00:00;;0;1;0;0;;"38";25/4/1364 00:00:00;;4617;0
"1 MI 146, B2, R24";2759;;;;25/4/1364 00:00:00;;0;1;0;0;;"38";25/4/1364 00:00:00;;4618;0
"1 MI 146, B2, R24";2760;;;;20/4/1364 00:00:00;;1;0;0;0;;"39";20/4/1364 00:00:00;;4619;0
"1 MI 146, B2, R24";2761;;;;20/4/1364 00:00:00;;0;0;0;0;;"39";20/4/1364 00:00:00;;4620;0
"1 MI 146, B2, R24";2762;;;;25/4/1364 00:00:00;;0;1;0;0;;"35";25/4/1364 00:00:00;;4622;0
"1 MI 146, B2, R24";2763;;;;25/4/1364 00:00:00;;1;0;0;0;;"39";25/4/1364 00:00:00;;4623;0
"1 MI 146, B2, R24";2764;;;;25/4/1364 00:00:00;;1;1;1;0;;"39";25/4/1364 00:00:00;;4624;0
"1 MI 146, B2, R24";2765;;;;8/11/1363 00:00:00;;1;0;0;0;;"40";8/11/1363 00:00:00;;4626;0
"1 MI 146, B2, R24";2766;;;;1/5/1364 00:00:00;"don en argent, orfévrerie";0;1;0;0;;"40";1/5/1364 00:00:00;;4627;0
"1 MI 146, B2, R24";2767;;;;24/12/1364 00:00:00;"don en argent";0;1;0;0;;"42";24/12/1364 00:00:00;;4628;0
"1 MI 146, B2, R24";2768;;;;24/12/1364 00:00:00;;0;1;0;0;;"45";24/12/1364 00:00:00;;4629;0
"1 MI 146, B2, R24";2769;;;;;"orfévrerie (46)";0;0;0;0;;"45";;;4631;0
"1 MI 146, B2, R24";2770;;;;18/8/1362 00:00:00;;1;0;0;0;;"47";18/8/1362 00:00:00;;4633;0
"1 MI 146, B2, R24";2771;;;;12/11/1364 00:00:00;;1;0;0;0;;"50";12/11/1364 00:00:00;;4635;0
"1 MI 146, B2, R24";2772;;;;;;0;0;0;0;;"35";;;;0
"1 MI 146, B2, R24";2773;;;;;;0;0;0;0;;"35";;;;0
"1 MI 146, B2, R24";2774;;;;;;0;0;0;0;;"35";;;;0
"1 MI 146, B2, R24";2775;;;;;;0;0;0;0;;"35";;;;0
"1 MI 146, B2, R24";2776;;;;;;0;0;0;0;;"35";;;;0
"1 MI 146, B2, R24";2777;;;;;;0;0;0;0;;"35";;;;0
"1 MI 146, B2, R24";2778;;;;;;0;0;0;0;;"38";;;;0
"1 MI 146, B3, R31";4550;;;;28/9/1371 00:00:00;;1;0;1;0;;"72";28/9/1371 00:00:00;;8399;0
"1 MI 146, B3, R31";4551;;;;28/9/1371 00:00:00;;1;0;0;0;;"72";28/9/1371 00:00:00;;8401;0
"1 MI 146, B3, R31";4552;;;;28/9/1371 00:00:00;;0;0;1;0;;"72";28/9/1371 00:00:00;;8403;0
"1 MI 146, B3, R31";4553;;;;28/9/1371 00:00:00;;0;1;0;0;;"72";28/9/1371 00:00:00;;8404;0
"1 MI 146, B3, R31";4554;;;;28/9/1371 00:00:00;;0;1;0;0;;"72";28/9/1371 00:00:00;;8406;0
"1 MI 146, B3, R32";4467;;;;17/5/1372 00:00:00;;1;0;1;0;;"2";17/5/1372 00:00:00;;8187;0
"1 MI 146, B3, R32";4468;;;;24/5/1372 00:00:00;;1;0;1;0;;"2";24/5/1372 00:00:00;;8189;0
"1 MI 146, B3, R32";4469;;;;25/5/1372 00:00:00;;1;0;1;0;;"2";25/5/1372 00:00:00;;8192;0
"1 MI 146, B3, R32";4470;;;;26/5/1372 00:00:00;;1;0;1;0;;"2";26/5/1372 00:00:00;;8194;0
"1 MI 146, B3, R32";4471;;;;26/5/1372 00:00:00;;1;0;1;0;;"2";26/5/1372 00:00:00;;8196;0
"1 MI 146, B3, R32";4472;;;;26/5/1372 00:00:00;;0;0;0;0;;"2";26/5/1372 00:00:00;;8198;0
"1 MI 146, B3, R32";4473;;;;26/5/1372 00:00:00;;1;0;0;0;;"2";26/5/1372 00:00:00;;8199;0
"1 MI 146, B3, R32";4474;;;;5/6/1372 00:00:00;;1;0;1;0;;"3";5/6/1372 00:00:00;;8200;0
"1 MI 146, B3, R32";4475;;;;12/6/1372 00:00:00;;1;0;1;0;;"3";12/6/1372 00:00:00;;8202;0
"1 MI 146, B3, R32";4476;;;;12/6/1372 00:00:00;;1;0;1;0;;"3";12/6/1372 00:00:00;;8204;0
"1 MI 146, B3, R32";4477;;;;16/5/1372 00:00:00;;0;1;0;0;;"4";16/5/1372 00:00:00;;8207;0
"1 MI 146, B3, R32";4478;;;;16/5/1372 00:00:00;;0;0;1;0;;"4";16/5/1372 00:00:00;;8208;0
"1 MI 146, B3, R32";4479;;;;16/5/1372 00:00:00;;0;0;1;0;;"4";16/5/1372 00:00:00;;8210;0
"1 MI 146, B3, R32";4480;;;;16/5/1372 00:00:00;;1;0;1;0;;"4";16/5/1372 00:00:00;;8212;0
"1 MI 146, B3, R32";4481;;;;16/5/1372 00:00:00;;1;0;1;0;;"4";16/5/1372 00:00:00;;8226;0
"1 MI 146, B3, R32";4482;;;;16/5/1372 00:00:00;;1;0;1;0;;"4";16/5/1372 00:00:00;;8235;0
"1 MI 146, B3, R32";4483;;;;16/5/1372 00:00:00;;1;0;1;0;;"4";16/5/1372 00:00:00;;8246;0
"1 MI 146, B3, R32";4484;;;;16/5/1372 00:00:00;;0;0;1;0;;"5";16/5/1372 00:00:00;;8254;0
"1 MI 146, B3, R32";4485;;;;16/5/1372 00:00:00;;1;0;1;0;;"5";16/5/1372 00:00:00;;8256;0
"1 MI 146, B3, R32";4486;;;;16/5/1372 00:00:00;;0;1;0;0;;"5";16/5/1372 00:00:00;;8265;0
"1 MI 146, B3, R32";4487;;;;16/5/1372 00:00:00;;0;1;0;0;;"5";16/5/1372 00:00:00;;8267;0
"1 MI 146, B3, R32";4488;;;;16/5/1372 00:00:00;;0;1;0;0;;"5";16/5/1372 00:00:00;;8269;0
"1 MI 146, B3, R32";4489;;;;16/5/1372 00:00:00;;1;1;0;0;;"5";16/5/1372 00:00:00;;8271;0
"1 MI 146, B3, R32";4490;;;;16/3/1371 00:00:00;;1;0;0;0;;"8";16/3/1371 00:00:00;;8272;0
"1 MI 146, B3, R32";4491;;;;16/3/1371 00:00:00;;1;0;0;0;;"8";16/3/1371 00:00:00;;8274;0
"1 MI 146, B3, R32";4492;"Lyon";"Lyonnais";;16/3/1371 00:00:00;;1;0;0;0;;"8";16/3/1371 00:00:00;;8276;0
"1 MI 146, B3, R32";4493;;;;16/3/1371 00:00:00;"sellerie";1;0;0;0;;"8";16/3/1371 00:00:00;;8281;0
"1 MI 146, B3, R32";4494;;;;14/3/1373 00:00:00;;1;0;0;0;;"10";14/3/1373 00:00:00;4/4/1373 00:00:00;8282;0
"1 MI 146, B3, R32";4495;"Venise";"Italie";;;;1;0;0;0;;"10";;;8284;0
"1 MI 146, B3, R32";4496;"Avignon";"Avignonais";;20/4/1374 00:00:00;;1;0;0;0;;"26";20/4/1374 00:00:00;;8286;0
"1 MI 146, B3, R32";4497;;;;20/4/1374 00:00:00;;1;0;1;0;;"28";20/4/1374 00:00:00;;8288;0
"1 MI 146, B3, R32";4498;;;;6/5/1374 00:00:00;;1;0;1;0;;"28";6/5/1374 00:00:00;;8290;0
"1 MI 146, B3, R32";4499;;;;7/5/1374 00:00:00;;1;0;1;0;;"28";7/5/1374 00:00:00;;8292;0
"1 MI 146, B3, R32";4500;;;;12/5/1374 00:00:00;;1;0;1;0;;"29";12/5/1374 00:00:00;;8294;0
"1 MI 146, B3, R32";4501;;;;7/5/1374 00:00:00;;1;0;1;0;;"29";7/5/1374 00:00:00;;8296;0
"1 MI 146, B3, R32";4502;;;;7/5/1374 00:00:00;;1;0;1;0;;"29";7/5/1374 00:00:00;;8298;0
"1 MI 146, B3, R32";4503;;;;13/5/1374 00:00:00;;0;1;0;0;;"29";13/5/1374 00:00:00;;8300;0
"1 MI 146, B3, R32";4504;;;;13/5/1374 00:00:00;;1;0;1;0;;"29";13/5/1374 00:00:00;;8302;0
"1 MI 146, B3, R32";4505;;;;16/5/1374 00:00:00;;1;0;1;0;;"29";16/5/1374 00:00:00;;8306;0
"1 MI 146, B3, R32";4506;;;;16/5/1374 00:00:00;;0;0;0;0;;"29";16/5/1374 00:00:00;;8307;0
"1 MI 146, B3, R32";4507;"Chambéry";"Savoie";;8/5/1374 00:00:00;;1;0;0;0;;"29";8/5/1374 00:00:00;;8310;0
"1 MI 146, B3, R32";4508;;;;13/7/1372 00:00:00;;1;0;0;0;;"29";13/7/1372 00:00:00;19/5/1374 00:00:00;8311;0
"1 MI 146, B3, R32";4509;;;;19/5/1374 00:00:00;;1;0;1;0;;"29";19/5/1374 00:00:00;;8312;0
"1 MI 146, B3, R32";4510;;;;20/5/1374 00:00:00;;1;0;1;0;;"29";20/5/1374 00:00:00;;8314;0
"1 MI 146, B3, R32";4511;;;;20/5/1374 00:00:00;;1;0;1;0;;"29";20/5/1374 00:00:00;;8316;0
"1 MI 146, B3, R32";4512;;;;20/5/1374 00:00:00;;1;0;1;0;;"29";20/5/1374 00:00:00;;8318;0
"1 MI 146, B3, R32";4513;;;;20/5/1374 00:00:00;;1;0;1;0;;"30";20/5/1374 00:00:00;;8320;0
"1 MI 146, B3, R32";4514;;;;20/5/1374 00:00:00;;1;0;0;0;;"30";20/5/1374 00:00:00;;8321;0
"1 MI 146, B3, R32";4515;;;;20/5/1374 00:00:00;;0;0;0;0;;"30";20/5/1374 00:00:00;;8322;0
"1 MI 146, B3, R32";4516;;;;1/10/1374 00:00:00;;1;0;1;0;;"30";1/10/1374 00:00:00;;8324;0
"1 MI 146, B3, R32";4517;;;;2/11/1374 00:00:00;;0;1;0;0;;"30";2/11/1374 00:00:00;;8326;0
"1 MI 146, B3, R32";4518;;;;14/11/1374 00:00:00;;1;0;0;0;;"30";14/11/1374 00:00:00;;8328;0
"1 MI 146, B3, R32";4519;;;;22/11/1374 00:00:00;;1;0;1;0;;"30";22/11/1374 00:00:00;;8332;0
"1 MI 146, B3, R32";4520;;;;22/11/1374 00:00:00;;1;0;1;0;;"31";22/11/1374 00:00:00;;8336;0
"1 MI 146, B3, R32";4521;;;;25/11/1374 00:00:00;;1;0;0;0;;"31";25/11/1374 00:00:00;;8337;0
"1 MI 146, B3, R32";4522;;;;1/5/1374 00:00:00;;1;0;0;0;;"31";1/5/1374 00:00:00;;8339;0
"1 MI 146, B3, R32";4523;;;;25/11/1374 00:00:00;;1;0;0;0;;"31";25/11/1374 00:00:00;;8341;0
